Date,Age,Dead,Swollen_Head,Weak,Navel_Disease,Stick_Anus,Lame_Paralysis,Mortality,Mortality_rate,Remark,ID_NUM
2024-08-29 00:00:00,29.0,6.0,,10.0,,,6.0,22.0,0.000873015873015873,,G1A_60_H1
2024-08-30 00:00:00,30.0,6.0,,11.0,,,5.0,22.0,0.000873015873015873,,G1A_60_H1
2024-08-31 00:00:00,31.0,6.0,,16.0,,,6.0,28.0,0.0011111111111111111,,G1A_60_H1
2024-09-01 00:00:00,32.0,6.0,,12.0,,,3.0,21.0,0.0008333333333333334,,G1A_60_H1
2024-09-02 00:00:00,33.0,12.0,,14.0,,,4.0,30.0,0.0011904761904761906,,G1A_60_H1
2024-09-03 00:00:00,34.0,7.0,,14.0,,,3.0,24.0,0.0009523809523809524,,G1A_60_H1
2024-09-04 00:00:00,35.0,5.0,,8.0,,,3.0,16.0,0.0006349206349206349,,G1A_60_H1
2024-09-05 00:00:00,36.0,8.0,,15.0,,,3.0,26.0,0.0010317460317460319,,G1A_60_H1
2024-09-06 00:00:00,37.0,30.0,,6.0,,,2.0,38.0,0.001507936507936508,,G1A_60_H1
2024-09-07 00:00:00,38.0,,,,,,,0.0,0.0,,G1A_60_H1
2024-09-08 00:00:00,39.0,,,,,,,0.0,0.0,,G1A_60_H1
2024-09-09 00:00:00,40.0,,,,,,,0.0,0.0,,G1A_60_H1
2024-09-10 00:00:00,41.0,,,,,,,0.0,0.0,,G1A_60_H1
2024-09-11 00:00:00,42.0,,,,,,,0.0,0.0,,G1A_60_H1
2024-09-12 00:00:00,43.0,,,,,,,0.0,0.0,,G1A_60_H1
2024-09-13 00:00:00,44.0,,,,,,,0.0,0.0,,G1A_60_H1
2024-09-14 00:00:00,45.0,,,,,,,0.0,0.0,,G1A_60_H1
2024-07-31 00:00:00,0.0,,,,,,,0.0,0.0,,G1A_60_H2
2024-08-01 00:00:00,1.0,7.0,,15.0,,,4.0,26.0,0.001015625,,G1A_60_H2
2024-08-02 00:00:00,2.0,10.0,,10.0,,,1.0,21.0,0.0008203125,,G1A_60_H2
2024-08-03 00:00:00,3.0,13.0,,2.0,,,,15.0,0.0005859375,,G1A_60_H2
2024-08-04 00:00:00,4.0,12.0,,17.0,,,5.0,34.0,0.001328125,,G1A_60_H2
2024-08-05 00:00:00,5.0,3.0,,8.0,,,2.0,13.0,0.0005078125,,G1A_60_H2
2024-08-06 00:00:00,6.0,8.0,,12.0,,,4.0,24.0,0.0009375,,G1A_60_H2
2024-08-07 00:00:00,7.0,5.0,,5.0,,,6.0,16.0,0.000625,,G1A_60_H2
2024-08-08 00:00:00,8.0,38.0,,72.0,,,68.0,178.0,0.006953125,,G1A_60_H2
2024-08-09 00:00:00,9.0,20.0,,10.0,,,4.0,34.0,0.001328125,,G1A_60_H2
2024-08-10 00:00:00,10.0,6.0,,24.0,,,6.0,36.0,0.00140625,,G1A_60_H2
2024-08-11 00:00:00,11.0,3.0,,15.0,,,3.0,21.0,0.0008203125,,G1A_60_H2
2024-08-12 00:00:00,12.0,6.0,,17.0,,,4.0,27.0,0.0010546875,,G1A_60_H2
2024-08-13 00:00:00,13.0,2.0,,11.0,,,4.0,17.0,0.0006640625,,G1A_60_H2
2024-08-14 00:00:00,14.0,3.0,,16.0,,,5.0,24.0,0.0009375,,G1A_60_H2
2024-08-15 00:00:00,15.0,4.0,,26.0,,,9.0,39.0,0.0015234375,,G1A_60_H2
2024-08-16 00:00:00,16.0,7.0,,24.0,,,10.0,41.0,0.0016015625,,G1A_60_H2
2024-08-17 00:00:00,17.0,8.0,2.0,23.0,,,13.0,46.0,0.001796875,,G1A_60_H2
2024-08-18 00:00:00,18.0,2.0,,5.0,,,10.0,17.0,0.0006640625,,G1A_60_H2
2024-08-19 00:00:00,19.0,3.0,,12.0,,,8.0,23.0,0.0008984375,,G1A_60_H2
2024-08-20 00:00:00,20.0,1.0,,29.0,,,,30.0,0.001171875,,G1A_60_H2
2024-08-21 00:00:00,21.0,6.0,,4.0,,,4.0,14.0,0.000546875,,G1A_60_H2
2024-08-22 00:00:00,22.0,5.0,,4.0,,,5.0,14.0,0.000546875,,G1A_60_H2
2024-08-23 00:00:00,23.0,4.0,,2.0,,,6.0,12.0,0.00046875,,G1A_60_H2
2024-08-24 00:00:00,24.0,8.0,,2.0,,,4.0,14.0,0.000546875,,G1A_60_H2
2024-08-25 00:00:00,25.0,3.0,,3.0,,,6.0,12.0,0.00046875,,G1A_60_H2
2024-08-26 00:00:00,26.0,6.0,,13.0,,,13.0,32.0,0.00125,,G1A_60_H2
2024-08-27 00:00:00,27.0,1.0,,16.0,,,,17.0,0.0006640625,,G1A_60_H2
2024-08-28 00:00:00,28.0,4.0,,5.0,,,7.0,16.0,0.000625,,G1A_60_H2
2024-08-29 00:00:00,29.0,5.0,,10.0,,,8.0,23.0,0.0008984375,,G1A_60_H2
2024-08-30 00:00:00,30.0,4.0,,12.0,,,4.0,20.0,0.00078125,,G1A_60_H2
2024-08-31 00:00:00,31.0,9.0,,13.0,,,3.0,25.0,0.0009765625,,G1A_60_H2
2024-09-01 00:00:00,32.0,6.0,,17.0,,,3.0,26.0,0.001015625,,G1A_60_H2
2024-09-02 00:00:00,33.0,11.0,,9.0,,,2.0,22.0,0.000859375,,G1A_60_H2
2024-09-03 00:00:00,34.0,9.0,,9.0,,,2.0,20.0,0.00078125,,G1A_60_H2
2024-09-04 00:00:00,35.0,8.0,,9.0,,,3.0,20.0,0.00078125,,G1A_60_H2
2024-09-05 00:00:00,36.0,7.0,,6.0,,,3.0,16.0,0.000625,,G1A_60_H2
2024-09-06 00:00:00,37.0,14.0,,3.0,,,,17.0,0.0006640625,,G1A_60_H2
2024-09-07 00:00:00,38.0,,,,,,,0.0,0.0,,G1A_60_H2
2024-09-08 00:00:00,39.0,,,,,,,0.0,0.0,,G1A_60_H2
2024-09-09 00:00:00,40.0,,,,,,,0.0,0.0,,G1A_60_H2
2024-09-10 00:00:00,41.0,,,,,,,0.0,0.0,,G1A_60_H2
2024-09-11 00:00:00,42.0,,,,,,,0.0,0.0,,G1A_60_H2
2024-09-12 00:00:00,43.0,,,,,,,0.0,0.0,,G1A_60_H2
2024-09-13 00:00:00,44.0,,,,,,,0.0,0.0,,G1A_60_H2
2024-09-14 00:00:00,45.0,,,,,,,0.0,0.0,,G1A_60_H2
2024-07-31 00:00:00,0.0,,,,,,,0.0,0.0,,G1A_60_H3
2024-08-01 00:00:00,1.0,15.0,,2.0,,,3.0,20.0,0.0007782101167315176,,G1A_60_H3
2024-08-02 00:00:00,2.0,5.0,,11.0,,,0.0,16.0,0.000622568093385214,,G1A_60_H3
2024-08-03 00:00:00,3.0,6.0,,17.0,,,4.0,27.0,0.0010505836575875485,,G1A_60_H3
2024-08-04 00:00:00,4.0,12.0,,20.0,,,3.0,35.0,0.0013618677042801556,,G1A_60_H3
2024-08-05 00:00:00,5.0,4.0,,15.0,,,3.0,22.0,0.0008560311284046692,,G1A_60_H3
2024-08-06 00:00:00,6.0,8.0,,10.0,,,4.0,22.0,0.0008560311284046692,,G1A_60_H3
2024-08-07 00:00:00,7.0,4.0,,9.0,,,20.0,33.0,0.001284046692607004,,G1A_60_H3
2024-08-08 00:00:00,8.0,21.0,,170.0,,,20.0,211.0,0.00821011673151751,,G1A_60_H3
2024-08-09 00:00:00,9.0,20.0,,17.0,,,10.0,47.0,0.0018287937743190661,,G1A_60_H3
2024-08-10 00:00:00,10.0,5.0,,30.0,,,4.0,39.0,0.001517509727626459,,G1A_60_H3
2024-08-11 00:00:00,11.0,1.0,,4.0,,,1.0,6.0,0.00023346303501945524,,G1A_60_H3
2024-08-12 00:00:00,12.0,2.0,,10.0,,,5.0,17.0,0.0006614785992217899,,G1A_60_H3
2024-08-13 00:00:00,13.0,3.0,,5.0,,,5.0,13.0,0.0005058365758754864,,G1A_60_H3
2024-08-14 00:00:00,14.0,3.0,,15.0,,,5.0,23.0,0.0008949416342412451,,G1A_60_H3
2024-08-15 00:00:00,15.0,2.0,,5.0,,,38.0,45.0,0.0017509727626459145,,G1A_60_H3
2024-08-16 00:00:00,16.0,5.0,,,,,80.0,85.0,0.0033073929961089494,,G1A_60_H3
2024-08-17 00:00:00,17.0,5.0,,,,,17.0,22.0,0.0008560311284046692,,G1A_60_H3
2024-08-18 00:00:00,18.0,2.0,,3.0,,,7.0,12.0,0.0004669260700389105,,G1A_60_H3
2024-08-19 00:00:00,19.0,4.0,,7.0,,,10.0,21.0,0.0008171206225680934,,G1A_60_H3
2024-08-20 00:00:00,20.0,2.0,,12.0,,,,14.0,0.0005447470817120623,,G1A_60_H3
2024-08-21 00:00:00,21.0,4.0,,6.0,,,10.0,20.0,0.0007782101167315176,,G1A_60_H3
2024-08-22 00:00:00,22.0,5.0,,8.0,,,10.0,23.0,0.0008949416342412451,,G1A_60_H3
2024-08-23 00:00:00,23.0,3.0,,5.0,,,3.0,11.0,0.0004280155642023346,,G1A_60_H3
2024-08-24 00:00:00,24.0,4.0,,2.0,,,6.0,12.0,0.0004669260700389105,,G1A_60_H3
2024-08-25 00:00:00,25.0,5.0,,3.0,,,4.0,12.0,0.0004669260700389105,,G1A_60_H3
2024-08-26 00:00:00,26.0,5.0,,4.0,,,5.0,14.0,0.0005447470817120623,,G1A_60_H3
2024-08-27 00:00:00,27.0,3.0,,2.0,,,14.0,19.0,0.0007392996108949416,,G1A_60_H3
2024-08-28 00:00:00,28.0,4.0,,5.0,,,10.0,19.0,0.0007392996108949416,,G1A_60_H3
2024-08-29 00:00:00,29.0,3.0,,5.0,,,10.0,18.0,0.0007003891050583658,,G1A_60_H3
2024-08-30 00:00:00,30.0,2.0,,3.0,,,3.0,8.0,0.000311284046692607,,G1A_60_H3
2024-08-31 00:00:00,31.0,3.0,,,,,7.0,10.0,0.0003891050583657588,,G1A_60_H3
2024-09-01 00:00:00,32.0,2.0,,,,,13.0,15.0,0.0005836575875486381,,G1A_60_H3
2024-09-02 00:00:00,33.0,4.0,,,,,21.0,25.0,0.0009727626459143969,,G1A_60_H3
2024-09-03 00:00:00,34.0,5.0,,,,,19.0,24.0,0.000933852140077821,,G1A_60_H3
2024-09-04 00:00:00,35.0,4.0,,,,,18.0,22.0,0.0008560311284046692,,G1A_60_H3
2024-09-05 00:00:00,36.0,7.0,,,,,21.0,28.0,0.0010894941634241246,,G1A_60_H3
2024-09-06 00:00:00,37.0,2.0,,26.0,,,,28.0,0.0010894941634241246,,G1A_60_H3
2024-09-07 00:00:00,38.0,,,,,,,0.0,0.0,,G1A_60_H3
2024-09-08 00:00:00,39.0,,,,,,,0.0,0.0,,G1A_60_H3
2024-09-09 00:00:00,40.0,,,,,,,0.0,0.0,,G1A_60_H3
2024-09-10 00:00:00,41.0,,,,,,,0.0,0.0,,G1A_60_H3
2024-09-11 00:00:00,42.0,,,,,,,0.0,0.0,,G1A_60_H3
2024-09-12 00:00:00,43.0,,,,,,,0.0,0.0,,G1A_60_H3
2024-09-13 00:00:00,44.0,,,,,,,0.0,0.0,,G1A_60_H3
2024-09-14 00:00:00,45.0,,,,,,,0.0,0.0,,G1A_60_H3
2024-07-31 00:00:00,0.0,,,,,,,0.0,0.0,,G1A_60_H4
2024-08-01 00:00:00,1.0,14.0,,5.0,,,5.0,24.0,0.000933852140077821,,G1A_60_H4
2024-08-02 00:00:00,2.0,5.0,,10.0,,,0.0,15.0,0.0005836575875486381,,G1A_60_H4
2024-08-03 00:00:00,3.0,4.0,,10.0,,,5.0,19.0,0.0007392996108949416,,G1A_60_H4
2024-08-04 00:00:00,4.0,13.0,,24.0,,,6.0,43.0,0.0016731517509727626,,G1A_60_H4
2024-08-05 00:00:00,5.0,5.0,,20.0,,,7.0,32.0,0.001245136186770428,,G1A_60_H4
2024-08-06 00:00:00,6.0,4.0,,10.0,,,5.0,19.0,0.0007392996108949416,,G1A_60_H4
2024-08-07 00:00:00,7.0,6.0,,6.0,,,7.0,19.0,0.0007392996108949416,,G1A_60_H4
2024-08-08 00:00:00,8.0,20.0,,147.0,,,0.0,167.0,0.006498054474708171,,G1A_60_H4
2024-08-09 00:00:00,9.0,14.0,,10.0,,,4.0,28.0,0.0010894941634241246,,G1A_60_H4
2024-08-10 00:00:00,10.0,5.0,,10.0,,,6.0,21.0,0.0008171206225680934,,G1A_60_H4
2024-08-11 00:00:00,11.0,4.0,,4.0,,,4.0,12.0,0.0004669260700389105,,G1A_60_H4
2024-08-12 00:00:00,12.0,2.0,,4.0,,,,6.0,0.00023346303501945524,,G1A_60_H4
2024-08-13 00:00:00,13.0,2.0,,3.0,,,3.0,8.0,0.000311284046692607,,G1A_60_H4
2024-08-14 00:00:00,14.0,2.0,2.0,8.0,,,2.0,14.0,0.0005447470817120623,,G1A_60_H4
2024-08-15 00:00:00,15.0,4.0,,3.0,,,3.0,10.0,0.0003891050583657588,,G1A_60_H4
2024-08-16 00:00:00,16.0,2.0,,10.0,,,2.0,14.0,0.0005447470817120623,,G1A_60_H4
2024-08-17 00:00:00,17.0,4.0,,5.0,,,15.0,24.0,0.000933852140077821,,G1A_60_H4
2024-08-18 00:00:00,18.0,4.0,,4.0,,,20.0,28.0,0.0010894941634241246,,G1A_60_H4
2024-08-19 00:00:00,19.0,4.0,,7.0,,,7.0,18.0,0.0007003891050583658,,G1A_60_H4
2024-08-20 00:00:00,20.0,5.0,,20.0,,,,25.0,0.0009727626459143969,,G1A_60_H4
2024-08-21 00:00:00,21.0,4.0,,5.0,,,15.0,24.0,0.000933852140077821,,G1A_60_H4
2024-08-22 00:00:00,22.0,3.0,,5.0,,,6.0,14.0,0.0005447470817120623,,G1A_60_H4
2024-08-23 00:00:00,23.0,4.0,,4.0,,,2.0,10.0,0.0003891050583657588,,G1A_60_H4
2024-08-24 00:00:00,24.0,2.0,,3.0,,,5.0,10.0,0.0003891050583657588,,G1A_60_H4
2024-08-25 00:00:00,25.0,3.0,,5.0,,,3.0,11.0,0.0004280155642023346,,G1A_60_H4
2024-08-26 00:00:00,26.0,5.0,,4.0,,,10.0,19.0,0.0007392996108949416,,G1A_60_H4
2024-08-27 00:00:00,27.0,2.0,,3.0,,,26.0,31.0,0.001206225680933852,,G1A_60_H4
2024-08-28 00:00:00,28.0,3.0,,,,,23.0,26.0,0.0010116731517509727,,G1A_60_H4
2024-08-29 00:00:00,29.0,2.0,,,,,64.0,66.0,0.002568093385214008,,G1A_60_H4
2024-08-30 00:00:00,30.0,3.0,,,,,44.0,47.0,0.0018287937743190661,,G1A_60_H4
2024-08-31 00:00:00,31.0,4.0,,,,,25.0,29.0,0.0011284046692607004,,G1A_60_H4
2024-09-01 00:00:00,32.0,2.0,,,,,24.0,26.0,0.0010116731517509727,,G1A_60_H4
2024-09-02 00:00:00,33.0,5.0,,,,,23.0,28.0,0.0010894941634241246,,G1A_60_H4
2024-09-03 00:00:00,34.0,6.0,,,,,38.0,44.0,0.0017120622568093384,,G1A_60_H4
2024-09-04 00:00:00,35.0,5.0,,,,,30.0,35.0,0.0013618677042801556,,G1A_60_H4
2024-09-05 00:00:00,36.0,6.0,,,,,32.0,38.0,0.0014785992217898833,,G1A_60_H4
2024-09-06 00:00:00,37.0,4.0,,34.0,,,,38.0,0.0014785992217898833,,G1A_60_H4
2024-09-07 00:00:00,38.0,,,,,,,0.0,0.0,,G1A_60_H4
2024-09-08 00:00:00,39.0,,,,,,,0.0,0.0,,G1A_60_H4
2024-09-09 00:00:00,40.0,,,,,,,0.0,0.0,,G1A_60_H4
2024-09-10 00:00:00,41.0,,,,,,,0.0,0.0,,G1A_60_H4
2024-09-11 00:00:00,42.0,,,,,,,0.0,0.0,,G1A_60_H4
2024-09-12 00:00:00,43.0,,,,,,,0.0,0.0,,G1A_60_H4
2024-09-13 00:00:00,44.0,,,,,,,0.0,0.0,,G1A_60_H4
2024-09-14 00:00:00,45.0,,,,,,,0.0,0.0,,G1A_60_H4
2024-07-31 00:00:00,0.0,,,,,,,0.0,0.0,,G1A_60_H5
2024-08-01 00:00:00,1.0,13.0,,155.0,,,,168.0,0.0066403162055335965,,G1A_60_H5
2024-08-02 00:00:00,2.0,10.0,,258.0,,,,268.0,0.010592885375494071,,G1A_60_H5
2024-08-03 00:00:00,3.0,9.0,,90.0,,,3.0,102.0,0.004031620553359684,,G1A_60_H5
2024-08-04 00:00:00,4.0,16.0,,30.0,,,9.0,55.0,0.002173913043478261,,G1A_60_H5
2024-08-05 00:00:00,5.0,7.0,,21.0,,,8.0,36.0,0.0014229249011857706,,G1A_60_H5
2024-08-06 00:00:00,6.0,7.0,,10.0,,,8.0,25.0,0.0009881422924901185,,G1A_60_H5
2024-08-07 00:00:00,7.0,5.0,,26.0,,,6.0,37.0,0.0014624505928853755,,G1A_60_H5
2024-08-08 00:00:00,8.0,7.0,,459.0,,,4.0,470.0,0.01857707509881423,,G1A_60_H5
2024-08-09 00:00:00,9.0,31.0,,48.0,,,5.0,84.0,0.0033201581027667982,,G1A_60_H5
2024-08-10 00:00:00,10.0,5.0,,52.0,,,2.0,59.0,0.0023320158102766797,,G1A_60_H5
2024-08-11 00:00:00,11.0,3.0,,12.0,,,2.0,17.0,0.0006719367588932806,,G1A_60_H5
2024-08-12 00:00:00,12.0,2.0,,13.0,,,4.0,19.0,0.0007509881422924901,,G1A_60_H5
2024-08-13 00:00:00,13.0,1.0,,17.0,,,2.0,20.0,0.0007905138339920949,,G1A_60_H5
2024-08-14 00:00:00,14.0,4.0,,15.0,,,3.0,22.0,0.0008695652173913044,,G1A_60_H5
2024-08-15 00:00:00,15.0,3.0,,9.0,,,4.0,16.0,0.0006324110671936759,,G1A_60_H5
2024-08-16 00:00:00,16.0,4.0,,21.0,,,6.0,31.0,0.001225296442687747,,G1A_60_H5
2024-08-17 00:00:00,17.0,4.0,,22.0,,,10.0,36.0,0.0014229249011857706,,G1A_60_H5
2024-08-18 00:00:00,18.0,2.0,,10.0,,,5.0,17.0,0.0006719367588932806,,G1A_60_H5
2024-08-19 00:00:00,19.0,3.0,,12.0,,,8.0,23.0,0.0009090909090909091,,G1A_60_H5
2024-08-20 00:00:00,20.0,8.0,,21.0,,,,29.0,0.0011462450592885376,,G1A_60_H5
2024-08-21 00:00:00,21.0,6.0,,19.0,,,8.0,33.0,0.0013043478260869566,,G1A_60_H5
2024-08-22 00:00:00,22.0,3.0,,5.0,,,3.0,11.0,0.0004347826086956522,,G1A_60_H5
2024-08-23 00:00:00,23.0,3.0,,7.0,,,8.0,18.0,0.0007114624505928853,,G1A_60_H5
2024-08-24 00:00:00,24.0,3.0,,7.0,,,5.0,15.0,0.0005928853754940712,,G1A_60_H5
2024-08-25 00:00:00,25.0,4.0,,4.0,,,3.0,11.0,0.0004347826086956522,,G1A_60_H5
2024-08-26 00:00:00,26.0,3.0,,6.0,,,3.0,12.0,0.0004743083003952569,,G1A_60_H5
2024-08-27 00:00:00,27.0,3.0,,8.0,,,7.0,18.0,0.0007114624505928853,,G1A_60_H5
2024-08-28 00:00:00,28.0,8.0,,5.0,,,3.0,16.0,0.0006324110671936759,,G1A_60_H5
2024-08-29 00:00:00,29.0,4.0,,7.0,,,6.0,17.0,0.0006719367588932806,,G1A_60_H5
2024-08-30 00:00:00,30.0,6.0,,10.0,,,12.0,28.0,0.0011067193675889327,,G1A_60_H5
2024-08-31 00:00:00,31.0,4.0,,3.0,,,4.0,11.0,0.0004347826086956522,,G1A_60_H5
2024-09-01 00:00:00,32.0,9.0,,10.0,,,21.0,40.0,0.0015810276679841897,,G1A_60_H5
2024-09-02 00:00:00,33.0,6.0,,10.0,,,12.0,28.0,0.0011067193675889327,,G1A_60_H5
2024-09-03 00:00:00,34.0,6.0,,6.0,,,8.0,20.0,0.0007905138339920949,,G1A_60_H5
2024-09-04 00:00:00,35.0,7.0,,8.0,,,10.0,25.0,0.0009881422924901185,,G1A_60_H5
2024-09-05 00:00:00,36.0,10.0,,,,,40.0,50.0,0.001976284584980237,,G1A_60_H5
2024-09-06 00:00:00,37.0,7.0,,,,,20.0,27.0,0.0010671936758893281,,G1A_60_H5
2024-09-07 00:00:00,38.0,,,,,,,0.0,0.0,,G1A_60_H5
2024-09-08 00:00:00,39.0,,,,,,,0.0,0.0,,G1A_60_H5
2024-09-09 00:00:00,40.0,,,,,,,0.0,0.0,,G1A_60_H5
2024-09-10 00:00:00,41.0,,,,,,,0.0,0.0,,G1A_60_H5
2024-09-11 00:00:00,42.0,,,,,,,0.0,0.0,,G1A_60_H5
2024-09-12 00:00:00,43.0,,,,,,,0.0,0.0,,G1A_60_H5
2024-09-13 00:00:00,44.0,,,,,,,0.0,0.0,,G1A_60_H5
2024-09-14 00:00:00,45.0,,,,,,,0.0,0.0,,G1A_60_H5
2024-07-31 00:00:00,-2.0,,,,,,,0.0,0.0,,G1A_60_H6
2024-08-01 00:00:00,-1.0,,,,,,,0.0,0.0,,G1A_60_H6
2024-08-02 00:00:00,0.0,,,,,,,0.0,0.0,,G1A_60_H6
2024-08-03 00:00:00,1.0,10.0,,21.0,,,5.0,36.0,0.0014516129032258066,,G1A_60_H6
2024-08-04 00:00:00,2.0,21.0,,32.0,,,6.0,59.0,0.002379032258064516,,G1A_60_H6
2024-08-05 00:00:00,3.0,20.0,,19.0,,,5.0,44.0,0.0017741935483870969,,G1A_60_H6
2024-08-06 00:00:00,4.0,8.0,,21.0,,,7.0,36.0,0.0014516129032258066,,G1A_60_H6
2024-08-07 00:00:00,5.0,8.0,,20.0,,,7.0,35.0,0.001411290322580645,,G1A_60_H6
2024-08-08 00:00:00,6.0,6.0,,28.0,,,5.0,39.0,0.0015725806451612903,,G1A_60_H6
2024-08-09 00:00:00,7.0,13.0,,24.0,,,6.0,43.0,0.0017338709677419354,,G1A_60_H6
2024-08-10 00:00:00,8.0,29.0,,200.0,,,,229.0,0.009233870967741935,,G1A_60_H6
2024-08-11 00:00:00,9.0,15.0,,38.0,,,3.0,56.0,0.0022580645161290325,,G1A_60_H6
2024-08-12 00:00:00,10.0,4.0,,24.0,,,3.0,31.0,0.00125,,G1A_60_H6
2024-08-13 00:00:00,11.0,3.0,,12.0,,,4.0,19.0,0.0007661290322580645,,G1A_60_H6
2024-08-14 00:00:00,12.0,3.0,,7.0,,,2.0,12.0,0.0004838709677419355,,G1A_60_H6
2024-08-15 00:00:00,13.0,2.0,,8.0,,,2.0,12.0,0.0004838709677419355,,G1A_60_H6
2024-08-16 00:00:00,14.0,3.0,,13.0,,,5.0,21.0,0.0008467741935483871,,G1A_60_H6
2024-08-17 00:00:00,15.0,5.0,,21.0,,,8.0,34.0,0.0013709677419354838,,G1A_60_H6
2024-08-18 00:00:00,16.0,3.0,,5.0,,,6.0,14.0,0.0005645161290322581,,G1A_60_H6
2024-08-19 00:00:00,17.0,2.0,,5.0,,,4.0,11.0,0.0004435483870967742,,G1A_60_H6
2024-08-20 00:00:00,18.0,7.0,,18.0,,,,25.0,0.0010080645161290322,,G1A_60_H6
2024-08-21 00:00:00,19.0,4.0,,6.0,,,4.0,14.0,0.0005645161290322581,,G1A_60_H6
2024-08-22 00:00:00,20.0,0.0,,3.0,,,4.0,7.0,0.00028225806451612906,,G1A_60_H6
2024-08-23 00:00:00,21.0,2.0,,2.0,,,3.0,7.0,0.00028225806451612906,,G1A_60_H6
2024-08-24 00:00:00,22.0,1.0,,2.0,,,2.0,5.0,0.00020161290322580645,,G1A_60_H6
2024-08-25 00:00:00,23.0,5.0,,2.0,,,,7.0,0.00028225806451612906,,G1A_60_H6
2024-08-26 00:00:00,24.0,2.0,,3.0,,,,5.0,0.00020161290322580645,,G1A_60_H6
2024-08-27 00:00:00,25.0,2.0,,4.0,,,3.0,9.0,0.00036290322580645164,,G1A_60_H6
2024-08-28 00:00:00,26.0,3.0,,4.0,,,2.0,9.0,0.00036290322580645164,,G1A_60_H6
2024-08-29 00:00:00,27.0,3.0,,3.0,,,,6.0,0.00024193548387096774,,G1A_60_H6
2024-08-30 00:00:00,28.0,4.0,,4.0,,,5.0,13.0,0.0005241935483870967,,G1A_60_H6
2024-08-31 00:00:00,29.0,6.0,,1.0,,,5.0,12.0,0.0004838709677419355,,G1A_60_H6
2024-09-01 00:00:00,30.0,6.0,,3.0,,,5.0,14.0,0.0005645161290322581,,G1A_60_H6
2024-09-02 00:00:00,31.0,4.0,,3.0,,,4.0,11.0,0.0004435483870967742,,G1A_60_H6
2024-09-03 00:00:00,32.0,9.0,,8.0,,,11.0,28.0,0.0011290322580645162,,G1A_60_H6
