Date,Highest_Temp_Outside,Lowest_Temp_Outside,Age,Dead,Cull,Water,Feed,Fuel,Power,Highest_humidity,Lowest_Humidity,Highest_Temn,Lowest_Temn,Ventilation_Coefficient_Cold,Ventilation_Coefficient_Warm,Fan_Num_Less36,Fan_Num_More36,Fan_Num_Less50,Fan_Num_More50,DOCAmount,ID_NUM
2024-03-14 00:00:00,15.0,7.0,16.0,6.0,33.0,4.74,2370.0,35.8,36.0,0.98,0.69,29.2,27.2,0.26,0.33,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-15 00:00:00,19.0,4.0,17.0,5.0,18.0,5.07,2535.0,96.6,36.0,0.97,0.78,29.5,26.8,0.25,0.33,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-16 00:00:00,22.0,9.0,18.0,9.0,55.0,5.72,2860.0,5.0,36.0,0.97,0.86,29.4,27.1,0.25,0.39,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-17 00:00:00,14.0,5.0,19.0,8.0,80.0,6.09,3045.0,1.8,36.0,0.93,0.78,28.7,26.9,0.25,0.27,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-18 00:00:00,11.0,3.0,20.0,11.0,110.0,6.28,3140.0,19.4,36.0,0.93,0.77,28.5,26.7,0.23,0.27,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-19 00:00:00,17.0,4.0,21.0,5.0,69.0,6.49,3245.0,24.2,36.0,0.97,0.7,28.9,26.3,0.25,0.33,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-20 00:00:00,18.0,5.0,22.0,5.0,30.0,6.75,3375.0,27.4,44.0,0.9,0.7,28.4,26.1,0.25,0.38,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-21 00:00:00,22.0,5.0,23.0,3.0,24.0,6.093,3047.0,7.2,44.0,0.92,0.71,28.7,25.6,0.24,0.49,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-22 00:00:00,27.0,11.0,24.0,5.0,21.0,6.922,3461.0,0.6,52.0,0.94,0.69,30.2,26.3,0.3,0.74,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-23 00:00:00,17.0,14.0,25.0,9.0,21.0,7.208,3604.0,0.0,64.0,0.94,0.78,28.6,26.6,0.38,0.4,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-24 00:00:00,17.0,11.0,26.0,6.0,25.0,7.585,3793.0,0.0,56.0,0.97,0.81,28.7,26.2,0.35,0.47,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-25 00:00:00,13.0,8.0,27.0,10.0,35.0,6.948,3474.0,0.0,56.0,0.96,0.81,27.6,25.0,0.3,0.37,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-26 00:00:00,17.0,6.0,28.0,9.0,24.0,6.945,3473.0,0.0,44.0,0.98,0.75,28.6,25.4,0.3,0.42,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-27 00:00:00,15.0,9.0,29.0,7.0,16.0,7.458,3729.0,24.2,64.0,0.98,0.75,26.3,24.0,0.33,0.42,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-28 00:00:00,20.0,10.0,30.0,10.0,12.0,8.414,4207.0,30.0,60.0,0.92,0.76,26.9,24.1,0.33,0.56,0.0,0.0,2.0,2.0,28400.0,G02_56_H1
2024-03-29 00:00:00,27.0,13.0,31.0,12.0,16.0,9.035,4518.0,2.0,68.0,0.89,0.58,29.3,24.9,0.38,1.46,0.0,0.0,2.0,5.0,28400.0,G02_56_H1
2024-03-30 00:00:00,29.0,14.0,32.0,15.0,10.0,9.035,4518.0,1.0,128.0,0.89,0.48,30.6,23.9,0.36,1.77,0.0,0.0,2.0,6.0,28400.0,G02_56_H1
2024-03-31 00:00:00,22.0,11.0,33.0,19.0,9.0,9.13,4565.0,8.4,92.0,0.83,0.62,26.9,23.2,0.34,0.84,0.0,0.0,2.0,3.0,28400.0,G02_56_H1
2024-04-01 00:00:00,28.0,12.0,34.0,22.0,5.0,9.213,4607.0,20.4,76.0,0.88,0.54,28.4,22.4,0.32,1.87,0.0,0.0,2.0,7.0,28400.0,G02_56_H1
2024-04-02 00:00:00,19.0,15.0,35.0,35.0,7.0,9.271,4636.0,0.6,140.0,0.93,0.73,26.2,23.4,0.51,0.76,0.0,0.0,2.0,3.0,28400.0,G02_56_H1
2024-04-03 00:00:00,17.0,10.0,36.0,38.0,6.0,9.263,4632.0,1.6,84.0,0.92,0.78,24.1,21.6,0.44,0.73,0.0,0.0,2.0,3.0,28400.0,G02_56_H1
2024-04-04 00:00:00,17.0,8.0,37.0,68.0,0.0,8.507,4254.0,7.4,92.0,0.88,0.57,23.7,20.9,0.35,0.7,0.0,0.0,2.0,3.0,28400.0,G02_56_H1
2024-02-28 00:00:00,4.7,-1.2,1.0,22.0,8.0,0.74,370.0,229.0,112.0,0.54,0.47,35.8,33.5,0.62,0.62,0.0,0.0,1.0,1.0,28400.0,G02_56_H2
2024-03-04 00:00:00,11.0,4.0,6.0,24.0,14.0,1.74,885.0,172.4,64.0,0.72,0.62,33.3,30.4,0.5,0.56,0.0,0.0,1.0,2.0,28400.0,G02_56_H2
2024-03-05 00:00:00,11.0,5.0,7.0,11.0,6.0,1.97,985.0,193.0,44.0,0.72,0.63,32.6,29.8,0.55,0.55,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-06 00:00:00,11.0,2.0,8.0,20.0,160.0,2.07,1035.0,231.4,60.0,0.72,0.55,32.2,29.5,0.53,0.53,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-07 00:00:00,14.0,0.0,9.0,35.0,28.0,2.4,1200.0,243.8,60.0,0.67,0.55,32.1,28.8,0.52,0.58,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-08 00:00:00,14.0,1.0,10.0,16.0,18.0,2.79,1395.0,193.0,48.0,0.71,0.56,31.8,28.3,0.41,0.5,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-09 00:00:00,14.0,0.0,11.0,7.0,34.0,3.17,1585.0,204.0,40.0,0.76,0.59,31.1,28.0,0.4,0.48,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-10 00:00:00,16.0,2.0,12.0,6.0,26.0,3.56,1780.0,200.6,44.0,0.79,0.63,30.7,27.5,0.38,0.45,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-11 00:00:00,21.0,7.0,13.0,6.0,16.0,4.0,2000.0,104.2,40.0,0.76,0.6,30.5,27.6,0.37,0.52,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-12 00:00:00,17.0,5.0,14.0,16.0,21.0,4.15,2080.0,70.4,28.0,0.8,0.63,29.8,27.2,0.35,0.42,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-13 00:00:00,16.0,4.0,15.0,9.0,26.0,4.32,2160.0,120.4,36.0,0.8,0.64,29.7,27.0,0.27,0.34,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-14 00:00:00,15.0,7.0,16.0,7.0,62.0,4.7,2350.0,35.8,28.0,0.9,0.75,29.1,27.4,0.26,0.33,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-15 00:00:00,19.0,4.0,17.0,12.0,47.0,5.02,2510.0,96.6,28.0,0.9,0.76,29.9,26.9,0.25,0.33,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-16 00:00:00,22.0,9.0,18.0,8.0,17.0,5.67,2835.0,5.0,40.0,0.9,0.83,30.2,27.2,0.25,0.39,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-17 00:00:00,14.0,5.0,19.0,13.0,36.0,6.05,3025.0,1.8,36.0,0.9,0.83,29.0,26.9,0.25,0.27,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-18 00:00:00,11.0,3.0,20.0,6.0,39.0,6.26,3130.0,19.4,28.0,0.9,0.79,28.6,26.6,0.23,0.27,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-19 00:00:00,17.0,4.0,21.0,4.0,63.0,6.46,3230.0,24.2,32.0,0.89,0.76,28.9,26.1,0.25,0.33,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-20 00:00:00,18.0,5.0,22.0,7.0,29.0,6.73,3365.0,27.4,44.0,0.89,0.75,28.4,26.0,0.25,0.38,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-21 00:00:00,22.0,5.0,23.0,7.0,27.0,6.391,3196.0,7.2,44.0,0.9,0.7,29.1,25.7,0.24,0.49,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-22 00:00:00,27.0,11.0,24.0,7.0,18.0,6.745,3373.0,0.6,48.0,0.88,0.67,30.9,26.2,0.3,0.81,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-23 00:00:00,17.0,14.0,25.0,11.0,20.0,7.538,3769.0,0.0,68.0,0.89,0.81,28.6,26.4,0.38,0.4,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-24 00:00:00,17.0,11.0,26.0,13.0,29.0,7.869,3935.0,0.0,52.0,0.89,0.83,28.2,25.9,0.35,0.43,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-25 00:00:00,13.0,8.0,27.0,7.0,12.0,7.768,3884.0,0.0,48.0,0.9,0.84,27.7,25.4,0.3,0.37,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-26 00:00:00,17.0,6.0,28.0,9.0,6.0,7.617,3809.0,0.0,48.0,0.9,0.79,28.8,25.7,0.3,0.42,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-27 00:00:00,15.0,9.0,29.0,5.0,10.0,8.188,4094.0,24.2,60.0,0.9,0.79,26.3,23.9,0.33,0.42,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-28 00:00:00,20.0,10.0,30.0,3.0,9.0,8.526,4263.0,30.0,60.0,0.89,0.79,26.9,24.0,0.33,0.56,0.0,0.0,2.0,2.0,28400.0,G02_56_H2
2024-03-29 00:00:00,27.0,13.0,31.0,6.0,7.0,9.184,4592.0,2.0,76.0,0.88,0.59,29.6,24.9,0.38,1.46,0.0,0.0,2.0,5.0,28400.0,G02_56_H2
2024-03-30 00:00:00,29.0,14.0,32.0,20.0,3.0,9.184,4592.0,1.0,120.0,0.89,0.48,31.0,23.7,0.36,1.77,0.0,0.0,2.0,6.0,28400.0,G02_56_H2
2024-03-31 00:00:00,22.0,11.0,33.0,17.0,8.0,9.6,4800.0,8.4,104.0,0.84,0.61,27.1,23.3,0.34,0.84,0.0,0.0,2.0,3.0,28400.0,G02_56_H2
2024-04-01 00:00:00,28.0,12.0,34.0,18.0,6.0,9.871,4936.0,20.4,72.0,0.87,0.53,28.8,22.5,0.32,1.87,0.0,0.0,2.0,7.0,28400.0,G02_56_H2
2024-04-02 00:00:00,19.0,15.0,35.0,62.0,5.0,10.138,5069.0,0.6,132.0,0.89,0.72,26.3,23.5,0.51,0.76,0.0,0.0,2.0,3.0,28400.0,G02_56_H2
2024-04-03 00:00:00,17.0,10.0,36.0,120.0,4.0,10.067,5034.0,1.6,112.0,0.89,0.83,24.1,21.8,0.44,0.73,0.0,0.0,2.0,3.0,28400.0,G02_56_H2
2024-04-04 00:00:00,17.0,8.0,37.0,140.0,0.0,9.243,4622.0,7.4,80.0,0.88,0.58,23.8,21.0,0.35,0.7,0.0,0.0,2.0,3.0,28400.0,G02_56_H2
2024-02-28 00:00:00,4.7,-1.2,1.0,19.0,7.0,0.74,370.0,230.0,124.0,0.59,0.48,35.0,33.0,0.62,0.62,0.0,0.0,1.0,1.0,28600.0,G02_56_H8
2024-03-04 00:00:00,11.0,4.0,6.0,9.0,20.0,1.76,890.0,172.4,68.0,0.74,0.6,32.3,29.9,0.49,0.55,0.0,0.0,1.0,2.0,28600.0,G02_56_H8
2024-03-05 00:00:00,11.0,5.0,7.0,8.0,16.0,1.99,995.0,193.0,60.0,0.76,0.61,31.7,29.2,0.54,0.54,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-06 00:00:00,11.0,2.0,8.0,8.0,157.0,2.09,1045.0,231.4,76.0,0.72,0.53,31.6,29.0,0.52,0.52,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-07 00:00:00,14.0,0.0,9.0,21.0,5.0,2.43,1215.0,243.8,52.0,0.68,0.55,31.5,28.5,0.5,0.58,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-08 00:00:00,14.0,1.0,10.0,5.0,8.0,2.82,1410.0,193.0,40.0,0.72,0.56,30.9,28.1,0.45,0.54,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-09 00:00:00,14.0,0.0,11.0,5.0,13.0,3.21,1605.0,204.0,56.0,0.75,0.6,30.3,27.5,0.44,0.51,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-10 00:00:00,16.0,2.0,12.0,6.0,23.0,3.6,1800.0,200.6,48.0,0.8,0.63,29.8,27.1,0.42,0.49,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-11 00:00:00,21.0,7.0,13.0,9.0,29.0,4.05,2025.0,104.2,44.0,0.78,0.6,29.5,27.2,0.4,0.62,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-12 00:00:00,17.0,5.0,14.0,10.0,48.0,4.21,2105.0,70.4,44.0,0.81,0.64,28.7,26.7,0.38,0.46,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-13 00:00:00,16.0,4.0,15.0,9.0,106.0,4.36,2180.0,120.4,48.0,0.81,0.6,28.6,26.3,0.34,0.48,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-14 00:00:00,15.0,7.0,16.0,8.0,36.0,4.74,2370.0,35.8,44.0,0.92,0.7,28.5,26.8,0.3,0.38,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-15 00:00:00,19.0,4.0,17.0,11.0,36.0,5.07,2535.0,96.6,48.0,0.91,0.77,29.6,26.1,0.27,0.39,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-16 00:00:00,22.0,9.0,18.0,13.0,49.0,5.72,2860.0,5.0,44.0,0.94,0.79,30.0,26.4,0.27,0.49,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-17 00:00:00,14.0,5.0,19.0,6.0,48.0,6.1,3050.0,1.8,52.0,0.92,0.78,28.1,26.1,0.29,0.32,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-18 00:00:00,11.0,3.0,20.0,7.0,40.0,6.31,3155.0,19.4,44.0,0.97,0.76,28.0,25.8,0.27,0.36,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-19 00:00:00,17.0,4.0,21.0,7.0,22.0,6.52,3260.0,24.2,44.0,0.98,0.78,28.5,26.1,0.25,0.39,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-20 00:00:00,18.0,5.0,22.0,6.0,27.0,6.79,3395.0,27.4,56.0,0.98,0.76,29.0,26.2,0.25,0.41,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-21 00:00:00,22.0,5.0,23.0,5.0,39.0,6.65,3325.0,7.2,56.0,0.99,0.71,29.5,25.5,0.24,0.53,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-22 00:00:00,27.0,11.0,24.0,11.0,15.0,7.04,3520.0,0.6,40.0,0.93,0.68,31.1,26.5,0.3,0.95,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-23 00:00:00,17.0,14.0,25.0,15.0,29.0,7.29,3645.0,0.0,64.0,0.97,0.82,28.6,26.0,0.38,0.43,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-24 00:00:00,17.0,11.0,26.0,31.0,23.0,7.21,3605.0,0.0,68.0,0.95,0.84,28.3,25.8,0.35,0.47,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-25 00:00:00,13.0,8.0,27.0,45.0,17.0,7.06,3530.0,0.0,68.0,0.98,0.85,27.8,25.5,0.3,0.41,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-26 00:00:00,17.0,6.0,28.0,81.0,259.0,7.64,3820.0,0.0,96.0,0.98,0.78,29.4,25.8,0.3,0.42,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-27 00:00:00,15.0,9.0,29.0,98.0,213.0,7.18,3590.0,24.2,80.0,0.98,0.78,26.1,23.9,0.33,0.42,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-28 00:00:00,20.0,10.0,30.0,131.0,262.0,8.24,4120.0,30.0,96.0,0.96,0.77,27.2,24.2,0.33,0.56,0.0,0.0,2.0,2.0,28600.0,G02_56_H8
2024-03-29 00:00:00,27.0,13.0,31.0,103.0,213.0,7.61,3805.0,2.0,72.0,0.86,0.57,29.4,24.7,0.38,1.46,0.0,0.0,2.0,5.0,28600.0,G02_56_H8
2024-03-30 00:00:00,29.0,14.0,32.0,92.0,181.0,7.61,3805.0,1.0,124.0,0.89,0.47,30.8,23.6,0.36,1.77,0.0,0.0,2.0,6.0,28600.0,G02_56_H8
2024-03-31 00:00:00,22.0,11.0,33.0,81.0,23.0,8.31,4155.0,8.4,108.0,0.8,0.6,27.1,23.1,0.34,0.84,0.0,0.0,2.0,3.0,28600.0,G02_56_H8
2024-04-01 00:00:00,28.0,12.0,34.0,63.0,25.0,8.14,4070.0,20.4,92.0,0.89,0.5,28.5,22.3,0.32,1.87,0.0,0.0,2.0,7.0,28600.0,G02_56_H8
2024-04-02 00:00:00,19.0,15.0,35.0,82.0,29.0,8.58,4290.0,0.6,144.0,0.91,0.74,26.0,23.1,0.51,0.76,0.0,0.0,2.0,3.0,28600.0,G02_56_H8
2024-04-03 00:00:00,17.0,10.0,36.0,113.0,5.0,8.5,4250.0,1.6,108.0,0.91,0.8,23.8,21.6,0.44,0.73,0.0,0.0,2.0,3.0,28600.0,G02_56_H8
2024-04-04 00:00:00,17.0,8.0,37.0,175.0,0.0,7.79,3895.0,7.4,96.0,0.87,0.55,23.8,20.9,0.35,0.7,0.0,0.0,2.0,3.0,28600.0,G02_56_H8
2024-02-28 00:00:00,4.7,-1.2,1.0,29.0,6.0,0.71,355.0,229.0,128.0,0.59,0.53,36.0,33.7,0.62,0.62,0.0,0.0,1.0,1.0,27300.0,G02_56_H9
2024-03-04 00:00:00,11.0,4.0,6.0,20.0,12.0,1.68,830.0,172.4,64.0,0.7,0.57,33.6,30.6,0.5,0.56,0.0,0.0,1.0,2.0,27300.0,G02_56_H9
2024-03-05 00:00:00,11.0,5.0,7.0,12.0,11.0,1.89,945.0,193.0,44.0,0.7,0.58,32.5,29.7,0.55,0.55,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-06 00:00:00,11.0,2.0,8.0,34.0,144.0,1.99,995.0,231.4,60.0,0.7,0.55,32.3,29.6,0.53,0.53,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-07 00:00:00,14.0,0.0,9.0,36.0,40.0,2.3,1150.0,243.8,60.0,0.67,0.53,32.0,29.0,0.52,0.58,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-08 00:00:00,14.0,1.0,10.0,11.0,19.0,2.68,1340.0,193.0,48.0,0.72,0.54,31.6,28.5,0.41,0.5,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-09 00:00:00,14.0,0.0,11.0,5.0,30.0,3.05,1525.0,204.0,40.0,0.75,0.56,31.2,28.0,0.4,0.48,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-10 00:00:00,16.0,2.0,12.0,9.0,34.0,3.41,1705.0,200.6,40.0,0.78,0.61,30.9,27.5,0.38,0.45,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-11 00:00:00,21.0,7.0,13.0,8.0,20.0,3.84,1920.0,104.2,40.0,0.76,0.58,30.3,27.6,0.37,0.52,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-12 00:00:00,17.0,5.0,14.0,13.0,16.0,3.99,1990.0,70.4,24.0,0.8,0.64,30.1,27.1,0.35,0.42,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-13 00:00:00,16.0,4.0,15.0,7.0,14.0,4.15,2075.0,120.4,36.0,0.81,0.61,30.0,27.0,0.27,0.34,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-14 00:00:00,15.0,7.0,16.0,10.0,48.0,4.51,2255.0,35.8,28.0,0.9,0.72,30.1,27.4,0.26,0.33,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-15 00:00:00,19.0,4.0,17.0,9.0,32.0,4.82,2410.0,96.6,36.0,0.9,0.8,29.2,27.0,0.25,0.33,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-16 00:00:00,22.0,9.0,18.0,7.0,25.0,5.45,2725.0,5.0,28.0,0.95,0.84,30.1,27.2,0.25,0.39,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-17 00:00:00,14.0,5.0,19.0,15.0,40.0,5.81,2905.0,1.8,32.0,0.94,0.81,28.8,26.9,0.25,0.27,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-18 00:00:00,11.0,3.0,20.0,5.0,40.0,6.01,3005.0,19.4,32.0,0.94,0.82,28.6,26.6,0.23,0.27,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-19 00:00:00,17.0,4.0,21.0,3.0,25.0,6.22,3110.0,24.2,32.0,0.93,0.8,28.7,26.1,0.25,0.33,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-20 00:00:00,18.0,5.0,22.0,6.0,32.0,6.47,3235.0,27.4,44.0,0.95,0.79,28.1,26.2,0.25,0.38,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-21 00:00:00,22.0,5.0,23.0,9.0,26.0,5.71,2855.0,7.2,36.0,0.97,0.79,28.8,25.7,0.24,0.49,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-22 00:00:00,27.0,11.0,24.0,8.0,23.0,6.13,3065.0,0.6,52.0,0.95,0.67,30.7,26.5,0.3,0.81,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-23 00:00:00,17.0,14.0,25.0,14.0,27.0,6.6,3300.0,0.0,60.0,0.87,0.76,28.5,26.6,0.38,0.4,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-24 00:00:00,17.0,11.0,26.0,17.0,16.0,6.62,3310.0,0.0,52.0,0.87,0.79,28.3,25.5,0.35,0.43,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-25 00:00:00,13.0,8.0,27.0,13.0,10.0,6.28,3140.0,0.0,44.0,0.89,0.79,27.9,25.6,0.3,0.35,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-26 00:00:00,17.0,6.0,28.0,11.0,14.0,6.61,3305.0,0.0,44.0,0.9,0.76,29.0,25.6,0.3,0.42,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-27 00:00:00,15.0,9.0,29.0,6.0,19.0,7.02,3510.0,24.2,56.0,0.9,0.76,26.5,24.1,0.33,0.42,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-28 00:00:00,20.0,10.0,30.0,8.0,25.0,7.47,3735.0,30.0,64.0,0.86,0.74,26.8,24.2,0.33,0.56,0.0,0.0,2.0,2.0,27300.0,G02_56_H9
2024-03-29 00:00:00,27.0,13.0,31.0,31.0,19.0,7.6,3800.0,2.0,72.0,0.83,0.52,29.3,25.0,0.38,1.46,0.0,0.0,2.0,5.0,27300.0,G02_56_H9
2024-03-30 00:00:00,29.0,14.0,32.0,41.0,15.0,7.6,3800.0,1.0,116.0,0.83,0.41,30.6,23.8,0.36,1.77,0.0,0.0,2.0,6.0,27300.0,G02_56_H9
2024-03-31 00:00:00,22.0,11.0,33.0,54.0,28.0,8.22,4110.0,8.4,100.0,0.78,0.58,26.7,23.1,0.34,0.84,0.0,0.0,2.0,3.0,27300.0,G02_56_H9
2024-04-01 00:00:00,28.0,12.0,34.0,80.0,4.0,8.71,4355.0,20.4,68.0,0.82,0.47,28.5,22.4,0.32,1.87,0.0,0.0,2.0,7.0,27300.0,G02_56_H9
2024-04-02 00:00:00,19.0,15.0,35.0,150.0,153.0,9.19,4595.0,0.6,156.0,0.84,0.72,26.0,23.2,0.51,0.76,0.0,0.0,2.0,3.0,27300.0,G02_56_H9
2024-04-03 00:00:00,17.0,10.0,36.0,80.0,44.0,9.3,4650.0,1.6,76.0,0.85,0.78,23.8,21.7,0.44,0.73,0.0,0.0,2.0,3.0,27300.0,G02_56_H9
2024-04-04 00:00:00,17.0,8.0,37.0,160.0,0.0,8.63,4315.0,7.4,64.0,0.83,0.52,24.0,21.0,0.35,0.7,0.0,0.0,2.0,3.0,27300.0,G02_56_H9
