GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,46          ,48          ,79          ,
-1       ,44          ,49          ,73          ,
0        ,44          ,53          ,54          ,
1        ,52          ,57          ,61          ,
2        ,53          ,66          ,67          ,
3        ,56          ,66          ,70          ,
4        ,64          ,70          ,72          ,
5        ,68          ,77          ,79          ,
6        ,74          ,81          ,82          ,
7        ,73          ,78          ,83          ,
8        ,69          ,72          ,83          ,
9        ,68          ,72          ,79          ,
10       ,68          ,68          ,80          ,
11       ,69          ,71          ,80          ,
12       ,68          ,71          ,82          ,
13       ,68          ,71          ,81          ,
14       ,68          ,71          ,82          ,
15       ,70          ,71          ,84          ,
16       ,69          ,73          ,83          ,
17       ,71          ,81          ,90          ,
18       ,73          ,75          ,90          ,
19       ,70          ,78          ,86          ,
20       ,75          ,79          ,89          ,
21       ,62          ,75          ,88          ,
22       ,60          ,76          ,88          ,
23       ,71          ,72          ,88          ,
24       ,61          ,73          ,85          ,
25       ,66          ,74          ,86          ,
26       ,69          ,77          ,88          ,
27       ,72          ,79          ,89          ,
28       ,74          ,79          ,89          ,
29       ,74          ,80          ,91          ,
30       ,67          ,75          ,88          ,
31       ,63          ,69          ,85          ,
32       ,64          ,73          ,81          ,
33       ,58          ,73          ,80          ,
34       ,66          ,80          ,82          ,
35       ,67          ,87          ,87          ,
36       ,不详          ,不详          ,不详          ,
37       ,不详          ,不详          ,不详          ,
