GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.6        ,32.7        ,38.4        ,
0        ,31.5        ,33.2        ,37.8        ,
1        ,32.1        ,33.1        ,37.7        ,
2        ,31.5        ,32.2        ,36.3        ,
3        ,31.0        ,31.0        ,36.8        ,
4        ,30.7        ,31.0        ,36.1        ,
5        ,29.8        ,30.2        ,36.1        ,
6        ,29.1        ,29.8        ,34.6        ,
7        ,28.9        ,30.1        ,34.3        ,
8        ,29.1        ,29.1        ,33.6        ,
9        ,28.8        ,30.4        ,34.6        ,
10       ,29.4        ,30.8        ,35.1        ,
11       ,29.2        ,29.9        ,35.2        ,
12       ,28.8        ,29.6        ,35.1        ,
13       ,28.2        ,28.6        ,34.9        ,
14       ,28.1        ,28.4        ,32.0        ,
15       ,28.2        ,28.5        ,33.7        ,
16       ,28.1        ,28.6        ,33.8        ,
17       ,28.0        ,28.5        ,34.0        ,
18       ,27.8        ,28.7        ,33.8        ,
19       ,27.1        ,27.3        ,32.8        ,
20       ,26.5        ,28.2        ,31.8        ,
21       ,27.5        ,27.9        ,30.6        ,
22       ,27.0        ,29.0        ,32.7        ,
23       ,27.3        ,28.1        ,33.0        ,
24       ,27.8        ,29.7        ,32.6        ,
25       ,28.1        ,28.5        ,32.3        ,
26       ,27.4        ,29.8        ,32.5        ,
27       ,25.1        ,25.3        ,30.4        ,
28       ,25.1        ,27.0        ,31.8        ,
29       ,26.2        ,27.0        ,31.6        ,
30       ,26.5        ,28.4        ,31.4        ,
31       ,27.0        ,28.7        ,30.5        ,
32       ,26.8        ,29.3        ,31.1        ,
33       ,24.4        ,24.5        ,29.9        ,
34       ,23.6        ,24.8        ,29.1        ,
35       ,23.8        ,27.3        ,28.7        ,
36       ,26.5        ,27.7        ,28.7        ,
37       ,25.2        ,25.3        ,27.8        ,
38       ,23.9        ,43.6        ,43.6        ,
39       ,43.6        ,43.7        ,48.3        ,
40       ,26.9        ,26.9        ,43.7        ,
41       ,25.3        ,26.1        ,33.6        ,
42       ,24.7        ,27.1        ,27.1        ,
