Message,GrowthDay,Time,
电源开启   ,43       ,09:50:29,
系统锁定   ,43       ,09:56:03,
电源关闭   ,43       ,10:32:20,
电源开启   ,43       ,14:31:08,
电源关闭   ,44       ,14:34:17,
电源开启   ,44       ,14:35:21,
系统锁定   ,44       ,14:40:25,
报警测试   ,45       ,11:10:00,
报警测试   ,46       ,11:10:00,
报警测试   ,47       ,11:10:00,
报警测试   ,48       ,11:10:00,
报警测试   ,49       ,11:10:00,
系统锁定   ,50       ,03:26:15,
系统锁定   ,50       ,03:38:10,
报警测试   ,50       ,11:10:00,
报警测试   ,51       ,11:10:00,
报警测试   ,52       ,11:10:00,
报警测试   ,53       ,11:10:00,
报警测试   ,54       ,11:10:00,
新的鸡群   ,-1       ,09:06:26,
新的鸡群   ,-1       ,09:07:07,
新的鸡群   ,-1       ,09:07:21,
新的鸡群   ,-1       ,09:08:13,
报警测试   ,-1       ,11:10:00,
系统锁定   ,-1       ,11:57:02,
更改开关   ,-1       ,12:00:03,
系统锁定   ,-1       ,12:05:05,
管理员登陆  ,-1       ,12:26:26,
系统锁定   ,-1       ,12:32:08,
管理员登陆  ,-1       ,16:13:29,
系统锁定   ,-1       ,16:19:05,
报警测试   ,0        ,11:10:00,
管理员登陆  ,0        ,14:18:20,
普通鸡舍模式 ,0        ,14:18:29,
备用设置提醒 ,0        ,14:18:29,
更改开关   ,0        ,14:19:19,
系统锁定   ,0        ,14:24:21,
管理员登陆  ,0        ,15:03:09,
更改开关   ,0        ,15:06:14,
系统锁定   ,0        ,15:14:22,
报警测试   ,1        ,11:10:00,
报警测试   ,2        ,11:10:00,
管理员登陆  ,2        ,17:05:17,
系统锁定   ,2        ,17:10:22,
更改开关   ,3        ,08:05:12,
更改开关   ,3        ,08:05:19,
更改开关   ,3        ,08:06:03,
系统锁定   ,3        ,08:11:03,
更改开关   ,3        ,08:15:29,
更改开关   ,3        ,08:16:04,
更改开关   ,3        ,08:16:18,
更改开关   ,3        ,08:19:04,
更改开关   ,3        ,08:19:09,
系统锁定   ,3        ,08:24:09,
更改开关   ,3        ,08:51:01,
更改开关   ,3        ,08:51:05,
系统锁定   ,3        ,08:56:05,
报警测试   ,3        ,11:10:00,
备用设置提醒 ,4        ,05:45:18,
管理员登陆  ,4        ,07:34:28,
更改开关   ,4        ,07:35:01,
更改开关   ,4        ,07:38:10,
系统锁定   ,4        ,07:43:10,
更改开关   ,4        ,07:58:26,
更改开关   ,4        ,07:59:13,
更改开关   ,4        ,07:59:29,
系统锁定   ,4        ,08:05:10,
报警测试   ,4        ,11:10:00,
报警测试   ,5        ,11:10:00,
管理员登陆  ,5        ,14:59:27,
系统锁定   ,5        ,15:10:07,
管理员登陆  ,6        ,08:21:09,
系统锁定   ,6        ,08:26:20,
报警测试   ,6        ,11:10:00,
管理员登陆  ,7        ,06:17:18,
系统锁定   ,7        ,06:22:28,
报警测试   ,7        ,11:10:00,
备用设置提醒 ,8        ,10:26:12,
报警测试   ,8        ,11:10:00,
管理员登陆  ,8        ,12:28:06,
系统锁定   ,8        ,12:33:17,
管理员登陆  ,9        ,07:01:27,
系统锁定   ,9        ,07:07:17,
报警测试   ,9        ,11:10:00,
管理员登陆  ,9        ,13:34:27,
系统锁定   ,9        ,13:40:00,
报警测试   ,10       ,11:10:00,
报警测试   ,11       ,11:10:00,
管理员登陆  ,11       ,16:35:09,
系统锁定   ,11       ,16:40:22,
管理员登陆  ,12       ,09:07:09,
系统锁定   ,12       ,09:12:18,
报警测试   ,12       ,11:10:00,
管理员登陆  ,12       ,11:51:11,
系统锁定   ,12       ,11:57:16,
报警测试   ,13       ,11:10:00,
管理员登陆  ,14       ,10:11:15,
系统锁定   ,14       ,10:20:24,
