GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,不详          ,不详          ,不详          ,
0        ,59          ,74          ,80          ,
1        ,60          ,80          ,80          ,
2        ,63          ,81          ,84          ,
3        ,63          ,84          ,84          ,
4        ,65          ,78          ,86          ,
5        ,62          ,75          ,83          ,
6        ,69          ,78          ,87          ,
7        ,74          ,89          ,90          ,
8        ,77          ,85          ,90          ,
9        ,65          ,84          ,88          ,
10       ,65          ,80          ,87          ,
11       ,53          ,72          ,83          ,
12       ,52          ,76          ,79          ,
13       ,59          ,86          ,86          ,
14       ,72          ,87          ,89          ,
15       ,67          ,88          ,91          ,
16       ,66          ,89          ,91          ,
17       ,64          ,88          ,91          ,
18       ,65          ,86          ,92          ,
19       ,74          ,91          ,92          ,
20       ,74          ,90          ,92          ,
21       ,78          ,90          ,92          ,
22       ,70          ,91          ,92          ,
23       ,77          ,90          ,94          ,
24       ,76          ,88          ,90          ,
25       ,74          ,92          ,95          ,
26       ,76          ,89          ,95          ,
27       ,81          ,92          ,93          ,
28       ,74          ,93          ,94          ,
29       ,77          ,94          ,94          ,
30       ,82          ,89          ,95          ,
31       ,88          ,89          ,95          ,
32       ,86          ,96          ,97          ,
33       ,83          ,87          ,97          ,
34       ,65          ,88          ,89          ,
35       ,80          ,95          ,96          ,
36       ,93          ,96          ,97          ,
37       ,95          ,96          ,97          ,
38       ,73          ,98          ,99          ,
39       ,98          ,100         ,100         ,
40       ,83          ,100         ,100         ,
41       ,76          ,100         ,100         ,
42       ,不详          ,不详          ,不详          ,
