GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,11.7        ,24.8        ,25.1        ,
-1       ,14.8        ,33.6        ,33.8        ,
0        ,31.6        ,34.8        ,35.5        ,
1        ,33.6        ,33.9        ,35.4        ,
2        ,33.0        ,33.3        ,34.7        ,
3        ,32.7        ,33.1        ,34.3        ,
4        ,31.7        ,32.0        ,33.5        ,
5        ,30.9        ,31.5        ,33.0        ,
6        ,30.3        ,31.4        ,32.5        ,
7        ,29.9        ,30.5        ,31.9        ,
8        ,29.5        ,29.7        ,31.9        ,
9        ,29.3        ,29.6        ,31.4        ,
10       ,29.1        ,29.5        ,31.2        ,
11       ,28.8        ,29.0        ,30.9        ,
12       ,28.6        ,29.2        ,30.5        ,
13       ,28.2        ,28.5        ,30.1        ,
14       ,27.5        ,28.3        ,30.0        ,
15       ,27.2        ,27.2        ,29.4        ,
16       ,26.5        ,27.2        ,28.9        ,
17       ,26.4        ,26.8        ,28.9        ,
18       ,25.9        ,26.8        ,28.2        ,
19       ,25.7        ,26.8        ,27.8        ,
20       ,25.2        ,26.8        ,27.7        ,
21       ,25.3        ,26.5        ,27.9        ,
22       ,25.1        ,26.2        ,27.3        ,
23       ,25.0        ,26.1        ,27.5        ,
24       ,24.7        ,25.6        ,27.5        ,
25       ,24.3        ,24.9        ,27.0        ,
26       ,24.0        ,24.4        ,26.7        ,
27       ,24.0        ,24.3        ,26.5        ,
28       ,23.7        ,24.0        ,26.3        ,
29       ,23.6        ,24.1        ,26.4        ,
30       ,23.0        ,23.8        ,25.3        ,
31       ,22.8        ,22.9        ,25.5        ,
32       ,22.5        ,22.6        ,25.5        ,
33       ,22.3        ,22.7        ,25.0        ,
34       ,21.9        ,22.7        ,24.6        ,
35       ,21.9        ,22.3        ,25.5        ,
36       ,20.5        ,20.8        ,24.4        ,
37       ,8.5         ,12.8        ,22.8        ,
38       ,9.1         ,11.0        ,16.0        ,
39       ,8.7         ,13.2        ,15.5        ,
40       ,12.4        ,13.4        ,15.0        ,
41       ,10.7        ,15.1        ,18.3        ,
42       ,13.6        ,17.6        ,19.1        ,
