GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,20.4        ,20.4        ,21.3        ,
-1       ,19.5        ,32.3        ,33.2        ,
0        ,30.9        ,33.7        ,34.8        ,
1        ,32.3        ,32.7        ,34.1        ,
2        ,31.1        ,31.4        ,33.1        ,
3        ,30.3        ,30.6        ,32.2        ,
4        ,30.0        ,30.2        ,31.5        ,
5        ,29.0        ,29.6        ,30.8        ,
6        ,28.4        ,29.0        ,30.0        ,
7        ,28.2        ,28.7        ,29.5        ,
8        ,27.7        ,28.5        ,29.1        ,
9        ,27.4        ,28.2        ,29.0        ,
10       ,26.7        ,27.6        ,28.6        ,
11       ,26.2        ,26.9        ,27.9        ,
12       ,25.7        ,26.4        ,27.7        ,
13       ,25.4        ,25.7        ,27.2        ,
14       ,24.9        ,25.6        ,27.5        ,
15       ,24.5        ,24.9        ,27.3        ,
16       ,24.1        ,24.4        ,27.4        ,
17       ,24.0        ,24.4        ,27.9        ,
18       ,23.8        ,24.1        ,25.9        ,
19       ,22.9        ,23.1        ,25.4        ,
20       ,22.2        ,22.8        ,25.0        ,
21       ,22.1        ,22.5        ,25.0        ,
22       ,21.5        ,21.9        ,24.4        ,
23       ,21.0        ,21.3        ,24.1        ,
24       ,21.1        ,21.9        ,23.8        ,
25       ,21.4        ,21.4        ,23.8        ,
26       ,20.3        ,20.8        ,23.2        ,
27       ,20.4        ,21.7        ,22.7        ,
28       ,20.0        ,20.4        ,22.5        ,
29       ,19.1        ,19.4        ,21.9        ,
30       ,18.8        ,19.1        ,21.6        ,
31       ,18.6        ,19.2        ,21.8        ,
32       ,18.5        ,19.0        ,21.5        ,
33       ,17.6        ,18.3        ,20.5        ,
34       ,17.5        ,18.5        ,20.0        ,
35       ,17.3        ,18.1        ,19.8        ,
36       ,3.5         ,13.6        ,19.3        ,
37       ,12.6        ,12.6        ,13.6        ,
