GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,65          ,70          ,100         ,
0        ,43          ,59          ,72          ,
1        ,43          ,54          ,62          ,
2        ,44          ,57          ,58          ,
3        ,44          ,56          ,58          ,
4        ,49          ,59          ,62          ,
5        ,55          ,60          ,65          ,
6        ,57          ,69          ,70          ,
7        ,61          ,70          ,73          ,
8        ,58          ,65          ,75          ,
9        ,60          ,62          ,77          ,
10       ,59          ,63          ,79          ,
11       ,60          ,66          ,81          ,
12       ,59          ,63          ,81          ,
13       ,60          ,71          ,81          ,
14       ,61          ,72          ,81          ,
15       ,64          ,74          ,87          ,
16       ,64          ,72          ,86          ,
17       ,67          ,76          ,86          ,
18       ,65          ,71          ,84          ,
19       ,59          ,69          ,86          ,
20       ,55          ,68          ,87          ,
21       ,56          ,70          ,85          ,
22       ,62          ,68          ,87          ,
23       ,62          ,70          ,87          ,
24       ,62          ,67          ,88          ,
25       ,63          ,65          ,87          ,
26       ,63          ,70          ,88          ,
27       ,64          ,76          ,88          ,
28       ,63          ,75          ,89          ,
29       ,69          ,81          ,90          ,
30       ,67          ,79          ,90          ,
31       ,65          ,78          ,91          ,
32       ,65          ,79          ,91          ,
33       ,61          ,80          ,91          ,
34       ,59          ,79          ,91          ,
35       ,59          ,84          ,90          ,
36       ,56          ,80          ,91          ,
