GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,17.8        ,32.3        ,34.1        ,
0        ,30.3        ,34.2        ,35.6        ,
1        ,32.4        ,34.6        ,35.3        ,
2        ,31.5        ,31.5        ,34.6        ,
3        ,30.2        ,30.7        ,33.5        ,
4        ,29.8        ,32.2        ,32.8        ,
5        ,28.5        ,30.6        ,32.3        ,
6        ,28.0        ,29.0        ,31.0        ,
7        ,27.5        ,29.1        ,30.1        ,
8        ,26.7        ,28.7        ,30.0        ,
9        ,26.4        ,27.6        ,29.2        ,
10       ,25.9        ,27.1        ,29.0        ,
11       ,25.3        ,26.9        ,28.2        ,
12       ,24.6        ,26.7        ,27.8        ,
13       ,24.8        ,26.1        ,27.3        ,
14       ,24.7        ,26.1        ,27.6        ,
15       ,23.8        ,25.5        ,26.6        ,
16       ,23.9        ,25.7        ,26.7        ,
17       ,23.4        ,24.5        ,26.1        ,
18       ,22.9        ,24.1        ,25.7        ,
19       ,22.1        ,23.5        ,25.9        ,
20       ,21.8        ,23.5        ,26.0        ,
21       ,21.7        ,23.4        ,25.7        ,
22       ,21.3        ,22.1        ,24.1        ,
23       ,20.5        ,21.3        ,24.2        ,
24       ,20.8        ,22.2        ,24.8        ,
25       ,20.4        ,21.2        ,24.1        ,
26       ,20.3        ,21.3        ,23.9        ,
27       ,20.8        ,21.6        ,23.7        ,
28       ,19.9        ,21.2        ,24.6        ,
29       ,19.6        ,21.3        ,24.1        ,
30       ,18.9        ,20.2        ,24.7        ,
31       ,18.7        ,20.8        ,24.2        ,
32       ,18.5        ,20.1        ,23.8        ,
33       ,18.5        ,20.6        ,24.2        ,
34       ,18.3        ,20.2        ,25.3        ,
35       ,18.0        ,19.9        ,23.9        ,
36       ,17.9        ,19.4        ,24.6        ,
