GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,45          ,45          ,74          ,
-1       ,34          ,37          ,46          ,
0        ,24          ,41          ,42          ,
1        ,37          ,48          ,48          ,
2        ,42          ,49          ,52          ,
3        ,43          ,53          ,54          ,
4        ,46          ,55          ,59          ,
5        ,49          ,57          ,59          ,
6        ,54          ,60          ,63          ,
7        ,53          ,58          ,64          ,
8        ,50          ,50          ,65          ,
9        ,49          ,53          ,62          ,
10       ,52          ,61          ,68          ,
11       ,59          ,65          ,72          ,
12       ,61          ,63          ,72          ,
13       ,61          ,65          ,72          ,
14       ,57          ,62          ,72          ,
15       ,57          ,63          ,71          ,
16       ,58          ,64          ,73          ,
17       ,53          ,59          ,72          ,
18       ,49          ,61          ,71          ,
19       ,56          ,65          ,73          ,
20       ,61          ,64          ,75          ,
21       ,62          ,65          ,74          ,
22       ,58          ,61          ,74          ,
23       ,58          ,61          ,76          ,
24       ,58          ,62          ,74          ,
25       ,54          ,62          ,75          ,
26       ,55          ,64          ,74          ,
27       ,60          ,67          ,76          ,
28       ,57          ,64          ,77          ,
29       ,53          ,68          ,76          ,
30       ,63          ,73          ,76          ,
31       ,60          ,68          ,78          ,
32       ,54          ,70          ,75          ,
33       ,63          ,69          ,75          ,
34       ,48          ,62          ,75          ,
35       ,40          ,57          ,70          ,
36       ,38          ,63          ,66          ,
37       ,43          ,72          ,82          ,
38       ,51          ,52          ,78          ,
