GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,12.6        ,29.6        ,29.8        ,
-1       ,28.9        ,31.0        ,32.1        ,
0        ,30.2        ,33.3        ,35.1        ,
1        ,32.7        ,33.1        ,34.1        ,
2        ,31.9        ,32.5        ,33.7        ,
3        ,31.0        ,31.4        ,32.7        ,
4        ,30.5        ,30.6        ,32.0        ,
5        ,29.6        ,29.7        ,31.1        ,
6        ,28.7        ,28.8        ,30.6        ,
7        ,28.5        ,29.3        ,30.1        ,
8        ,28.3        ,28.8        ,29.7        ,
9        ,27.9        ,28.8        ,29.5        ,
10       ,27.4        ,28.1        ,29.2        ,
11       ,27.4        ,28.1        ,28.8        ,
12       ,26.9        ,27.8        ,28.4        ,
13       ,25.9        ,27.6        ,28.4        ,
14       ,25.5        ,26.3        ,27.7        ,
15       ,25.1        ,25.9        ,27.3        ,
16       ,24.8        ,25.8        ,26.9        ,
17       ,24.5        ,25.3        ,26.8        ,
18       ,24.1        ,24.5        ,27.1        ,
19       ,24.1        ,24.7        ,26.1        ,
20       ,23.5        ,23.8        ,25.9        ,
21       ,23.4        ,24.0        ,25.9        ,
22       ,22.8        ,23.0        ,25.6        ,
23       ,22.5        ,22.6        ,25.4        ,
24       ,21.9        ,22.1        ,25.1        ,
25       ,21.8        ,22.6        ,25.0        ,
26       ,21.4        ,22.3        ,24.6        ,
27       ,20.9        ,22.5        ,24.5        ,
28       ,20.9        ,22.7        ,24.2        ,
29       ,20.8        ,22.7        ,24.4        ,
30       ,20.8        ,22.8        ,23.7        ,
31       ,20.4        ,22.0        ,24.1        ,
32       ,19.6        ,21.5        ,23.1        ,
33       ,19.7        ,21.6        ,22.9        ,
34       ,19.1        ,20.0        ,23.3        ,
35       ,18.6        ,20.0        ,24.1        ,
36       ,5.8         ,5.8         ,21.2        ,
37       ,0.9         ,10.2        ,16.3        ,
38       ,4.5         ,17.4        ,17.4        ,
