GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,29.5        ,32.7        ,36.3        ,
1        ,32.6        ,33.5        ,38.1        ,
2        ,32.2        ,32.3        ,38.7        ,
3        ,31.2        ,31.5        ,36.4        ,
4        ,31.0        ,31.4        ,35.3        ,
5        ,30.4        ,30.9        ,34.4        ,
6        ,30.1        ,31.4        ,37.2        ,
7        ,30.0        ,31.4        ,36.0        ,
8        ,30.1        ,30.3        ,35.5        ,
9        ,28.7        ,30.2        ,35.3        ,
10       ,28.7        ,29.2        ,35.0        ,
11       ,28.6        ,29.1        ,32.6        ,
12       ,28.2        ,29.2        ,33.7        ,
13       ,28.6        ,29.4        ,34.0        ,
14       ,28.5        ,29.1        ,33.6        ,
15       ,28.4        ,29.1        ,33.5        ,
16       ,27.4        ,27.5        ,32.8        ,
17       ,27.1        ,28.3        ,31.8        ,
18       ,27.3        ,28.0        ,30.9        ,
19       ,27.0        ,28.8        ,32.4        ,
20       ,27.4        ,28.1        ,32.5        ,
21       ,26.9        ,30.1        ,32.5        ,
22       ,28.3        ,29.0        ,32.2        ,
23       ,27.5        ,30.0        ,32.7        ,
24       ,25.5        ,26.9        ,30.7        ,
25       ,26.1        ,27.7        ,31.8        ,
26       ,25.6        ,28.1        ,32.4        ,
27       ,26.7        ,28.8        ,33.0        ,
28       ,27.5        ,29.0        ,31.9        ,
29       ,27.0        ,30.2        ,32.6        ,
30       ,24.8        ,24.9        ,30.4        ,
31       ,24.0        ,25.9        ,30.7        ,
32       ,24.3        ,28.3        ,30.9        ,
33       ,26.9        ,28.6        ,29.6        ,
34       ,26.3        ,26.4        ,29.0        ,
35       ,25.4        ,27.2        ,29.7        ,
36       ,25.9        ,26.5        ,28.5        ,
37       ,25.2        ,27.4        ,28.8        ,
38       ,26.0        ,26.2        ,28.4        ,
39       ,21.3        ,26.1        ,26.5        ,
40       ,26.1        ,27.8        ,28.3        ,
