GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,31.0        ,34.5        ,35.6        ,
1        ,32.6        ,33.8        ,35.2        ,
2        ,31.8        ,31.8        ,34.6        ,
3        ,30.8        ,31.8        ,34.0        ,
4        ,30.3        ,31.4        ,32.9        ,
5        ,29.8        ,30.7        ,32.4        ,
6        ,29.0        ,29.5        ,31.5        ,
7        ,28.6        ,29.5        ,30.4        ,
8        ,28.1        ,28.9        ,30.0        ,
9        ,27.8        ,28.7        ,30.0        ,
10       ,27.3        ,28.1        ,29.7        ,
11       ,26.8        ,26.8        ,29.4        ,
12       ,26.4        ,27.7        ,29.4        ,
13       ,25.8        ,27.3        ,28.7        ,
14       ,25.7        ,28.0        ,28.4        ,
15       ,25.2        ,25.3        ,28.1        ,
16       ,24.9        ,26.9        ,28.1        ,
17       ,24.5        ,26.3        ,27.6        ,
18       ,24.1        ,26.0        ,27.3        ,
19       ,23.8        ,23.8        ,26.5        ,
20       ,23.3        ,25.4        ,26.8        ,
21       ,23.4        ,25.1        ,25.9        ,
22       ,23.5        ,24.7        ,25.9        ,
23       ,23.4        ,24.5        ,27.4        ,
24       ,22.8        ,23.1        ,25.9        ,
25       ,22.3        ,23.6        ,25.4        ,
26       ,21.7        ,23.1        ,25.2        ,
27       ,21.5        ,23.9        ,24.7        ,
28       ,21.8        ,22.5        ,24.9        ,
29       ,21.9        ,23.0        ,25.0        ,
30       ,21.9        ,22.8        ,25.1        ,
31       ,21.6        ,23.2        ,24.6        ,
32       ,21.5        ,22.9        ,25.0        ,
33       ,21.8        ,23.6        ,24.9        ,
34       ,22.0        ,22.8        ,27.7        ,
35       ,22.2        ,23.1        ,28.3        ,
36       ,22.2        ,23.0        ,27.5        ,
37       ,16.9        ,16.9        ,30.0        ,
38       ,6.8         ,6.8         ,24.3        ,
39       ,4.2         ,5.1         ,7.3         ,
