GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,28          ,58          ,93          ,
1        ,55          ,59          ,61          ,
2        ,56          ,64          ,65          ,
3        ,60          ,63          ,68          ,
4        ,57          ,66          ,69          ,
5        ,58          ,70          ,71          ,
6        ,66          ,77          ,78          ,
7        ,75          ,81          ,82          ,
8        ,77          ,78          ,85          ,
9        ,71          ,72          ,83          ,
10       ,72          ,77          ,82          ,
11       ,71          ,72          ,83          ,
12       ,70          ,72          ,83          ,
13       ,69          ,71          ,82          ,
14       ,67          ,69          ,83          ,
15       ,66          ,66          ,77          ,
16       ,65          ,67          ,79          ,
17       ,65          ,66          ,78          ,
18       ,64          ,71          ,79          ,
19       ,67          ,75          ,85          ,
20       ,66          ,71          ,84          ,
21       ,60          ,75          ,80          ,
22       ,71          ,78          ,84          ,
23       ,56          ,74          ,84          ,
24       ,52          ,67          ,82          ,
25       ,62          ,72          ,83          ,
26       ,57          ,64          ,82          ,
27       ,62          ,75          ,82          ,
28       ,66          ,70          ,84          ,
29       ,68          ,76          ,84          ,
30       ,69          ,79          ,85          ,
31       ,71          ,71          ,86          ,
32       ,63          ,74          ,82          ,
33       ,62          ,72          ,83          ,
34       ,65          ,72          ,81          ,
35       ,59          ,78          ,82          ,
36       ,67          ,78          ,85          ,
37       ,67          ,87          ,89          ,
38       ,不详          ,不详          ,不详          ,
39       ,不详          ,不详          ,不详          ,
