GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,13.6        ,32.8        ,34.7        ,
-1       ,29.7        ,35.2        ,36.4        ,
0        ,30.3        ,34.0        ,36.0        ,
1        ,32.9        ,33.0        ,35.1        ,
2        ,31.9        ,32.1        ,34.2        ,
3        ,31.2        ,31.6        ,33.2        ,
4        ,30.1        ,30.4        ,32.5        ,
5        ,29.5        ,30.5        ,31.3        ,
6        ,29.1        ,29.6        ,31.0        ,
7        ,28.6        ,29.0        ,30.7        ,
8        ,28.0        ,28.4        ,30.2        ,
9        ,27.4        ,28.6        ,29.8        ,
10       ,27.0        ,27.9        ,28.8        ,
11       ,26.6        ,27.2        ,28.8        ,
12       ,26.4        ,26.7        ,29.3        ,
13       ,25.8        ,27.1        ,28.4        ,
14       ,25.4        ,26.0        ,27.9        ,
15       ,24.6        ,25.6        ,27.0        ,
16       ,24.2        ,24.8        ,26.2        ,
17       ,23.7        ,25.1        ,26.2        ,
18       ,23.5        ,24.0        ,25.8        ,
19       ,23.3        ,24.5        ,25.7        ,
20       ,23.1        ,23.6        ,25.6        ,
21       ,23.1        ,24.2        ,25.5        ,
22       ,23.2        ,24.1        ,25.3        ,
23       ,23.0        ,23.3        ,25.2        ,
24       ,22.7        ,23.8        ,25.4        ,
25       ,22.5        ,23.5        ,24.9        ,
26       ,22.2        ,23.2        ,25.0        ,
27       ,21.9        ,22.6        ,24.3        ,
28       ,21.0        ,22.3        ,24.3        ,
29       ,20.5        ,21.0        ,23.2        ,
30       ,20.0        ,21.8        ,22.9        ,
31       ,19.8        ,20.9        ,23.0        ,
32       ,19.7        ,20.5        ,24.2        ,
33       ,18.9        ,19.9        ,22.5        ,
34       ,18.3        ,18.8        ,22.7        ,
35       ,18.1        ,19.2        ,22.5        ,
36       ,5.9         ,6.2         ,23.2        ,
37       ,10.8        ,10.8        ,21.0        ,
