GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,27.5        ,27.5        ,31.8        ,
-1       ,26.7        ,32.6        ,33.7        ,
0        ,32.2        ,34.4        ,35.2        ,
1        ,33.0        ,33.5        ,35.0        ,
2        ,32.2        ,32.4        ,33.8        ,
3        ,31.4        ,32.0        ,33.1        ,
4        ,30.3        ,30.8        ,32.5        ,
5        ,30.0        ,30.4        ,33.7        ,
6        ,29.4        ,29.7        ,30.9        ,
7        ,28.7        ,28.9        ,32.4        ,
8        ,28.5        ,29.4        ,32.2        ,
9        ,28.5        ,29.4        ,32.3        ,
10       ,28.1        ,28.3        ,30.0        ,
11       ,27.0        ,27.6        ,29.1        ,
12       ,26.3        ,27.1        ,28.9        ,
13       ,26.0        ,26.5        ,29.0        ,
14       ,25.8        ,26.5        ,29.3        ,
15       ,25.6        ,26.8        ,28.4        ,
16       ,25.3        ,26.0        ,27.3        ,
17       ,24.9        ,25.4        ,27.0        ,
18       ,24.1        ,24.2        ,27.5        ,
19       ,24.0        ,25.0        ,27.6        ,
20       ,23.9        ,24.5        ,28.0        ,
21       ,23.7        ,24.2        ,28.8        ,
22       ,23.6        ,24.1        ,28.1        ,
23       ,23.9        ,24.2        ,27.3        ,
24       ,23.4        ,23.6        ,27.4        ,
25       ,23.0        ,23.5        ,27.3        ,
26       ,23.2        ,23.6        ,26.4        ,
27       ,22.8        ,24.0        ,25.1        ,
28       ,22.3        ,22.3        ,29.2        ,
29       ,19.9        ,20.3        ,23.6        ,
30       ,19.6        ,21.1        ,23.0        ,
31       ,19.8        ,19.9        ,22.4        ,
32       ,18.1        ,18.4        ,21.5        ,
33       ,16.7        ,17.5        ,21.0        ,
34       ,16.7        ,17.7        ,21.9        ,
35       ,17.3        ,17.7        ,23.1        ,
36       ,17.6        ,17.8        ,20.6        ,
37       ,15.1        ,17.3        ,23.3        ,
