GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,56          ,66          ,66          ,
-1       ,58          ,59          ,73          ,
0        ,52          ,54          ,60          ,
1        ,37          ,39          ,55          ,
2        ,38          ,65          ,66          ,
3        ,59          ,69          ,70          ,
4        ,56          ,72          ,74          ,
5        ,62          ,80          ,82          ,
6        ,72          ,82          ,87          ,
7        ,67          ,83          ,87          ,
8        ,64          ,84          ,86          ,
9        ,67          ,85          ,86          ,
10       ,84          ,85          ,92          ,
11       ,69          ,76          ,87          ,
12       ,56          ,72          ,79          ,
13       ,57          ,73          ,81          ,
14       ,57          ,73          ,81          ,
15       ,70          ,83          ,86          ,
16       ,81          ,83          ,90          ,
17       ,80          ,81          ,89          ,
18       ,64          ,77          ,87          ,
19       ,56          ,80          ,85          ,
20       ,61          ,81          ,85          ,
21       ,56          ,83          ,87          ,
22       ,63          ,81          ,88          ,
23       ,80          ,88          ,93          ,
24       ,71          ,88          ,91          ,
25       ,75          ,90          ,92          ,
26       ,82          ,91          ,93          ,
27       ,89          ,96          ,97          ,
28       ,74          ,87          ,97          ,
29       ,78          ,79          ,89          ,
30       ,72          ,86          ,86          ,
31       ,77          ,89          ,92          ,
32       ,80          ,84          ,94          ,
33       ,62          ,86          ,90          ,
34       ,65          ,87          ,92          ,
35       ,76          ,91          ,92          ,
36       ,91          ,100         ,100         ,
37       ,85          ,91          ,100         ,
