GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.3        ,32.8        ,33.8        ,
0        ,32.5        ,33.7        ,35.6        ,
1        ,33.1        ,33.4        ,35.7        ,
2        ,32.3        ,32.3        ,34.9        ,
3        ,32.0        ,32.2        ,35.7        ,
4        ,31.7        ,31.8        ,36.1        ,
5        ,31.0        ,31.0        ,36.1        ,
6        ,30.0        ,30.1        ,34.8        ,
7        ,29.6        ,30.8        ,34.3        ,
8        ,30.1        ,30.4        ,33.4        ,
9        ,30.0        ,31.0        ,35.0        ,
10       ,30.3        ,31.4        ,35.2        ,
11       ,30.1        ,30.5        ,35.4        ,
12       ,29.7        ,30.1        ,35.2        ,
13       ,29.1        ,29.1        ,35.0        ,
14       ,28.8        ,29.1        ,32.1        ,
15       ,28.9        ,29.2        ,33.5        ,
16       ,28.8        ,29.2        ,33.6        ,
17       ,28.6        ,29.3        ,33.9        ,
18       ,28.5        ,29.7        ,33.8        ,
19       ,27.7        ,27.9        ,32.7        ,
20       ,27.5        ,28.7        ,32.0        ,
21       ,28.1        ,28.4        ,30.9        ,
22       ,27.7        ,29.9        ,33.0        ,
23       ,27.9        ,28.9        ,32.8        ,
24       ,28.6        ,30.7        ,32.5        ,
25       ,29.0        ,29.3        ,32.1        ,
26       ,28.1        ,30.5        ,32.5        ,
27       ,26.1        ,26.4        ,31.1        ,
28       ,26.0        ,27.9        ,31.6        ,
29       ,27.2        ,28.4        ,31.5        ,
30       ,27.2        ,29.5        ,31.1        ,
31       ,28.1        ,29.6        ,30.6        ,
32       ,27.6        ,30.3        ,31.8        ,
33       ,25.5        ,25.6        ,30.6        ,
34       ,24.5        ,26.0        ,29.2        ,
35       ,24.9        ,28.4        ,29.4        ,
36       ,27.5        ,28.8        ,29.1        ,
37       ,26.3        ,26.5        ,28.9        ,
38       ,25.5        ,43.3        ,46.2        ,
39       ,27.4        ,27.4        ,27.5        ,
40       ,27.3        ,27.3        ,27.4        ,
