GrowthDay,PerBird,FeederTotal,ChangeTotal,Feeder_1,ChangeFeeder_1,Feeder_2,ChangeFeeder_2,Feeder_3,ChangeFeeder_3,Feeder_4,ChangeFeeder_4,
-1       ,0.000  ,0          ,不详         ,0       ,不详            ,0       ,不详            ,0       ,不详            ,0       ,不详            ,
0        ,0.000  ,0          ,0          ,0       ,0             ,0       ,0             ,0       ,0             ,0       ,0             ,
1        ,0.000  ,0          ,0          ,0       ,0             ,0       ,0             ,0       ,0             ,0       ,0             ,
2        ,0.000  ,609        ,不详         ,609     ,不详            ,0       ,0             ,0       ,0             ,0       ,0             ,
3        ,0.000  ,914        ,50         ,914     ,50            ,0       ,0             ,0       ,0             ,0       ,0             ,
4        ,0.000  ,251        ,-73        ,251     ,-73           ,0       ,0             ,0       ,0             ,0       ,0             ,
5        ,0.000  ,600        ,139        ,600     ,139           ,0       ,0             ,0       ,0             ,0       ,0             ,
6        ,0.000  ,950        ,58         ,950     ,58            ,0       ,0             ,0       ,0             ,0       ,0             ,
7        ,0.000  ,1012       ,6          ,1012    ,6             ,0       ,0             ,0       ,0             ,0       ,0             ,
8        ,0.000  ,1129       ,11         ,1129    ,11            ,0       ,0             ,0       ,0             ,0       ,0             ,
9        ,0.000  ,1093       ,-4         ,1093    ,-4            ,0       ,0             ,0       ,0             ,0       ,0             ,
10       ,0.000  ,1559       ,42         ,1559    ,42            ,0       ,0             ,0       ,0             ,0       ,0             ,
11       ,0.000  ,1765       ,13         ,1765    ,13            ,0       ,0             ,0       ,0             ,0       ,0             ,
12       ,0.000  ,2052       ,16         ,2052    ,16            ,0       ,0             ,0       ,0             ,0       ,0             ,
13       ,0.000  ,1855       ,-10        ,1855    ,-10           ,0       ,0             ,0       ,0             ,0       ,0             ,
14       ,0.000  ,1998       ,7          ,1998    ,7             ,0       ,0             ,0       ,0             ,0       ,0             ,
15       ,0.000  ,2679       ,34         ,2679    ,34            ,0       ,0             ,0       ,0             ,0       ,0             ,
16       ,0.000  ,2912       ,8          ,2912    ,8             ,0       ,0             ,0       ,0             ,0       ,0             ,
17       ,0.000  ,2688       ,-8         ,2688    ,-8            ,0       ,0             ,0       ,0             ,0       ,0             ,
18       ,0.000  ,2840       ,5          ,2840    ,5             ,0       ,0             ,0       ,0             ,0       ,0             ,
19       ,0.000  ,2966       ,4          ,2966    ,4             ,0       ,0             ,0       ,0             ,0       ,0             ,
20       ,0.000  ,3315       ,11         ,3315    ,11            ,0       ,0             ,0       ,0             ,0       ,0             ,
21       ,0.000  ,3046       ,-9         ,3046    ,-9            ,0       ,0             ,0       ,0             ,0       ,0             ,
22       ,0.000  ,3181       ,4          ,3181    ,4             ,0       ,0             ,0       ,0             ,0       ,0             ,
23       ,0.000  ,3064       ,-4         ,3064    ,-4            ,0       ,0             ,0       ,0             ,0       ,0             ,
24       ,0.000  ,3297       ,7          ,3297    ,7             ,0       ,0             ,0       ,0             ,0       ,0             ,
25       ,0.000  ,3261       ,-2         ,3261    ,-2            ,0       ,0             ,0       ,0             ,0       ,0             ,
26       ,0.000  ,3629       ,11         ,3629    ,11            ,0       ,0             ,0       ,0             ,0       ,0             ,
27       ,0.000  ,3763       ,3          ,3763    ,3             ,0       ,0             ,0       ,0             ,0       ,0             ,
28       ,0.000  ,3853       ,2          ,3853    ,2             ,0       ,0             ,0       ,0             ,0       ,0             ,
29       ,0.000  ,3907       ,1          ,3907    ,1             ,0       ,0             ,0       ,0             ,0       ,0             ,
30       ,0.000  ,3772       ,-4         ,3772    ,-4            ,0       ,0             ,0       ,0             ,0       ,0             ,
31       ,0.000  ,5053       ,33         ,5053    ,33            ,0       ,0             ,0       ,0             ,0       ,0             ,
32       ,0.000  ,3378       ,-34        ,3378    ,-34           ,0       ,0             ,0       ,0             ,0       ,0             ,
33       ,0.000  ,3566       ,5          ,3566    ,5             ,0       ,0             ,0       ,0             ,0       ,0             ,
34       ,0.000  ,3781       ,6          ,3781    ,6             ,0       ,0             ,0       ,0             ,0       ,0             ,
35       ,0.000  ,4139       ,9          ,4139    ,9             ,0       ,0             ,0       ,0             ,0       ,0             ,
36       ,0.000  ,3960       ,-5         ,3960    ,-5            ,0       ,0             ,0       ,0             ,0       ,0             ,
37       ,0.000  ,3396       ,-15        ,3396    ,-15           ,0       ,0             ,0       ,0             ,0       ,0             ,
38       ,0.000  ,54         ,-99        ,54      ,-99           ,0       ,0             ,0       ,0             ,0       ,0             ,
