GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,57          ,65          ,83          ,
0        ,61          ,75          ,75          ,
1        ,74          ,79          ,87          ,
2        ,77          ,82          ,84          ,
3        ,77          ,83          ,86          ,
4        ,71          ,81          ,86          ,
5        ,59          ,82          ,84          ,
6        ,66          ,84          ,86          ,
7        ,64          ,87          ,88          ,
8        ,69          ,88          ,89          ,
9        ,85          ,91          ,92          ,
10       ,74          ,90          ,93          ,
11       ,74          ,88          ,93          ,
12       ,83          ,89          ,92          ,
13       ,86          ,91          ,91          ,
14       ,78          ,86          ,94          ,
15       ,77          ,80          ,89          ,
16       ,73          ,82          ,88          ,
17       ,80          ,86          ,90          ,
18       ,82          ,84          ,91          ,
19       ,65          ,83          ,91          ,
20       ,69          ,82          ,90          ,
21       ,74          ,85          ,89          ,
22       ,83          ,89          ,91          ,
23       ,84          ,86          ,91          ,
24       ,73          ,80          ,89          ,
25       ,62          ,77          ,87          ,
26       ,66          ,83          ,86          ,
27       ,72          ,85          ,88          ,
28       ,70          ,83          ,89          ,
29       ,62          ,78          ,85          ,
30       ,63          ,80          ,85          ,
31       ,62          ,74          ,84          ,
32       ,57          ,72          ,78          ,
33       ,55          ,79          ,83          ,
34       ,62          ,81          ,84          ,
35       ,67          ,86          ,88          ,
36       ,85          ,91          ,93          ,
37       ,78          ,88          ,95          ,
38       ,不详          ,不详          ,不详          ,
