GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,21.7        ,34.8        ,39.6        ,
0        ,32.9        ,33.2        ,34.8        ,
1        ,32.7        ,32.7        ,34.2        ,
2        ,31.9        ,32.4        ,33.7        ,
3        ,31.2        ,31.4        ,32.8        ,
4        ,30.5        ,30.7        ,32.2        ,
5        ,29.8        ,30.4        ,31.4        ,
6        ,28.8        ,28.8        ,30.9        ,
7        ,28.2        ,29.1        ,31.2        ,
8        ,28.1        ,28.2        ,29.8        ,
9        ,27.8        ,28.4        ,29.2        ,
10       ,27.3        ,27.9        ,29.6        ,
11       ,26.7        ,26.8        ,29.2        ,
12       ,26.6        ,27.3        ,28.0        ,
13       ,26.6        ,26.8        ,27.9        ,
14       ,25.5        ,26.3        ,29.7        ,
15       ,24.7        ,25.7        ,26.8        ,
16       ,24.4        ,24.6        ,26.5        ,
17       ,24.3        ,24.8        ,26.4        ,
18       ,23.7        ,24.0        ,26.3        ,
19       ,23.2        ,24.3        ,25.6        ,
20       ,23.1        ,24.0        ,25.6        ,
21       ,22.9        ,23.2        ,25.3        ,
22       ,22.5        ,23.1        ,25.2        ,
23       ,21.9        ,22.8        ,23.7        ,
24       ,21.7        ,22.4        ,23.6        ,
25       ,20.9        ,21.5        ,23.9        ,
26       ,20.5        ,21.6        ,24.0        ,
27       ,20.5        ,21.2        ,24.9        ,
28       ,20.4        ,21.1        ,23.9        ,
29       ,20.0        ,20.3        ,25.4        ,
30       ,19.4        ,20.5        ,25.5        ,
31       ,19.0        ,19.1        ,22.8        ,
32       ,17.7        ,18.4        ,21.8        ,
33       ,17.6        ,18.1        ,21.3        ,
34       ,17.2        ,18.2        ,21.0        ,
35       ,17.1        ,18.1        ,21.0        ,
36       ,17.6        ,19.0        ,21.5        ,
37       ,17.7        ,17.7        ,22.2        ,
38       ,13.4        ,17.5        ,22.5        ,
