GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,24.6        ,33.4        ,34.1        ,
0        ,32.2        ,33.7        ,35.0        ,
1        ,32.3        ,33.0        ,35.2        ,
2        ,31.7        ,32.3        ,34.5        ,
3        ,31.0        ,31.0        ,33.9        ,
4        ,30.4        ,31.8        ,33.2        ,
5        ,29.5        ,30.6        ,32.4        ,
6        ,28.8        ,30.3        ,31.6        ,
7        ,28.1        ,29.3        ,31.2        ,
8        ,27.7        ,28.6        ,30.0        ,
9        ,27.3        ,28.6        ,29.5        ,
10       ,27.1        ,28.7        ,29.9        ,
11       ,27.2        ,27.9        ,29.6        ,
12       ,26.9        ,27.3        ,29.2        ,
13       ,26.3        ,26.7        ,29.0        ,
14       ,25.8        ,26.5        ,29.0        ,
15       ,25.7        ,26.2        ,28.4        ,
16       ,25.5        ,26.2        ,27.4        ,
17       ,24.8        ,25.1        ,30.4        ,
18       ,23.7        ,24.4        ,26.8        ,
19       ,23.5        ,24.6        ,26.4        ,
20       ,23.6        ,24.0        ,25.9        ,
21       ,22.7        ,23.4        ,25.7        ,
22       ,22.0        ,22.2        ,25.3        ,
23       ,21.9        ,22.7        ,25.6        ,
24       ,22.0        ,22.1        ,26.3        ,
25       ,21.8        ,23.1        ,25.3        ,
26       ,21.1        ,21.4        ,24.2        ,
27       ,20.0        ,20.8        ,23.9        ,
28       ,19.7        ,20.3        ,24.1        ,
29       ,19.2        ,19.9        ,25.2        ,
30       ,19.3        ,21.0        ,25.5        ,
31       ,19.3        ,19.8        ,23.9        ,
32       ,18.1        ,18.3        ,25.7        ,
33       ,17.9        ,18.4        ,26.4        ,
34       ,17.9        ,19.4        ,24.5        ,
35       ,16.4        ,17.6        ,23.3        ,
36       ,16.0        ,17.0        ,22.8        ,
37       ,15.4        ,15.9        ,22.5        ,
38       ,14.7        ,14.7        ,23.2        ,
39       ,14.0        ,36.1        ,36.1        ,
40       ,15.8        ,18.5        ,38.3        ,
