GrowthDay,PerBird,TotalDrinkDaily,TotalDrinkChange,Water_1Daily,Water_1Change,Water_2Daily,Water_2Change,Water_3Daily,Water_3Change,Water_4Daily,Water_4Change,Water_5Daily,Water_5Change,Water_6Daily,Water_6Change,Water_7Daily,Water_7Change,Water_8Daily,Water_8Change,Water_9Daily,Water_9Change,Water_10Daily,Water_10Change,Water_11Daily,Water_11Change,Water_12Daily,Water_12Change,Water_13Daily,Water_13Change,Water_14Daily,Water_14Change,Water_15Daily,Water_15Change,Water_16Daily,Water_16Change,Water_17Daily,Water_17Change,Water_18Daily,Water_18Change,Water_19Daily,Water_19Change,Water_20Daily,Water_20Change,TotalWater,Coolpad,Fogger,Flushing,
-1       ,0.00   ,0              ,不详              ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0         ,0      ,0     ,0       ,
0        ,0.00   ,360            ,0               ,360         ,0            ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,360       ,0      ,0     ,0       ,
1        ,0.00   ,620            ,72              ,620         ,72           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,620       ,0      ,0     ,0       ,
2        ,0.00   ,860            ,38              ,860         ,38           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,860       ,0      ,0     ,0       ,
3        ,0.00   ,1010           ,17              ,1010        ,17           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,1010      ,0      ,0     ,0       ,
4        ,0.00   ,1360           ,34              ,1360        ,34           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,1360      ,0      ,0     ,0       ,
5        ,0.00   ,1620           ,19              ,1620        ,19           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,1620      ,0      ,0     ,0       ,
6        ,0.00   ,1880           ,16              ,1880        ,16           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,1880      ,0      ,0     ,0       ,
7        ,0.00   ,2100           ,11              ,2100        ,11           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,2100      ,0      ,0     ,0       ,
8        ,0.00   ,2060           ,-2              ,2060        ,-2           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0           ,不详           ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,0            ,不详            ,2060      ,0      ,0     ,0       ,
