GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,33          ,42          ,64          ,
0        ,38          ,51          ,53          ,
1        ,51          ,76          ,77          ,
2        ,72          ,79          ,81          ,
3        ,73          ,82          ,84          ,
4        ,71          ,83          ,85          ,
5        ,58          ,85          ,86          ,
6        ,61          ,85          ,87          ,
7        ,61          ,84          ,86          ,
8        ,63          ,80          ,90          ,
9        ,78          ,87          ,89          ,
10       ,68          ,84          ,88          ,
11       ,70          ,83          ,87          ,
12       ,76          ,85          ,88          ,
13       ,82          ,88          ,89          ,
14       ,73          ,80          ,90          ,
15       ,72          ,77          ,90          ,
16       ,68          ,78          ,84          ,
17       ,74          ,82          ,86          ,
18       ,76          ,77          ,86          ,
19       ,62          ,79          ,86          ,
20       ,64          ,77          ,85          ,
21       ,70          ,82          ,83          ,
22       ,79          ,85          ,88          ,
23       ,80          ,83          ,88          ,
24       ,70          ,76          ,88          ,
25       ,59          ,75          ,86          ,
26       ,63          ,81          ,83          ,
27       ,69          ,81          ,86          ,
28       ,67          ,79          ,86          ,
29       ,58          ,78          ,82          ,
30       ,59          ,79          ,82          ,
31       ,57          ,74          ,84          ,
32       ,54          ,70          ,80          ,
33       ,53          ,77          ,81          ,
34       ,58          ,80          ,81          ,
35       ,64          ,84          ,87          ,
36       ,84          ,89          ,91          ,
37       ,75          ,87          ,94          ,
38       ,不详          ,不详          ,不详          ,
