GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,20.8        ,34.3        ,39.0        ,
0        ,32.9        ,33.8        ,34.9        ,
1        ,32.4        ,33.0        ,34.0        ,
2        ,31.5        ,32.0        ,33.3        ,
3        ,31.0        ,31.4        ,33.1        ,
4        ,30.3        ,31.0        ,32.3        ,
5        ,29.7        ,30.0        ,31.3        ,
6        ,28.7        ,29.7        ,30.7        ,
7        ,28.5        ,29.1        ,31.2        ,
8        ,27.8        ,28.4        ,30.1        ,
9        ,27.8        ,28.3        ,29.3        ,
10       ,27.0        ,27.5        ,29.6        ,
11       ,26.5        ,26.9        ,29.2        ,
12       ,26.3        ,26.5        ,28.0        ,
13       ,26.0        ,26.8        ,27.4        ,
14       ,25.3        ,25.3        ,29.9        ,
15       ,24.4        ,25.1        ,29.5        ,
16       ,24.2        ,25.2        ,26.2        ,
17       ,23.9        ,25.0        ,26.4        ,
18       ,23.7        ,24.1        ,25.5        ,
19       ,23.4        ,24.3        ,25.7        ,
20       ,23.2        ,24.1        ,25.7        ,
21       ,22.9        ,23.3        ,25.5        ,
22       ,22.6        ,22.7        ,24.3        ,
23       ,21.9        ,22.4        ,23.7        ,
24       ,21.6        ,22.0        ,23.7        ,
25       ,21.1        ,21.9        ,24.6        ,
26       ,20.8        ,21.6        ,24.2        ,
27       ,20.6        ,21.3        ,24.5        ,
28       ,20.5        ,21.0        ,23.8        ,
29       ,20.3        ,20.4        ,24.9        ,
30       ,19.9        ,20.6        ,25.5        ,
31       ,19.1        ,19.2        ,22.8        ,
32       ,17.8        ,18.6        ,21.5        ,
33       ,17.6        ,17.6        ,21.2        ,
34       ,16.9        ,17.8        ,20.8        ,
35       ,17.1        ,17.5        ,21.2        ,
36       ,17.2        ,18.9        ,21.5        ,
37       ,17.1        ,17.1        ,22.3        ,
38       ,16.1        ,19.2        ,22.4        ,
