GrowthDay,PerBird,FeederTotal,ChangeTotal,Feeder_1,ChangeFeeder_1,Feeder_2,ChangeFeeder_2,Feeder_3,ChangeFeeder_3,Feeder_4,ChangeFeeder_4,
-1       ,0.000  ,826        ,不详         ,826     ,不详            ,0       ,不详            ,0       ,不详            ,0       ,不详            ,
0        ,0.000  ,0          ,-100       ,0       ,-100          ,0       ,0             ,0       ,0             ,0       ,0             ,
1        ,0.000  ,110        ,不详         ,110     ,不详            ,0       ,0             ,0       ,0             ,0       ,0             ,
2        ,0.000  ,752        ,584        ,752     ,584           ,0       ,0             ,0       ,0             ,0       ,0             ,
3        ,0.000  ,339        ,-55        ,339     ,-55           ,0       ,0             ,0       ,0             ,0       ,0             ,
4        ,0.000  ,504        ,48         ,504     ,48            ,0       ,0             ,0       ,0             ,0       ,0             ,
5        ,0.000  ,440        ,-13        ,440     ,-13           ,0       ,0             ,0       ,0             ,0       ,0             ,
6        ,0.000  ,1101       ,149        ,1101    ,149           ,0       ,0             ,0       ,0             ,0       ,0             ,
7        ,0.000  ,642        ,-42        ,642     ,-42           ,0       ,0             ,0       ,0             ,0       ,0             ,
8        ,0.000  ,1082       ,68         ,1082    ,68            ,0       ,0             ,0       ,0             ,0       ,0             ,
9        ,0.000  ,1660       ,53         ,1660    ,53            ,0       ,0             ,0       ,0             ,0       ,0             ,
10       ,0.000  ,1541       ,-8         ,1541    ,-8            ,0       ,0             ,0       ,0             ,0       ,0             ,
11       ,0.000  ,1697       ,10         ,1697    ,10            ,0       ,0             ,0       ,0             ,0       ,0             ,
12       ,0.000  ,1752       ,3          ,1752    ,3             ,0       ,0             ,0       ,0             ,0       ,0             ,
13       ,0.000  ,1825       ,4          ,1825    ,4             ,0       ,0             ,0       ,0             ,0       ,0             ,
14       ,0.000  ,1871       ,2          ,1871    ,2             ,0       ,0             ,0       ,0             ,0       ,0             ,
15       ,0.000  ,2440       ,30         ,2440    ,30            ,0       ,0             ,0       ,0             ,0       ,0             ,
16       ,0.000  ,2697       ,10         ,2697    ,10            ,0       ,0             ,0       ,0             ,0       ,0             ,
17       ,0.000  ,2568       ,-5         ,2568    ,-5            ,0       ,0             ,0       ,0             ,0       ,0             ,
18       ,0.000  ,2715       ,5          ,2715    ,5             ,0       ,0             ,0       ,0             ,0       ,0             ,
19       ,0.000  ,2944       ,8          ,2944    ,8             ,0       ,0             ,0       ,0             ,0       ,0             ,
20       ,0.000  ,2844       ,-4         ,2844    ,-4            ,0       ,0             ,0       ,0             ,0       ,0             ,
21       ,0.000  ,3064       ,7          ,3064    ,7             ,0       ,0             ,0       ,0             ,0       ,0             ,
22       ,0.000  ,3339       ,8          ,3339    ,8             ,0       ,0             ,0       ,0             ,0       ,0             ,
23       ,0.000  ,3477       ,4          ,3477    ,4             ,0       ,0             ,0       ,0             ,0       ,0             ,
24       ,0.000  ,3788       ,8          ,3788    ,8             ,0       ,0             ,0       ,0             ,0       ,0             ,
25       ,0.000  ,4045       ,6          ,4045    ,6             ,0       ,0             ,0       ,0             ,0       ,0             ,
26       ,0.000  ,3944       ,-3         ,3944    ,-3            ,0       ,0             ,0       ,0             ,0       ,0             ,
27       ,0.000  ,3935       ,不详         ,3935    ,不详            ,0       ,0             ,0       ,0             ,0       ,0             ,
28       ,0.000  ,4229       ,7          ,4229    ,7             ,0       ,0             ,0       ,0             ,0       ,0             ,
29       ,0.000  ,4073       ,-4         ,4073    ,-4            ,0       ,0             ,0       ,0             ,0       ,0             ,
30       ,0.000  ,4165       ,2          ,4165    ,2             ,0       ,0             ,0       ,0             ,0       ,0             ,
31       ,0.000  ,3889       ,-7         ,3889    ,-7            ,0       ,0             ,0       ,0             ,0       ,0             ,
32       ,0.000  ,3788       ,-3         ,3788    ,-3            ,0       ,0             ,0       ,0             ,0       ,0             ,
33       ,0.000  ,3981       ,5          ,3981    ,5             ,0       ,0             ,0       ,0             ,0       ,0             ,
34       ,0.000  ,4238       ,6          ,4238    ,6             ,0       ,0             ,0       ,0             ,0       ,0             ,
35       ,0.000  ,4036       ,-5         ,4036    ,-5            ,0       ,0             ,0       ,0             ,0       ,0             ,
36       ,0.000  ,4165       ,3          ,4165    ,3             ,0       ,0             ,0       ,0             ,0       ,0             ,
37       ,0.000  ,2761       ,-34        ,2761    ,-34           ,0       ,0             ,0       ,0             ,0       ,0             ,
38       ,0.000  ,1541       ,-45        ,1541    ,-45           ,0       ,0             ,0       ,0             ,0       ,0             ,
