批次,栋舍 House,"进雏只数
Bird placed No.","公母
Gender","鸡舍面积m2 
House Area","出栏密度
Density",,"挂鸡只数
Hang No.","挂鸡总重（kg）
Total hung weight","均重（kg）
 Average weight","小毛鸡数量
Small broilers No.","小毛鸡总重（kg）
 Total weight of small broilers","PP死淘鸡只
PP cull and dead No.","死淘总重（kg）
Dead and Cull Weight","PP不合格淘汰鸡
PP Cull","PP淘汰鸡总重
PP Cull bird Weight",,日龄Age,"出栏造成死亡只数 
Dead while catching","出鸡只数
Catching No.","成活率
Livability (%)","出鸡总重（kg）
Total Catched weight","单位面积产肉率
Density, Yield(KG)/m2","均重（kg）
Average weight","累计耗料（kg）
Feed cons. Cum.",料肉比 FCR,Adjust FCR (base 2.45KG)              ,欧洲指数 EEF
G04-51,H10,"31,700",L3,2160,12.2,,2603500.00%,"53,938",2.07,65,62,317,640,5,138.14,,36,0,"26,352",83.13%,"54,578",25.27,2.07,"100,470",1.84,1.94,259.8
G07-65,H1,"32,000",L6,2041.6,14.53418887,,"29,390","58,664",1.996053079,93,88.35,283,566,6,149.62,,36,0,"29,673",92.73%,"59,230",29.01155956,1.996090722,"102,130",1.724295121,1.83777244,298.1794122
G07-65,H2,"29,000",L5,2041.6,12.80172414,,2594400.00%,"53,234",2.05186864,320,304,192,376.32,5,121.51,,35,0,"26,136",90.12%,"53,610",26.25881661,2.051193756,"92,210",1.720014923,1.819716484,307.0771846
G07-65,H3,"31,600",L6,2041.6,14.42398119,,2924400.00%,"58,792",2.010395295,93,88,204,408,5,149.62,,36,0,"29,448",93.19%,"59,200",28.9968652,2.010323282,"101,240",1.710135135,1.820054315,304.2998187
G07-65,H4,"28,600",L5,2041.6,12.32562696,,2483700.00%,"50,791",2.044976446,320,304,327,640.92,5,121.51,,35,0,"25,164",87.99%,"51,432",25.19200627,2.043872198,"91,070",1.77068751,1.87221946,290.1732751
G07-65,H5,"31,000",L7,2041.6,14.44602273,,2938200.00%,"57,984",1.973437819,320,304,111,216.45,5,121.51,,35,0,"29,493",95.14%,"58,200",28.50705329,1.973349608,"95,970",1.648969072,1.76813167,325.297508
G07-65,H6,"28,500",L5,2041.6,11.73491379,,2352600.00%,"45,001",1.912831761,320,304,432,846.72,5,121.51,,35,0,"23,958",84.06%,"45,848",22.45689655,1.913682277,"86,160",1.879253184,2.013332615,244.5807071
G07-65,H7,"31,000",L7,2041.6,13.59081113,,2753600.00%,"50,159",1.821595003,320,304,211,413.56,4,121.5,,35,0,"27,747",89.51%,"50,573",24.77125784,1.822647493,"90,390",1.787317343,1.94415547,260.7878231
G07-65,H8,"30,000",大岭头,2041.6,13.41007053,,2722300.00%,"54,844",2.01460346,0,0,155,308.45,3,109.33,,35,0,"27,378",91.26%,"55,152",27.01410658,2.014464168,"92,140",1.670655643,1.779539601,314.401801
G07-65,H9,"31,000",L6,2041.6,14.14184953,,2863900.00%,"55,352",1.932736827,320,304,233,454.35,4,121.49,,35,0,"28,872",93.14%,"55,806",27.33444357,1.932876143,"96,200",1.723828979,1.853109943,298.3712538
G07-65,H10,"30,200",大岭头,2041.6,13.77596003,,2794400.00%,"55,092",1.971507658,0,0,181,360.19,3,109.33,,35,0,"28,125",93.13%,"55,452",27.16105016,1.971626667,"88,990",1.604811368,1.724404702,326.9024949
G07-65,H11,31000,L6,2041.6,13.63048589,,2760700.00%,"53,999",1.955984714,319,304,221,432.13,4,121.49,,35,0,27828,0.897677419,54431,26.66095219,1.955979589,96250,1.768293803,1.891798906,283.7018384
G07-65,H12,30300,大岭头,2041.6,13.61726097,,2766300.00%,"55,261",1.997664028,0,0,138,274.62,2,109.33,,35,0,27801,0.917524752,55536,27.20219436,1.997625985,93160,1.67747047,1.790563973,312.1828492
G08-66,H1,"29,700",L6,1920,14.91,,"28,475","61,138",2.15,895,849.68,154,311,5,132.75,,36,0,"28,629",96.39%,"61,449",32,2.15,"101,730",1.66,1.73,347.15
G08-66,H2,"35,400",L4,2400,11.63,,2684700.00%,"45,074",1.68,895,850,"1,053","1,990",5,132.74,,36,0,"27,900",78.81%,"47,064",19.61,1.69,"105,130",2.23,2.42,165.33
G08-66,H3,"35,200",L4,2400,13.45,,3200900.00%,"67,840",2.12,894,850,265,501,5,132.74,,36,0,"32,274",91.69%,"68,341",28.48,2.12,"116,640",1.71,1.79,315.99
G08-66,H4,"34,900",元岱二,2400,13.35,,3182800.00%,"64,965",2.04,60,57,221,449,6,127.27,,36,0,"32,049",91.83%,"65,414",27.26,2.04,"115,950",1.77,1.87,293.73
G08-66,H5,"34,800",元岱二,2400,12.86,,3013000.00%,"59,984",1.99,60,57,740,"1,507",6,127.26,,36,0,"30,870",88.71%,"61,490",25.62,1.99,"112,240",1.83,1.94,268.89
G08-66,H6,"35,100",元岱二,2400,12.9,,3073500.00%,"62,915",2.05,60,57,234,475,6,127.26,,36,0,"30,969",88.23%,"63,390",26.41,2.05,"112,690",1.78,1.88,282.19
G08-66,H7,"36,200",下朱溪一,2400,14.31,,3413100.00%,"72,728",2.13,363,344,204,406,7,114.66,,36,0,"34,335",94.85%,"73,134",30.47,2.13,"124,230",1.7,1.78,330.37
G08-66,H8,"27,300",大里丰,1920,13.08,,2500600.00%,"54,445",2.18,363,344,109,225,7,114.66,,36,0,"25,115",92.00%,"54,670",28.47,2.18,"93,290",1.71,1.77,325.99
G08-66,H9,"30,800",L7,1920,14.54,,2773000.00%,"54,578",1.97,362,344,179,356,7,114.66,,36,0,"27,909",90.61%,"54,934",28.61,1.97,"100,130",1.82,1.94,271.81
G08-66,H10,"30,500",L7,1920,13.53,,2574500.00%,"47,845",1.86,362,344,238,474,7,114.66,,36,0,"25,983",85.19%,"48,319",25.17,1.86,"90,610",1.88,2.02,234.67
G08-66,H11,"30,300",L6,1920,14.6,,2794000.00%,"64,807",2.32,51,48,84,183,4,107.5,,36,0,"28,024",92.49%,"64,990",33.85,2.32,"103,920",1.6,1.63,372.61
G08-66,H12,"30,600",天门,1920,14.68,,2798300.00%,"56,678",2.03,51,48,205,421,4,107.48,,36,0,"28,188",92.12%,"57,099",29.74,2.03,"99,150",1.74,1.84,298.5
G08-66,H13,"30,700",天门,1920,14.61,,"27,860","56,921",2.04,51,48.45,193,421,4,107.48,,36,0,"28,053",91.38%,"57,342",29.87,2.04,"99,530",1.74,1.84,298.92
G08-66,H14,"30,700",天门,1920,14.1,,"26,840","53,824",2.01,51,48.45,232,476,3,107.48,,36,0,"27,072",88.18%,"54,300",28.28,2.01,"96,890",1.78,1.9,275.35
G08-66,H15,"30,600",天门,1920,15.25,,"29,178","64,159",2.2,51,48.45,108,230,3,107.48,,36,0,"29,286",95.71%,"64,389",33.54,2.2,"109,590",1.7,1.76,343.42
G08-66,H16,"30,800",L7,1920,14.88,,"28,451","55,636",1.96,362,344.17,125,256,7,114.66,,36,0,"28,576",92.78%,"55,892",29.11,1.96,"98,720",1.77,1.89,285.39
G08-66,H17,"27,600",大里丰,1920,12.52,,"23,833","46,413",1.95,362,344.17,200,398,7,114.64,,36,0,"24,033",87.08%,"46,811",24.38,1.95,"85,180",1.82,1.95,258.91
G08-66,H18,"28,800",下朱溪一,1920,13.6,,"25,893","53,185",2.05,362,344.17,216,445,7,114.64,,36,0,"26,109",90.66%,"53,630",27.93,2.05,"95,940",1.79,1.89,289.15
G08-66,H19,"30,400",L3,1920,14.41,,"27,392","56,143",2.05,60,56.86,274,559,6,127.26,,36,0,"27,666",91.01%,"56,702",29.53,2.05,"89,850",1.58,1.68,326.97
G08-66,H20,"30,400",L3,1920,14.93,,"28,246","58,471",2.07,60,56.86,428,869,6,127.26,,36,0,"28,674",94.32%,"59,340",30.91,2.07,"95,240",1.6,1.7,337.83
G08-66,H21,"30,900",L3,1920,15.23,,"29,077","59,825",2.06,60,56.86,173,353,5,127.26,,36,0,"29,250",94.66%,"60,178",31.34,2.06,"99,040",1.65,1.74,328.7
G08-66,H22,"30,800",L3,1920,14.39,,"27,107","53,403",1.97,59,56.86,514,"1,043",5,127.26,,36,0,"27,621",89.68%,"54,446",28.36,1.97,"95,050",1.75,1.87,281.27
G08-66,H23,"28,300",L4,1920,11.63,,"21,601","37,467",1.73,894,849.68,737,"1,393",5,132.73,,36,0,"22,338",78.93%,"38,860",20.24,1.74,"83,740",2.15,2.33,177
G08-66,H24,"28,500",L4,1920,12.87,,"24,160","44,449",1.84,894,849.68,554,"1,047",5,132.73,,36,0,"24,714",86.72%,"45,496",23.7,1.84,"87,390",1.92,2.07,230.85
G09-66,H2,"15,800",L7,1120,13.52,,"15,091","34,804",2.31,28,26.45,56,124,2,70.49,,36,0,"15,147",95.87%,"34,928",31.19,2.31,"55,530",1.59,1.63,386.24
G09-66,H3,"20,200",L7,1436.8,12.93,,1846400.00%,"39,358",2.13,28,26,111,245,1,70.47,,36,0,"18,575",91.96%,"39,603",27.56,2.13,"68,650",1.73,1.81,314.17
G09-66,H4,"27,000",L7,1920,13.36,,2556600.00%,"57,064",2.23,28,26,82,181,1,70.47,,36,0,"25,648",94.99%,"57,245",29.82,2.23,"92,530",1.62,1.67,364.36
G09-66,H5,"27,100",L7,1920,13.25,,2528800.00%,"55,439",2.19,28,26,155,343,1,70.47,,36,0,"25,443",93.89%,"55,782",29.05,2.19,"90,770",1.63,1.69,351.38
G09-66,H6,"27,000",L7,1920,13.44,,2573600.00%,"58,400",2.27,28,26,78,172,1,70.47,,36,0,"25,814",95.61%,"58,572",30.51,2.27,"92,790",1.58,1.63,380.38
G09-66,H7,"28,500",L5,1920,13.39,,2555700.00%,"54,987",2.15,27,26,155,343,1,70.47,,34,0,"25,712",90.22%,"55,330",28.82,2.15,"91,260",1.65,1.72,346.19
G09-66,H8,"26,000",L5,1744,13.78,,2395100.00%,"54,410",2.27,54,51,81,180,3,96.77,,36,0,"24,032",92.43%,"54,590",31.3,2.27,"87,570",1.6,1.65,363.58
G09-66,H9,"26,000",L5,1744,14.11,,2456700.00%,"57,568",2.34,54,51,39,87,3,96.77,,36,0,"24,606",94.64%,"57,655",33.06,2.34,"90,080",1.56,1.59,394.25
G09-66,H10,"26,000",L5,1744,13.19,,2284500.00%,"49,999",2.19,54,51,167,371,3,96.76,,36,0,"23,012",88.51%,"50,370",28.88,2.19,"88,190",1.75,1.82,307.36
G09-66,H11,"26,000",L5,1744,13.27,,2301800.00%,"51,720",2.25,53,51,126,280,2,96.75,,36,0,"23,144",89.02%,"52,000",29.82,2.25,"87,900",1.69,1.74,328.66
G09-66,H12,"27,400",L3,1744,13.59,,2356100.00%,"51,153",2.17,37,35,136,292,3,98.19,,36,0,"23,697",86.49%,"51,445",29.5,2.17,"81,610",1.59,1.66,328.77
G09-66,H13,"25,600",L3,1632,13.92,,2260200.00%,"51,367",2.27,37,35,117,257,3,98.18,,36,0,"22,719",88.75%,"51,624",31.63,2.27,"81,930",1.59,1.63,352.95
G09-66,H14,"25,600",L3,1632,14.56,,"23,615","48,639",2.06,37,35.05,145,313,2,98.18,,36,0,"23,760",92.81%,"48,951",29.99,2.06,"81,440",1.66,1.76,319.26
G09-66,H15,"25,900",L3,1632,14.78,,"23,974","49,962",2.08,37,35.05,146,321,2,98.17,,36,0,"24,120",93.13%,"50,283",30.81,2.08,"83,960",1.67,1.76,322.97
G09-66,H16,"25,900",L3,1632,14.65,,"23,721","48,389",2.04,37,35.04,183,393,2,98.17,,36,0,"23,904",92.29%,"48,782",29.89,2.04,"83,870",1.72,1.82,304.31
G09-66,H17,"24,800",L4,1632,13.92,,"22,615","52,434",2.32,37,35.04,97,213,4,168.18,,36,0,"22,712",91.58%,"52,647",32.26,2.32,"85,720",1.63,1.66,362.17
G09-66,H18,"24,800",L4,1632,14.08,,"22,862","51,170",2.24,37,35.04,122,262,2,98.17,,36,0,"22,984",92.68%,"51,432",31.51,2.24,"83,910",1.63,1.68,353.1
G09-66,H19,"24,700",L4,1632,13.83,,"22,464","50,473",2.25,37,35.04,105,226,2,98.17,,36,0,"22,569",91.37%,"50,699",31.07,2.25,"82,960",1.64,1.69,348.44
G09-66,H20,"24,600",L4,1632,13.39,,"21,719","46,570",2.14,36,35.04,129,277,2,98.17,,36,0,"21,848",88.81%,"46,847",28.71,2.14,"79,520",1.7,1.77,311.64
G09-66,H21,"25,800",L6,1632,14.78,,"24,015","50,482",2.1,0,0,105,230,2,69.99,,36,0,"24,120",93.49%,"50,712",31.07,2.1,"85,660",1.69,1.78,323.24
G09-66,H22,"26,000",L6,1632,13.37,,"21,779","43,953",2.02,53,50.92,46,102,2,96.75,,34,0,"21,825",83.94%,"44,055",26.99,2.02,"74,810",1.7,1.81,293.48
G09-66,H23,"26,000",L6,1632,15.04,,"24,456","54,765",2.24,0,0,88,193,1,69.99,,36,0,"24,544",94.40%,"54,958",33.68,2.24,"88,910",1.62,1.67,362.94
G10-63,H1,"28,000",L5,1920,12.93,,"24,643","53,854",2.19,0,0,185,401,3,101.33,,35,0,"24,828",88.67%,"54,255",28.26,2.19,"91,840",1.69,1.76,327.06
G10-63,H2,"28,000",L5,1920,13.65,,2602700.00%,"60,175",2.31,0,0,173,375,2,101.31,,35,0,"26,200",93.57%,"60,550",31.54,2.31,"95,610",1.58,1.61,391.29
G10-63,H3,"29,200",L6,1920,14.55,,2785200.00%,"61,999",2.23,35,33,75,158,3,102.57,,36,0,"27,927",95.64%,"62,157",32.37,2.23,"101,680",1.64,1.69,361.46
G10-63,H4,"29,300",L6,1920,14.26,,2721900.00%,"55,122",2.03,35,33,168,356,3,102.57,,36,0,"27,387",93.47%,"55,478",28.89,2.03,"97,840",1.76,1.87,298.23
G10-63,H5,"29,200",L6,1920,14.46,,2766600.00%,"61,490",2.22,35,33,90,199,3,102.57,,36,0,"27,756",95.05%,"61,689",32.13,2.22,"99,780",1.62,1.67,362.82
G10-63,H6,"29,300",L6,1920,14.53,,2781400.00%,"62,610",2.25,35,33,90,200,3,102.57,,36,0,"27,904",95.24%,"62,810",32.71,2.25,"102,590",1.63,1.68,364.57
G10-63,H7,"28,200",L4,1920,13.71,,2614300.00%,"52,810",2.02,0,0,173,375,2,101.31,,34,0,"26,316",93.32%,"53,185",27.7,2.02,"84,840",1.6,1.7,347.74
G10-63,H8,"27,200",L4,1861.44,13.88,,2573400.00%,"57,326",2.23,35,33,106,235,3,102.57,,36,0,"25,840",95.00%,"57,561",30.92,2.23,"92,790",1.61,1.67,364.66
G10-63,H9,"27,700",L4,1861.44,13.88,,2570600.00%,"57,835",2.25,35,33,124,275,3,102.57,,36,0,"25,830",93.25%,"58,110",31.22,2.25,"93,690",1.61,1.66,361.43
G10-63,H10,"27,600",L4,1861.44,13.61,,2509900.00%,"54,991",2.19,35,33,229,508,3,102.57,,36,0,"25,328",91.77%,"55,499",29.82,2.19,"91,330",1.65,1.71,339.43
G10-63,H11,"29,800",L7,1861.44,15.28,,2839700.00%,"58,986",2.08,34,33,52,110,2,102.56,,35,0,"28,449",95.47%,"59,096",31.75,2.08,"96,580",1.63,1.73,346.69
G10-63,H12,"29,800",L7,1861.44,14.88,,2761200.00%,"56,244",2.04,39,37,81,167,6,127.27,,36,0,"27,693",92.93%,"56,411",30.31,2.04,"98,460",1.75,1.85,301.27
G10-63,H13,"29,500",L7,1861.44,14.62,,"27,146","57,316",2.11,39,36.7,70,144,6,127.27,,36,0,"27,216",92.26%,"57,460",30.87,2.11,"96,730",1.68,1.77,321.4
G10-63,H14,"29,400",L7,1861.44,14.65,,"27,135","55,052",2.03,39,36.7,144,297,6,127.27,,36,0,"27,279",92.79%,"55,349",29.73,2.03,"95,770",1.73,1.84,302.23
G10-63,H15,"29,400",L7,1861.44,14.57,,"26,932","52,511",1.95,39,36.69,185,383,6,127.27,,36,0,"27,117",92.23%,"52,894",28.42,1.95,"95,200",1.8,1.92,277.67
G10-63,H16,"29,500",L3,1861.44,14.25,,"26,374","54,783",2.08,39,36.69,158,327,6,127.26,,36,0,"26,532",89.94%,"55,110",29.61,2.08,"90,790",1.65,1.74,314.99
G10-63,H17,"29,400",L3,1861.44,13.92,,"25,745","54,798",2.13,38,36.69,157,325,6,127.26,,36,0,"25,902",88.10%,"55,123",29.61,2.13,"93,050",1.69,1.77,308.53
G10-63,H18,"29,600",L3,1861.44,14.52,,"26,922","56,624",2.1,38,36.69,114,236,6,127.26,,36,0,"27,036",91.34%,"56,860",30.55,2.1,"94,380",1.66,1.75,321.47
G10-63,H19,"29,500",L6,1861.44,14.71,,"27,297","57,355",2.1,38,36.69,81,168,5,127.25,,35,0,"27,378",92.81%,"57,523",30.9,2.1,"89,440",1.55,1.64,358.31
G10-63,H20,"29,500",L6,1861.44,15.07,,"27,970","59,640",2.13,55,52.25,74,160,5,107.84,,36,0,"28,044",95.06%,"59,800",32.13,2.13,"95,510",1.6,1.68,352.56
G10-63,H21,"27,500",L4,1861.44,13.52,,"25,050","54,454",2.17,55,52.25,123,266,5,107.83,,36,0,"25,173",91.54%,"54,720",29.4,2.17,"93,060",1.7,1.77,325.01
G10-63,H22,"27,400",L4,1861.44,13.41,,"24,835","53,876",2.17,55,52.25,122,264,5,107.83,,36,0,"24,957",91.08%,"54,140",29.09,2.17,"92,220",1.7,1.77,322.22
G11-71,H1,"28,000",大岭头,1920,12.67,,"24,112","43,661",1.81,54,50.73,206,408,7,137.69,,35,0,"24,318",86.85%,"44,069",22.95,1.81,"83,400",1.89,2.05,237.62
G11-71,H2,"28,000",大岭头,1920,13.02,,2482700.00%,"49,355",1.99,54,51,166,329,7,137.68,,35,0,"24,993",89.26%,"49,684",25.88,1.99,"87,990",1.77,1.89,286.27
G11-71,H3,"28,000",大岭头,1920,13.55,,2589200.00%,"55,562",2.15,53,51,118,249,7,137.68,,35,0,"26,010",92.89%,"55,811",29.07,2.15,"92,000",1.65,1.72,345.48
G11-71,H4,"28,900",L6,1920,14.04,,2678200.00%,"54,975",2.05,53,51,182,381,7,137.67,,35,0,"26,964",93.30%,"55,356",28.83,2.05,"96,550",1.74,1.84,313.77
G11-71,H5,"30,500",L3,1920,13.35,,2558900.00%,"54,477",2.13,53,51,52,103,6,137.67,,34,0,"25,641",84.07%,"54,580",28.43,2.13,"86,620",1.59,1.67,331.64
G11-71,H6,"30,600",L3,1920,12.88,,2449000.00%,"45,811",1.87,87,32,242,467,6,133.75,,35,0,"24,732",80.82%,"46,278",24.1,1.87,"82,140",1.77,1.92,243.45
G11-71,H7,"30,600",L3,1920,14.66,,2809200.00%,"59,256",2.11,87,32,60,116,6,133.75,,35,0,"28,152",92.00%,"59,372",30.92,2.11,"92,620",1.56,1.65,355.36
G11-71,H8,"30,500",L7,1920,14.82,,2828900.00%,"55,632",1.97,86,32,169,330,5,133.73,,35,0,"28,458",93.30%,"55,962",29.15,1.97,"94,970",1.7,1.82,308.91
G11-71,H9,"30,500",L7,1920,14.19,,2705900.00%,"48,573",1.8,86,32,184,355,5,133.73,,35,0,"27,243",89.32%,"48,928",25.48,1.8,"91,120",1.86,2.03,246.11
G17-68,H1,"28,100",L5,1920,12.48,,"23,698","50,868",2.15,35,32.42,269,557,7,122.02,,36,0,"23,967",85.29%,"51,425",26.78,2.15,"90,930",1.77,1.84,287.5
G17-68,H2,"30,200",L3,1920,13.35,,2525900.00%,"51,790",2.05,34,32,364,753,7,122.01,,36,0,"25,623",84.84%,"52,543",27.37,2.05,"94,930",1.81,1.91,267.5
G17-68,H3,"30,300",L3,1920,14.74,,2816600.00%,"61,522",2.18,34,32,139,288,7,122.01,,36,0,"28,305",93.42%,"61,810",32.19,2.18,"98,900",1.6,1.67,354.14
G17-68,H4,"30,900",L7,1920,15.19,,2903000.00%,"61,546",2.12,34,32,139,294,6,122.01,,36,0,"29,169",94.40%,"61,840",32.21,2.12,"103,160",1.67,1.75,333.25
G17-68,H5,"31,000",L7,1920,15,,2872300.00%,"60,340",2.1,34,32,86,187,6,122.01,,36,0,"28,809",92.93%,"60,527",31.52,2.1,"99,060",1.64,1.72,331.39
G17-68,H6,"30,900",L7,1920,15.38,,2946000.00%,"63,703",2.16,34,32,60,130,6,122.01,,36,0,"29,520",95.53%,"63,833",33.25,2.16,"102,940",1.61,1.68,355.83
G17-68,H7,"29,600",L6,1920,14.7,,2814400.00%,"62,910",2.24,15,14,89,196,3,77.77,,36,0,"28,233",95.38%,"63,106",32.87,2.24,"100,980",1.6,1.65,370.09
G17-68,H8,"29,900",L6,1920,14.32,,2734500.00%,"51,250",1.87,34,32,141,292,6,122,,35,0,"27,486",91.93%,"51,542",26.84,1.88,"87,850",1.7,1.85,288.96
G17-68,H9,"30,000",L6,1920,15,,2870300.00%,"62,352",2.17,15,14,106,232,3,77.77,,36,0,"28,809",96.03%,"62,584",32.6,2.17,"98,400",1.57,1.64,368.56
G17-68,H10,"30,000",L6,1920,14.77,,2827400.00%,"60,696",2.15,15,14,76,166,2,77.77,,36,0,"28,350",94.50%,"60,862",31.7,2.15,"97,950",1.61,1.69,350.16
G17-68,H11,"30,400",L3,1920,15.19,,2910700.00%,"64,686",2.22,15,14,53,116,2,77.77,,36,0,"29,160",95.92%,"64,802",33.75,2.22,"101,010",1.56,1.62,379.87
G17-68,H12,"30,400",L3,1920,14.85,,2846400.00%,"64,381",2.26,48,46,48,105,8,199.76,,35,0,"28,512",93.79%,"64,486",33.59,2.26,"98,230",1.52,1.57,397.87
G23-28,H1,"28,100",L3,1802.88,14.98,,"26,973","64,839",2.4,22,20.67,27,62,5,107.91,,37,0,"27,000",96.09%,"64,901",36,2.4,"98,790",1.52,1.53,410.09
G23-28,H2,"27,600",L3,1802.88,14.48,,2601300.00%,"59,574",2.29,24,23,87,196,6,142,,36,0,"26,100",94.57%,"59,770",33.15,2.29,"93,090",1.56,1.6,386.24
G23-28,H3,"27,600",L3,1802.88,14.87,,2675000.00%,"63,171",2.36,22,21,58,133,5,107.91,,37,0,"26,808",97.13%,"63,304",35.11,2.36,"98,670",1.56,1.58,397.71
G23-28,H4,"28,000",L3,1802.88,14.52,,2605900.00%,"55,355",2.12,24,23,122,265,6,141.99,,35,0,"26,181",93.50%,"55,620",30.85,2.12,"87,240",1.57,1.65,361.84
G23-28,H5,"28,000",L3,1802.88,14.4,,2581600.00%,"54,963",2.13,22,21,140,297,4,107.91,,36,0,"25,956",92.70%,"55,260",30.65,2.13,"89,450",1.62,1.7,338.67
G23-28,H6,"27,900",L3,1802.88,14.36,,2577900.00%,"54,412",2.11,24,23,105,228,6,141.99,,35,0,"25,884",92.77%,"54,640",30.31,2.11,"87,390",1.6,1.68,349.85
G23-28,H7,"27,700",L6,1802.88,14.49,,2605000.00%,"58,426",2.24,22,21,78,179,4,107.9,,36,0,"26,128",94.32%,"58,605",32.51,2.24,"94,960",1.62,1.67,362.7
G23-28,H8,"27,700",L6,1802.88,14.72,,2640100.00%,"57,996",2.2,22,21,131,284,4,107.9,,36,0,"26,532",95.78%,"58,280",32.33,2.2,"96,560",1.66,1.72,352.74
G23-28,H9,"27,600",L6,1802.88,14.62,,2627500.00%,"59,747",2.27,22,21,77,177,4,107.9,,36,0,"26,352",95.48%,"59,924",33.24,2.27,"95,020",1.59,1.63,380.34
G23-28,H10,"28,500",L7,1802.88,14.67,,2631700.00%,"53,997",2.05,21,21,134,289,4,107.9,,36,0,"26,451",92.81%,"54,286",30.11,2.05,"92,300",1.7,1.8,311.19
