GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,12.3        ,34.0        ,35.8        ,
-1       ,33.6        ,35.0        ,35.8        ,
0        ,31.6        ,34.6        ,35.5        ,
1        ,33.0        ,34.5        ,35.2        ,
2        ,32.3        ,33.4        ,34.7        ,
3        ,31.8        ,32.6        ,34.1        ,
4        ,31.0        ,31.1        ,32.9        ,
5        ,30.3        ,31.2        ,32.3        ,
6        ,29.4        ,30.3        ,31.6        ,
7        ,28.8        ,29.4        ,31.0        ,
8        ,28.1        ,28.7        ,30.5        ,
9        ,27.8        ,28.4        ,30.5        ,
10       ,27.4        ,28.3        ,29.8        ,
11       ,26.9        ,28.3        ,29.8        ,
12       ,26.7        ,27.5        ,28.9        ,
13       ,26.3        ,26.4        ,28.9        ,
14       ,25.9        ,27.9        ,28.7        ,
15       ,25.8        ,26.1        ,28.4        ,
16       ,25.2        ,26.2        ,28.2        ,
17       ,25.0        ,25.9        ,27.3        ,
18       ,24.5        ,25.7        ,27.8        ,
19       ,24.0        ,25.5        ,26.7        ,
20       ,24.0        ,25.1        ,26.4        ,
21       ,24.1        ,24.4        ,26.8        ,
22       ,23.5        ,24.1        ,26.3        ,
23       ,23.3        ,23.7        ,26.0        ,
24       ,22.8        ,23.4        ,25.9        ,
25       ,22.5        ,23.8        ,25.2        ,
26       ,22.4        ,22.8        ,25.0        ,
27       ,22.4        ,23.8        ,25.1        ,
28       ,22.5        ,22.5        ,25.0        ,
29       ,22.4        ,23.9        ,25.7        ,
30       ,22.0        ,22.7        ,25.6        ,
31       ,22.5        ,24.2        ,25.4        ,
32       ,22.6        ,23.0        ,26.7        ,
33       ,22.7        ,23.6        ,27.6        ,
34       ,22.6        ,23.7        ,26.5        ,
35       ,23.3        ,24.2        ,28.7        ,
36       ,20.9        ,22.6        ,27.1        ,
37       ,5.4         ,5.8         ,7.1         ,
