GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,30.1        ,30.1        ,35.7        ,
-1       ,27.7        ,30.1        ,35.9        ,
0        ,28.5        ,33.5        ,38.5        ,
1        ,32.8        ,32.8        ,37.9        ,
2        ,31.5        ,31.9        ,36.0        ,
3        ,30.6        ,30.8        ,36.6        ,
4        ,30.4        ,30.5        ,37.0        ,
5        ,29.7        ,30.4        ,36.1        ,
6        ,29.1        ,29.2        ,35.6        ,
7        ,28.8        ,29.3        ,35.0        ,
8        ,28.4        ,29.7        ,34.8        ,
9        ,28.9        ,29.4        ,34.0        ,
10       ,28.8        ,30.1        ,34.9        ,
11       ,29.5        ,30.7        ,34.8        ,
12       ,29.3        ,29.6        ,35.1        ,
13       ,28.8        ,29.8        ,35.0        ,
14       ,28.6        ,29.0        ,34.9        ,
15       ,28.5        ,28.6        ,33.1        ,
16       ,28.2        ,29.0        ,33.8        ,
17       ,28.1        ,28.8        ,33.5        ,
18       ,28.2        ,29.2        ,33.6        ,
19       ,28.0        ,29.0        ,33.4        ,
20       ,27.7        ,27.8        ,32.6        ,
21       ,27.2        ,28.6        ,32.3        ,
22       ,27.8        ,27.9        ,31.0        ,
23       ,27.1        ,28.5        ,32.6        ,
24       ,27.7        ,28.1        ,32.8        ,
25       ,27.3        ,29.8        ,32.6        ,
26       ,28.1        ,29.1        ,31.9        ,
27       ,27.9        ,29.6        ,31.7        ,
28       ,25.9        ,26.2        ,30.1        ,
29       ,25.8        ,27.3        ,31.0        ,
30       ,26.5        ,27.7        ,30.8        ,
31       ,26.9        ,28.7        ,30.5        ,
32       ,27.7        ,29.0        ,30.4        ,
33       ,27.2        ,29.1        ,30.7        ,
34       ,24.8        ,24.9        ,29.2        ,
35       ,23.8        ,25.0        ,28.6        ,
36       ,23.7        ,27.0        ,29.0        ,
37       ,26.0        ,29.0        ,29.8        ,
38       ,26.0        ,27.0        ,33.6        ,
39       ,25.0        ,27.2        ,34.3        ,
40       ,26.4        ,30.4        ,34.5        ,
41       ,29.7        ,30.5        ,34.5        ,
42       ,29.2        ,29.3        ,33.0        ,
43       ,27.9        ,28.1        ,29.3        ,
44       ,28.1        ,29.1        ,31.1        ,
