GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,13.7        ,33.0        ,34.1        ,
-1       ,29.8        ,35.3        ,36.7        ,
0        ,31.5        ,34.3        ,36.2        ,
1        ,32.9        ,34.1        ,35.2        ,
2        ,31.4        ,32.6        ,34.1        ,
3        ,31.0        ,32.2        ,33.3        ,
4        ,30.2        ,31.2        ,32.7        ,
5        ,29.4        ,30.5        ,31.7        ,
6        ,29.1        ,29.5        ,31.2        ,
7        ,28.6        ,29.4        ,30.9        ,
8        ,27.9        ,28.3        ,30.7        ,
9        ,27.4        ,28.7        ,29.7        ,
10       ,27.1        ,28.5        ,29.3        ,
11       ,26.5        ,27.9        ,29.1        ,
12       ,26.0        ,26.3        ,28.8        ,
13       ,25.7        ,27.4        ,28.2        ,
14       ,25.3        ,26.8        ,27.6        ,
15       ,24.6        ,26.1        ,27.2        ,
16       ,24.1        ,25.2        ,26.5        ,
17       ,23.7        ,25.2        ,26.2        ,
18       ,23.4        ,24.8        ,26.1        ,
19       ,23.3        ,24.3        ,25.5        ,
20       ,23.1        ,24.4        ,25.6        ,
21       ,23.1        ,24.6        ,25.9        ,
22       ,23.1        ,23.7        ,25.5        ,
23       ,23.0        ,25.1        ,25.7        ,
24       ,22.7        ,23.2        ,25.8        ,
25       ,22.4        ,23.3        ,25.5        ,
26       ,22.0        ,22.8        ,24.9        ,
27       ,21.9        ,22.7        ,24.7        ,
28       ,21.1        ,22.2        ,24.6        ,
29       ,20.7        ,21.8        ,23.6        ,
30       ,20.2        ,21.4        ,23.0        ,
31       ,19.9        ,20.7        ,23.6        ,
32       ,19.9        ,20.2        ,24.9        ,
33       ,19.0        ,19.5        ,22.9        ,
34       ,18.5        ,19.5        ,23.0        ,
35       ,18.0        ,19.4        ,22.4        ,
36       ,17.0        ,17.6        ,21.7        ,
37       ,3.0         ,10.3        ,18.6        ,
