GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,50          ,50          ,72          ,
-1       ,35          ,44          ,81          ,
0        ,35          ,49          ,52          ,
1        ,48          ,62          ,62          ,
2        ,59          ,65          ,67          ,
3        ,63          ,71          ,76          ,
4        ,69          ,76          ,78          ,
5        ,71          ,79          ,81          ,
6        ,72          ,82          ,83          ,
7        ,78          ,80          ,86          ,
8        ,76          ,81          ,86          ,
9        ,76          ,79          ,87          ,
10       ,72          ,75          ,85          ,
11       ,71          ,76          ,85          ,
12       ,70          ,75          ,84          ,
13       ,74          ,77          ,86          ,
14       ,73          ,80          ,87          ,
15       ,75          ,78          ,87          ,
16       ,71          ,73          ,84          ,
17       ,68          ,74          ,83          ,
18       ,65          ,74          ,83          ,
19       ,66          ,79          ,85          ,
20       ,73          ,75          ,87          ,
21       ,72          ,82          ,87          ,
22       ,68          ,74          ,87          ,
23       ,68          ,84          ,89          ,
24       ,72          ,80          ,91          ,
25       ,74          ,78          ,88          ,
26       ,69          ,78          ,88          ,
27       ,71          ,73          ,86          ,
28       ,69          ,75          ,86          ,
29       ,68          ,75          ,89          ,
30       ,67          ,73          ,86          ,
31       ,66          ,75          ,87          ,
32       ,61          ,74          ,87          ,
33       ,61          ,72          ,87          ,
34       ,62          ,80          ,86          ,
35       ,65          ,83          ,89          ,
36       ,69          ,79          ,91          ,
37       ,不详          ,不详          ,不详          ,
