GrowthDay,PerBird,FeederTotal,ChangeTotal,Feeder_1,ChangeFeeder_1,Feeder_2,ChangeFeeder_2,Feeder_3,ChangeFeeder_3,Feeder_4,ChangeFeeder_4,
-2       ,0.000  ,0          ,不详         ,0       ,不详            ,0       ,不详            ,0       ,不详            ,0       ,不详            ,
-1       ,0.000  ,0          ,0          ,0       ,0             ,0       ,0             ,0       ,0             ,0       ,0             ,
0        ,0.000  ,945        ,不详         ,945     ,不详            ,0       ,0             ,0       ,0             ,0       ,0             ,
1        ,0.000  ,390        ,-59        ,390     ,-59           ,0       ,0             ,0       ,0             ,0       ,0             ,
2        ,0.000  ,248        ,-37        ,248     ,-37           ,0       ,0             ,0       ,0             ,0       ,0             ,
3        ,0.000  ,711        ,187        ,711     ,187           ,0       ,0             ,0       ,0             ,0       ,0             ,
4        ,0.000  ,408        ,-43        ,408     ,-43           ,0       ,0             ,0       ,0             ,0       ,0             ,
5        ,0.000  ,704        ,72         ,704     ,72            ,0       ,0             ,0       ,0             ,0       ,0             ,
6        ,0.000  ,972        ,38         ,972     ,38            ,0       ,0             ,0       ,0             ,0       ,0             ,
7        ,0.000  ,894        ,-9         ,894     ,-9            ,0       ,0             ,0       ,0             ,0       ,0             ,
8        ,0.000  ,1266       ,41         ,1266    ,41            ,0       ,0             ,0       ,0             ,0       ,0             ,
9        ,0.000  ,1697       ,34         ,1697    ,34            ,0       ,0             ,0       ,0             ,0       ,0             ,
10       ,0.000  ,1594       ,-7         ,1594    ,-7            ,0       ,0             ,0       ,0             ,0       ,0             ,
11       ,0.000  ,1844       ,15         ,1844    ,15            ,0       ,0             ,0       ,0             ,0       ,0             ,
12       ,0.000  ,2107       ,14         ,2107    ,14            ,0       ,0             ,0       ,0             ,0       ,0             ,
13       ,0.000  ,2029       ,-4         ,2029    ,-4            ,0       ,0             ,0       ,0             ,0       ,0             ,
14       ,0.000  ,2291       ,12         ,2291    ,12            ,0       ,0             ,0       ,0             ,0       ,0             ,
15       ,0.000  ,2594       ,13         ,2594    ,13            ,0       ,0             ,0       ,0             ,0       ,0             ,
16       ,0.000  ,2610       ,0          ,2610    ,0             ,0       ,0             ,0       ,0             ,0       ,0             ,
17       ,0.000  ,2713       ,3          ,2713    ,3             ,0       ,0             ,0       ,0             ,0       ,0             ,
18       ,0.000  ,2988       ,10         ,2988    ,10            ,0       ,0             ,0       ,0             ,0       ,0             ,
19       ,0.000  ,3080       ,3          ,3080    ,3             ,0       ,0             ,0       ,0             ,0       ,0             ,
20       ,0.000  ,3316       ,7          ,3316    ,7             ,0       ,0             ,0       ,0             ,0       ,0             ,
21       ,0.000  ,3499       ,5          ,3499    ,5             ,0       ,0             ,0       ,0             ,0       ,0             ,
22       ,0.000  ,3534       ,0          ,3534    ,0             ,0       ,0             ,0       ,0             ,0       ,0             ,
23       ,0.000  ,3509       ,不详         ,3509    ,不详            ,0       ,0             ,0       ,0             ,0       ,0             ,
24       ,0.000  ,3614       ,3          ,3614    ,3             ,0       ,0             ,0       ,0             ,0       ,0             ,
25       ,0.000  ,3694       ,2          ,3694    ,2             ,0       ,0             ,0       ,0             ,0       ,0             ,
26       ,0.000  ,3997       ,8          ,3997    ,8             ,0       ,0             ,0       ,0             ,0       ,0             ,
27       ,0.000  ,4034       ,0          ,4034    ,0             ,0       ,0             ,0       ,0             ,0       ,0             ,
28       ,0.000  ,4055       ,0          ,4055    ,0             ,0       ,0             ,0       ,0             ,0       ,0             ,
29       ,0.000  ,4311       ,6          ,4311    ,6             ,0       ,0             ,0       ,0             ,0       ,0             ,
30       ,0.000  ,4064       ,-6         ,4064    ,-6            ,0       ,0             ,0       ,0             ,0       ,0             ,
31       ,0.000  ,3986       ,-2         ,3986    ,-2            ,0       ,0             ,0       ,0             ,0       ,0             ,
32       ,0.000  ,3722       ,-7         ,3722    ,-7            ,0       ,0             ,0       ,0             ,0       ,0             ,
33       ,0.000  ,3598       ,-4         ,3598    ,-4            ,0       ,0             ,0       ,0             ,0       ,0             ,
34       ,0.000  ,4199       ,16         ,4199    ,16            ,0       ,0             ,0       ,0             ,0       ,0             ,
35       ,0.000  ,3582       ,-15        ,3582    ,-15           ,0       ,0             ,0       ,0             ,0       ,0             ,
36       ,0.000  ,2564       ,-29        ,2564    ,-29           ,0       ,0             ,0       ,0             ,0       ,0             ,
37       ,0.000  ,429        ,-84        ,429     ,-84           ,0       ,0             ,0       ,0             ,0       ,0             ,
