GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,74          ,75          ,79          ,
0        ,60          ,77          ,81          ,
1        ,59          ,73          ,80          ,
2        ,54          ,71          ,78          ,
3        ,66          ,77          ,82          ,
4        ,71          ,85          ,86          ,
5        ,73          ,82          ,86          ,
6        ,61          ,83          ,86          ,
7        ,60          ,79          ,87          ,
8        ,48          ,71          ,81          ,
9        ,47          ,74          ,77          ,
10       ,54          ,83          ,84          ,
11       ,70          ,85          ,87          ,
12       ,65          ,87          ,89          ,
13       ,63          ,87          ,90          ,
14       ,52          ,87          ,90          ,
15       ,63          ,85          ,91          ,
16       ,72          ,90          ,91          ,
17       ,73          ,90          ,91          ,
18       ,77          ,91          ,92          ,
19       ,68          ,91          ,92          ,
20       ,74          ,89          ,94          ,
21       ,71          ,87          ,90          ,
22       ,67          ,91          ,93          ,
23       ,71          ,88          ,94          ,
24       ,81          ,90          ,92          ,
25       ,73          ,92          ,93          ,
26       ,72          ,91          ,93          ,
27       ,74          ,87          ,92          ,
28       ,79          ,88          ,93          ,
29       ,74          ,94          ,96          ,
30       ,83          ,86          ,95          ,
31       ,57          ,86          ,87          ,
32       ,76          ,91          ,91          ,
33       ,87          ,93          ,95          ,
34       ,88          ,91          ,94          ,
35       ,91          ,95          ,96          ,
36       ,92          ,94          ,96          ,
37       ,87          ,94          ,95          ,
38       ,65          ,92          ,96          ,
39       ,92          ,97          ,98          ,
