GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.1        ,32.5        ,34.2        ,
0        ,32.3        ,33.4        ,37.9        ,
1        ,32.6        ,32.9        ,37.5        ,
2        ,31.7        ,32.3        ,37.7        ,
3        ,31.1        ,31.4        ,35.9        ,
4        ,30.7        ,31.0        ,35.4        ,
5        ,30.0        ,30.0        ,34.1        ,
6        ,29.8        ,30.8        ,35.8        ,
7        ,29.8        ,30.9        ,36.1        ,
8        ,29.7        ,30.0        ,36.3        ,
9        ,29.0        ,29.7        ,36.0        ,
10       ,28.5        ,28.5        ,35.5        ,
11       ,28.4        ,28.9        ,32.3        ,
12       ,28.5        ,29.0        ,33.8        ,
13       ,28.4        ,29.0        ,33.9        ,
14       ,28.2        ,29.0        ,34.7        ,
15       ,28.3        ,29.3        ,34.1        ,
16       ,27.7        ,27.7        ,32.9        ,
17       ,27.4        ,28.6        ,32.3        ,
18       ,27.8        ,28.0        ,31.2        ,
19       ,27.4        ,28.9        ,33.6        ,
20       ,27.5        ,28.0        ,33.6        ,
21       ,27.8        ,30.1        ,33.4        ,
22       ,28.5        ,28.8        ,33.0        ,
23       ,27.8        ,29.9        ,33.5        ,
24       ,25.7        ,26.0        ,30.4        ,
25       ,25.8        ,27.5        ,31.9        ,
26       ,26.9        ,28.2        ,32.8        ,
27       ,27.0        ,29.1        ,32.7        ,
28       ,27.7        ,29.1        ,32.0        ,
29       ,27.3        ,29.7        ,32.0        ,
30       ,25.3        ,25.3        ,29.9        ,
31       ,24.4        ,25.6        ,30.4        ,
32       ,24.6        ,28.4        ,30.1        ,
33       ,27.0        ,28.4        ,29.8        ,
34       ,26.5        ,26.7        ,28.8        ,
35       ,25.9        ,27.5        ,28.9        ,
36       ,26.4        ,26.6        ,28.5        ,
37       ,26.1        ,37.9        ,38.0        ,
38       ,26.6        ,26.6        ,40.0        ,
39       ,25.1        ,26.3        ,26.7        ,
