GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,31.6        ,32.8        ,33.7        ,
0        ,32.2        ,33.9        ,38.4        ,
1        ,33.4        ,33.9        ,38.6        ,
2        ,32.6        ,32.7        ,38.3        ,
3        ,31.8        ,32.2        ,36.7        ,
4        ,31.4        ,31.7        ,36.0        ,
5        ,30.7        ,31.1        ,35.0        ,
6        ,30.6        ,31.0        ,37.0        ,
7        ,30.2        ,31.0        ,36.8        ,
8        ,30.0        ,30.1        ,37.0        ,
9        ,29.5        ,30.0        ,36.9        ,
10       ,29.1        ,29.5        ,36.7        ,
11       ,29.0        ,29.3        ,32.6        ,
12       ,28.8        ,29.4        ,34.2        ,
13       ,28.9        ,29.7        ,34.6        ,
14       ,29.1        ,29.6        ,35.0        ,
15       ,28.9        ,29.5        ,34.4        ,
16       ,28.3        ,28.5        ,33.1        ,
17       ,27.8        ,28.8        ,32.7        ,
18       ,27.9        ,28.2        ,31.4        ,
19       ,27.8        ,28.6        ,34.1        ,
20       ,27.7        ,27.9        ,34.6        ,
21       ,27.6        ,29.9        ,34.4        ,
22       ,28.4        ,28.9        ,34.1        ,
23       ,28.0        ,30.2        ,34.5        ,
24       ,26.2        ,26.2        ,30.4        ,
25       ,26.2        ,27.6        ,32.1        ,
26       ,27.1        ,28.2        ,32.8        ,
27       ,27.3        ,29.2        ,33.5        ,
28       ,27.9        ,29.2        ,32.7        ,
29       ,27.5        ,29.4        ,33.3        ,
30       ,25.4        ,25.6        ,30.0        ,
31       ,24.5        ,26.1        ,31.6        ,
32       ,24.7        ,27.8        ,31.4        ,
33       ,26.9        ,28.6        ,30.5        ,
34       ,26.5        ,26.6        ,29.4        ,
35       ,25.6        ,27.6        ,29.2        ,
36       ,26.6        ,27.0        ,28.8        ,
37       ,25.9        ,28.5        ,33.3        ,
38       ,26.8        ,26.8        ,39.7        ,
39       ,25.1        ,26.2        ,26.8        ,
