GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,15.0        ,31.8        ,32.2        ,
-1       ,26.1        ,31.6        ,33.2        ,
0        ,30.0        ,33.8        ,35.1        ,
1        ,32.3        ,33.3        ,34.7        ,
2        ,31.9        ,32.8        ,34.2        ,
3        ,31.1        ,31.9        ,33.3        ,
4        ,30.6        ,31.1        ,32.5        ,
5        ,29.9        ,30.6        ,31.5        ,
6        ,29.1        ,29.4        ,31.0        ,
7        ,28.7        ,29.3        ,30.4        ,
8        ,28.5        ,28.9        ,30.3        ,
9        ,28.3        ,29.4        ,29.9        ,
10       ,27.8        ,28.9        ,29.5        ,
11       ,27.4        ,28.5        ,29.1        ,
12       ,27.2        ,28.0        ,28.7        ,
13       ,26.5        ,27.4        ,28.3        ,
14       ,25.8        ,26.8        ,28.0        ,
15       ,25.3        ,26.2        ,27.7        ,
16       ,25.0        ,25.9        ,27.2        ,
17       ,23.2        ,25.3        ,27.0        ,
18       ,24.3        ,24.7        ,27.1        ,
19       ,24.3        ,24.6        ,26.5        ,
20       ,23.8        ,24.0        ,26.3        ,
21       ,23.4        ,24.0        ,26.1        ,
22       ,23.0        ,23.5        ,25.6        ,
23       ,22.6        ,22.9        ,25.9        ,
24       ,22.1        ,22.4        ,25.3        ,
25       ,19.1        ,23.1        ,25.3        ,
26       ,21.4        ,22.6        ,24.6        ,
27       ,21.0        ,22.2        ,24.6        ,
28       ,21.0        ,22.2        ,24.4        ,
29       ,21.1        ,22.9        ,24.5        ,
30       ,21.2        ,23.0        ,24.0        ,
31       ,20.7        ,21.7        ,24.7        ,
32       ,19.9        ,21.4        ,24.0        ,
33       ,19.9        ,21.9        ,22.7        ,
34       ,19.3        ,20.3        ,24.4        ,
35       ,19.0        ,20.4        ,25.1        ,
36       ,18.1        ,18.8        ,21.9        ,
37       ,2.3         ,4.9         ,20.4        ,
38       ,1.5         ,15.6        ,16.5        ,
