GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,46          ,47          ,59          ,
-1       ,44          ,47          ,90          ,
0        ,40          ,49          ,50          ,
1        ,45          ,55          ,55          ,
2        ,49          ,54          ,58          ,
3        ,49          ,56          ,61          ,
4        ,51          ,58          ,62          ,
5        ,53          ,61          ,64          ,
6        ,58          ,63          ,69          ,
7        ,57          ,63          ,69          ,
8        ,55          ,57          ,68          ,
9        ,54          ,60          ,71          ,
10       ,58          ,67          ,78          ,
11       ,65          ,74          ,85          ,
12       ,70          ,75          ,87          ,
13       ,68          ,73          ,86          ,
14       ,66          ,72          ,87          ,
15       ,67          ,73          ,84          ,
16       ,68          ,73          ,86          ,
17       ,65          ,72          ,89          ,
18       ,63          ,74          ,86          ,
19       ,69          ,81          ,92          ,
20       ,77          ,79          ,93          ,
21       ,77          ,79          ,93          ,
22       ,71          ,77          ,93          ,
23       ,70          ,77          ,95          ,
24       ,71          ,75          ,93          ,
25       ,67          ,78          ,96          ,
26       ,73          ,77          ,95          ,
27       ,73          ,77          ,96          ,
28       ,74          ,78          ,97          ,
29       ,67          ,85          ,96          ,
30       ,80          ,93          ,96          ,
31       ,77          ,82          ,97          ,
32       ,68          ,84          ,96          ,
33       ,80          ,89          ,96          ,
34       ,62          ,81          ,97          ,
35       ,51          ,80          ,95          ,
36       ,67          ,80          ,92          ,
37       ,49          ,74          ,94          ,
38       ,64          ,65          ,94          ,
