GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,8.2         ,33.6        ,33.9        ,
0        ,30.9        ,32.9        ,35.0        ,
1        ,32.4        ,33.4        ,35.1        ,
2        ,31.6        ,31.8        ,34.6        ,
3        ,31.1        ,32.0        ,33.9        ,
4        ,30.2        ,32.7        ,33.7        ,
5        ,29.2        ,29.2        ,32.8        ,
6        ,28.1        ,30.8        ,32.1        ,
7        ,28.1        ,30.5        ,31.2        ,
8        ,27.9        ,29.9        ,30.9        ,
9        ,27.5        ,28.2        ,30.2        ,
10       ,26.9        ,28.8        ,29.6        ,
11       ,26.5        ,27.4        ,29.1        ,
12       ,25.0        ,27.4        ,28.1        ,
13       ,24.9        ,25.6        ,28.1        ,
14       ,24.4        ,25.2        ,27.8        ,
15       ,24.4        ,25.5        ,27.5        ,
16       ,24.0        ,24.3        ,26.9        ,
17       ,23.8        ,25.4        ,27.0        ,
18       ,23.9        ,24.4        ,27.1        ,
19       ,23.5        ,24.8        ,27.1        ,
20       ,23.6        ,25.0        ,26.9        ,
21       ,22.9        ,23.5        ,25.9        ,
22       ,21.9        ,22.8        ,26.0        ,
23       ,22.2        ,23.0        ,25.4        ,
24       ,21.9        ,22.8        ,25.8        ,
25       ,21.6        ,22.4        ,26.7        ,
26       ,21.1        ,21.7        ,24.5        ,
27       ,20.9        ,21.4        ,26.5        ,
28       ,20.9        ,21.5        ,25.6        ,
29       ,20.8        ,21.6        ,24.4        ,
30       ,20.0        ,20.7        ,24.9        ,
31       ,20.5        ,21.7        ,24.7        ,
32       ,19.3        ,20.4        ,24.2        ,
33       ,18.9        ,20.0        ,26.4        ,
34       ,20.0        ,20.6        ,28.0        ,
35       ,20.6        ,22.5        ,27.3        ,
36       ,8.7         ,15.9        ,30.5        ,
