GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,1           ,89          ,89          ,
-1       ,65          ,85          ,92          ,
0        ,70          ,85          ,89          ,
1        ,67          ,86          ,88          ,
2        ,74          ,89          ,89          ,
3        ,73          ,91          ,92          ,
4        ,71          ,91          ,93          ,
5        ,72          ,89          ,93          ,
6        ,74          ,87          ,92          ,
7        ,78          ,89          ,91          ,
8        ,83          ,93          ,94          ,
9        ,85          ,92          ,94          ,
10       ,75          ,92          ,95          ,
11       ,77          ,91          ,94          ,
12       ,68          ,91          ,93          ,
13       ,68          ,88          ,92          ,
14       ,73          ,92          ,93          ,
15       ,79          ,93          ,95          ,
16       ,79          ,93          ,95          ,
17       ,77          ,93          ,96          ,
18       ,79          ,92          ,95          ,
19       ,76          ,92          ,95          ,
20       ,84          ,93          ,95          ,
21       ,85          ,95          ,96          ,
22       ,87          ,96          ,96          ,
23       ,81          ,96          ,97          ,
24       ,87          ,96          ,98          ,
25       ,87          ,95          ,97          ,
26       ,80          ,95          ,99          ,
27       ,88          ,95          ,98          ,
28       ,88          ,95          ,97          ,
29       ,88          ,97          ,98          ,
30       ,92          ,97          ,98          ,
31       ,93          ,97          ,99          ,
32       ,94          ,98          ,100         ,
33       ,96          ,100         ,100         ,
34       ,92          ,95          ,100         ,
35       ,80          ,96          ,98          ,
36       ,90          ,100         ,100         ,
37       ,98          ,100         ,100         ,
38       ,1           ,1           ,100         ,
39       ,1           ,1           ,1           ,
40       ,1           ,1           ,1           ,
41       ,1           ,1           ,1           ,
42       ,1           ,2           ,2           ,
43       ,1           ,1           ,2           ,
