GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,20.8        ,20.8        ,21.8        ,
-1       ,20.0        ,32.7        ,33.2        ,
0        ,31.5        ,33.7        ,35.0        ,
1        ,32.3        ,33.0        ,34.3        ,
2        ,31.4        ,31.8        ,33.4        ,
3        ,30.6        ,31.5        ,32.5        ,
4        ,30.1        ,30.1        ,31.9        ,
5        ,29.1        ,29.6        ,31.0        ,
6        ,28.4        ,28.5        ,30.4        ,
7        ,28.2        ,28.9        ,29.9        ,
8        ,27.7        ,28.6        ,29.6        ,
9        ,27.4        ,29.0        ,29.5        ,
10       ,26.8        ,27.9        ,29.2        ,
11       ,26.1        ,26.9        ,28.3        ,
12       ,25.5        ,27.0        ,28.1        ,
13       ,25.3        ,26.6        ,27.6        ,
14       ,24.9        ,25.5        ,27.6        ,
15       ,24.5        ,26.1        ,27.4        ,
16       ,24.2        ,25.2        ,27.8        ,
17       ,24.1        ,25.1        ,27.5        ,
18       ,23.8        ,24.2        ,26.1        ,
19       ,23.1        ,23.9        ,25.3        ,
20       ,22.3        ,22.7        ,25.4        ,
21       ,22.2        ,22.4        ,25.3        ,
22       ,21.8        ,22.2        ,24.8        ,
23       ,21.2        ,21.6        ,24.4        ,
24       ,21.2        ,21.8        ,23.9        ,
25       ,21.6        ,22.1        ,23.6        ,
26       ,20.6        ,20.8        ,23.3        ,
27       ,20.6        ,21.2        ,23.4        ,
28       ,20.2        ,20.5        ,22.8        ,
29       ,19.6        ,19.9        ,22.0        ,
30       ,19.0        ,19.4        ,22.2        ,
31       ,18.8        ,19.7        ,22.1        ,
32       ,18.5        ,19.7        ,21.8        ,
33       ,18.0        ,19.1        ,20.7        ,
34       ,17.7        ,18.8        ,20.3        ,
35       ,17.3        ,18.0        ,20.5        ,
36       ,3.5         ,10.6        ,19.2        ,
37       ,5.5         ,13.4        ,13.5        ,
38       ,13.3        ,14.0        ,14.0        ,
