GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,76          ,78          ,78          ,
-1       ,51          ,53          ,81          ,
0        ,49          ,58          ,59          ,
1        ,55          ,57          ,60          ,
2        ,50          ,53          ,58          ,
3        ,49          ,56          ,59          ,
4        ,54          ,63          ,65          ,
5        ,59          ,64          ,69          ,
6        ,59          ,65          ,70          ,
7        ,61          ,65          ,73          ,
8        ,61          ,67          ,80          ,
9        ,61          ,63          ,74          ,
10       ,61          ,63          ,78          ,
11       ,58          ,62          ,74          ,
12       ,56          ,60          ,73          ,
13       ,56          ,61          ,73          ,
14       ,49          ,66          ,74          ,
15       ,48          ,64          ,75          ,
16       ,56          ,64          ,100         ,
17       ,40          ,66          ,75          ,
18       ,63          ,69          ,77          ,
19       ,65          ,70          ,76          ,
20       ,63          ,66          ,79          ,
21       ,61          ,69          ,79          ,
22       ,62          ,64          ,79          ,
23       ,55          ,65          ,76          ,
24       ,59          ,64          ,81          ,
25       ,60          ,70          ,76          ,
26       ,61          ,71          ,80          ,
27       ,66          ,70          ,83          ,
28       ,63          ,71          ,81          ,
29       ,56          ,73          ,83          ,
30       ,49          ,68          ,83          ,
31       ,43          ,73          ,81          ,
32       ,43          ,75          ,83          ,
33       ,59          ,76          ,83          ,
34       ,60          ,78          ,84          ,
35       ,53          ,71          ,84          ,
36       ,43          ,82          ,84          ,
37       ,1           ,1           ,85          ,
38       ,1           ,1           ,1           ,
