GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,12.7        ,31.3        ,33.2        ,
-1       ,30.0        ,32.0        ,33.4        ,
0        ,27.8        ,34.5        ,34.9        ,
1        ,32.9        ,33.2        ,34.7        ,
2        ,32.4        ,33.1        ,34.0        ,
3        ,31.5        ,32.3        ,33.2        ,
4        ,25.1        ,31.9        ,32.6        ,
5        ,19.2        ,30.5        ,33.5        ,
6        ,29.6        ,30.2        ,31.6        ,
7        ,29.2        ,30.4        ,31.0        ,
8        ,28.7        ,29.9        ,31.1        ,
9        ,28.7        ,29.2        ,30.5        ,
10       ,28.3        ,29.0        ,30.5        ,
11       ,28.4        ,28.9        ,30.2        ,
12       ,27.5        ,28.0        ,30.1        ,
13       ,27.2        ,28.2        ,29.3        ,
14       ,26.7        ,27.6        ,29.0        ,
15       ,24.9        ,28.0        ,29.9        ,
16       ,26.0        ,26.3        ,28.7        ,
17       ,25.9        ,26.7        ,28.1        ,
18       ,25.3        ,25.7        ,27.9        ,
19       ,24.9        ,26.1        ,27.4        ,
20       ,24.9        ,25.7        ,27.4        ,
21       ,24.5        ,25.7        ,27.0        ,
22       ,24.2        ,25.6        ,27.1        ,
23       ,23.9        ,25.1        ,26.9        ,
24       ,23.8        ,25.0        ,26.8        ,
25       ,23.7        ,25.0        ,26.3        ,
26       ,23.6        ,24.7        ,26.1        ,
27       ,22.8        ,23.9        ,26.0        ,
28       ,22.7        ,24.6        ,26.0        ,
29       ,22.5        ,23.4        ,25.2        ,
30       ,22.2        ,22.8        ,25.1        ,
31       ,22.0        ,22.2        ,25.2        ,
32       ,21.5        ,22.5        ,23.8        ,
33       ,21.4        ,22.5        ,24.4        ,
34       ,20.9        ,21.5        ,23.6        ,
35       ,20.3        ,21.0        ,22.8        ,
36       ,19.5        ,20.0        ,22.0        ,
37       ,9.1         ,11.6        ,22.3        ,
38       ,3.5         ,7.1         ,11.6        ,
39       ,4.9         ,7.7         ,9.6         ,
40       ,7.4         ,11.3        ,12.4        ,
41       ,9.9         ,12.1        ,14.1        ,
42       ,11.7        ,14.1        ,14.3        ,
43       ,12.9        ,14.5        ,17.9        ,
44       ,12.7        ,17.1        ,21.8        ,
45       ,13.6        ,14.1        ,17.1        ,
