GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,13.0        ,31.8        ,32.1        ,
-1       ,28.7        ,31.6        ,33.4        ,
0        ,30.1        ,34.1        ,35.7        ,
1        ,32.8        ,33.0        ,34.6        ,
2        ,32.0        ,32.0        ,34.0        ,
3        ,31.2        ,31.9        ,33.4        ,
4        ,30.3        ,31.2        ,32.5        ,
5        ,29.6        ,30.7        ,31.7        ,
6        ,28.9        ,29.1        ,30.7        ,
7        ,28.4        ,29.4        ,30.4        ,
8        ,28.0        ,28.6        ,30.2        ,
9        ,27.7        ,28.4        ,29.9        ,
10       ,27.4        ,28.3        ,29.4        ,
11       ,27.1        ,28.3        ,29.0        ,
12       ,26.9        ,27.5        ,28.6        ,
13       ,26.2        ,26.8        ,28.1        ,
14       ,25.8        ,26.2        ,28.2        ,
15       ,25.0        ,26.3        ,27.4        ,
16       ,24.7        ,25.4        ,27.0        ,
17       ,24.2        ,25.1        ,26.8        ,
18       ,23.9        ,24.9        ,26.5        ,
19       ,23.8        ,24.0        ,26.7        ,
20       ,23.7        ,24.2        ,26.1        ,
21       ,23.2        ,23.5        ,25.5        ,
22       ,23.1        ,23.9        ,25.5        ,
23       ,22.5        ,24.0        ,25.4        ,
24       ,22.3        ,23.3        ,25.3        ,
25       ,21.8        ,23.1        ,24.8        ,
26       ,21.9        ,23.4        ,25.1        ,
27       ,21.2        ,23.1        ,24.2        ,
28       ,20.9        ,23.0        ,24.3        ,
29       ,20.6        ,22.4        ,23.9        ,
30       ,20.5        ,21.8        ,24.7        ,
31       ,20.7        ,22.4        ,23.9        ,
32       ,20.4        ,20.9        ,24.6        ,
33       ,19.5        ,20.2        ,23.7        ,
34       ,19.5        ,20.9        ,22.5        ,
35       ,19.0        ,19.7        ,23.6        ,
36       ,18.6        ,19.4        ,24.4        ,
37       ,2.4         ,6.1         ,20.7        ,
38       ,1.3         ,4.7         ,15.1        ,
39       ,1.4         ,17.1        ,17.1        ,
