GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,30.2        ,30.2        ,36.5        ,
-1       ,28.7        ,30.3        ,36.5        ,
0        ,28.7        ,34.6        ,38.2        ,
1        ,33.0        ,33.2        ,37.0        ,
2        ,31.8        ,32.2        ,35.8        ,
3        ,31.3        ,31.4        ,36.2        ,
4        ,30.8        ,30.9        ,36.6        ,
5        ,30.5        ,30.5        ,36.8        ,
6        ,29.4        ,30.0        ,36.2        ,
7        ,29.2        ,29.8        ,35.4        ,
8        ,29.1        ,29.9        ,35.1        ,
9        ,29.0        ,29.6        ,33.8        ,
10       ,28.9        ,30.3        ,35.3        ,
11       ,29.7        ,30.5        ,35.2        ,
12       ,29.5        ,29.7        ,35.1        ,
13       ,28.8        ,29.7        ,35.1        ,
14       ,28.8        ,29.2        ,34.7        ,
15       ,28.7        ,28.9        ,33.1        ,
16       ,28.4        ,29.2        ,33.8        ,
17       ,28.5        ,29.1        ,33.4        ,
18       ,28.4        ,29.2        ,33.7        ,
19       ,28.1        ,29.2        ,33.8        ,
20       ,28.0        ,28.2        ,32.6        ,
21       ,27.7        ,28.4        ,32.1        ,
22       ,27.8        ,28.0        ,30.8        ,
23       ,27.4        ,28.5        ,32.7        ,
24       ,28.0        ,28.3        ,32.8        ,
25       ,27.4        ,29.5        ,32.3        ,
26       ,27.9        ,28.9        ,31.9        ,
27       ,27.9        ,29.6        ,31.6        ,
28       ,26.1        ,26.2        ,30.0        ,
29       ,26.1        ,27.2        ,30.8        ,
30       ,26.3        ,27.6        ,30.5        ,
31       ,26.8        ,28.3        ,30.8        ,
32       ,27.5        ,28.8        ,30.3        ,
33       ,27.1        ,28.9        ,30.8        ,
34       ,24.6        ,25.0        ,29.0        ,
35       ,23.9        ,25.0        ,28.9        ,
36       ,23.8        ,26.8        ,28.9        ,
37       ,26.0        ,27.0        ,28.8        ,
38       ,24.8        ,28.6        ,32.6        ,
39       ,25.0        ,27.1        ,33.9        ,
40       ,26.3        ,29.7        ,34.1        ,
41       ,29.0        ,30.3        ,34.2        ,
42       ,27.8        ,32.2        ,33.5        ,
43       ,28.7        ,29.2        ,29.3        ,
