GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,27.5        ,27.5        ,33.0        ,
-1       ,27.1        ,33.0        ,33.4        ,
0        ,32.2        ,34.1        ,36.2        ,
1        ,32.3        ,33.4        ,34.5        ,
2        ,31.9        ,32.5        ,33.6        ,
3        ,31.1        ,31.4        ,33.0        ,
4        ,30.2        ,30.9        ,32.8        ,
5        ,29.7        ,30.0        ,34.2        ,
6        ,29.2        ,29.4        ,30.9        ,
7        ,28.6        ,29.2        ,32.5        ,
8        ,28.0        ,28.9        ,32.5        ,
9        ,28.3        ,29.1        ,32.7        ,
10       ,27.9        ,27.9        ,30.1        ,
11       ,26.6        ,28.0        ,28.9        ,
12       ,26.1        ,26.8        ,28.6        ,
13       ,25.7        ,26.8        ,29.0        ,
14       ,25.3        ,26.5        ,29.2        ,
15       ,25.4        ,26.6        ,28.8        ,
16       ,25.6        ,25.8        ,27.6        ,
17       ,24.5        ,25.0        ,27.1        ,
18       ,23.9        ,24.8        ,27.7        ,
19       ,23.9        ,24.9        ,27.9        ,
20       ,23.8        ,24.1        ,28.2        ,
21       ,23.6        ,24.2        ,29.2        ,
22       ,23.3        ,24.1        ,28.6        ,
23       ,23.7        ,24.3        ,27.1        ,
24       ,23.0        ,23.2        ,27.8        ,
25       ,22.7        ,23.5        ,27.8        ,
26       ,23.0        ,23.7        ,26.9        ,
27       ,22.8        ,23.9        ,25.2        ,
28       ,22.3        ,22.5        ,29.4        ,
29       ,19.6        ,20.6        ,23.5        ,
30       ,19.5        ,20.4        ,23.5        ,
31       ,19.5        ,19.6        ,21.8        ,
32       ,18.0        ,18.0        ,20.9        ,
33       ,16.4        ,17.5        ,21.4        ,
34       ,16.5        ,17.1        ,22.4        ,
35       ,17.0        ,17.7        ,23.6        ,
36       ,17.4        ,19.2        ,20.9        ,
37       ,17.4        ,18.0        ,21.5        ,
