GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,60          ,75          ,75          ,
-1       ,66          ,69          ,87          ,
0        ,60          ,66          ,70          ,
1        ,50          ,51          ,67          ,
2        ,47          ,64          ,68          ,
3        ,52          ,67          ,70          ,
4        ,52          ,70          ,73          ,
5        ,57          ,79          ,80          ,
6        ,69          ,80          ,85          ,
7        ,64          ,80          ,85          ,
8        ,61          ,82          ,85          ,
9        ,64          ,84          ,85          ,
10       ,81          ,82          ,90          ,
11       ,64          ,66          ,84          ,
12       ,51          ,69          ,75          ,
13       ,52          ,68          ,78          ,
14       ,54          ,72          ,80          ,
15       ,66          ,82          ,85          ,
16       ,80          ,82          ,88          ,
17       ,78          ,78          ,88          ,
18       ,59          ,78          ,86          ,
19       ,52          ,80          ,85          ,
20       ,56          ,81          ,86          ,
21       ,53          ,83          ,86          ,
22       ,60          ,80          ,86          ,
23       ,80          ,86          ,92          ,
24       ,69          ,87          ,90          ,
25       ,72          ,89          ,91          ,
26       ,78          ,90          ,93          ,
27       ,86          ,94          ,95          ,
28       ,73          ,84          ,96          ,
29       ,76          ,78          ,88          ,
30       ,67          ,84          ,85          ,
31       ,77          ,89          ,90          ,
32       ,80          ,83          ,92          ,
33       ,59          ,84          ,91          ,
34       ,63          ,86          ,91          ,
35       ,74          ,91          ,92          ,
36       ,90          ,96          ,97          ,
37       ,86          ,91          ,97          ,
