GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,60          ,63          ,84          ,
0        ,55          ,64          ,66          ,
1        ,64          ,72          ,74          ,
2        ,71          ,78          ,80          ,
3        ,74          ,75          ,81          ,
4        ,66          ,70          ,76          ,
5        ,66          ,72          ,75          ,
6        ,69          ,78          ,81          ,
7        ,73          ,78          ,84          ,
8        ,75          ,79          ,86          ,
9        ,72          ,76          ,89          ,
10       ,74          ,78          ,88          ,
11       ,76          ,86          ,90          ,
12       ,82          ,83          ,94          ,
13       ,77          ,79          ,93          ,
14       ,76          ,80          ,91          ,
15       ,74          ,79          ,90          ,
16       ,64          ,80          ,92          ,
17       ,66          ,78          ,92          ,
18       ,61          ,83          ,91          ,
19       ,54          ,83          ,92          ,
20       ,81          ,85          ,93          ,
21       ,84          ,85          ,93          ,
22       ,79          ,82          ,94          ,
23       ,75          ,83          ,93          ,
24       ,75          ,78          ,93          ,
25       ,67          ,82          ,91          ,
26       ,71          ,76          ,95          ,
27       ,72          ,85          ,88          ,
28       ,74          ,86          ,94          ,
29       ,79          ,89          ,94          ,
30       ,76          ,87          ,96          ,
31       ,68          ,87          ,97          ,
32       ,60          ,86          ,96          ,
33       ,56          ,88          ,95          ,
34       ,55          ,89          ,96          ,
35       ,72          ,92          ,96          ,
36       ,74          ,91          ,97          ,
37       ,67          ,88          ,98          ,
38       ,67          ,82          ,96          ,
39       ,58          ,98          ,98          ,
40       ,97          ,97          ,98          ,
