GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,30.5        ,33.5        ,34.4        ,
1        ,24.0        ,33.5        ,36.5        ,
2        ,32.1        ,32.2        ,34.5        ,
3        ,31.1        ,31.9        ,33.2        ,
4        ,30.4        ,30.8        ,32.7        ,
5        ,29.5        ,30.2        ,32.0        ,
6        ,29.0        ,29.7        ,32.3        ,
7        ,28.5        ,29.0        ,30.6        ,
8        ,28.2        ,28.5        ,31.9        ,
9        ,27.8        ,28.6        ,32.1        ,
10       ,27.7        ,28.2        ,32.2        ,
11       ,27.3        ,27.7        ,30.0        ,
12       ,26.5        ,26.5        ,28.9        ,
13       ,25.3        ,27.2        ,28.4        ,
14       ,25.0        ,25.7        ,28.8        ,
15       ,24.8        ,26.4        ,29.1        ,
16       ,24.8        ,26.0        ,28.4        ,
17       ,25.0        ,25.8        ,27.4        ,
18       ,24.2        ,24.4        ,26.9        ,
19       ,23.4        ,23.6        ,27.2        ,
20       ,23.4        ,24.5        ,27.4        ,
21       ,22.6        ,24.0        ,29.5        ,
22       ,23.0        ,24.0        ,29.0        ,
23       ,23.1        ,24.3        ,28.3        ,
24       ,23.7        ,24.0        ,26.8        ,
25       ,23.0        ,23.4        ,27.9        ,
26       ,22.5        ,23.3        ,28.0        ,
27       ,22.9        ,23.4        ,27.2        ,
28       ,22.4        ,23.8        ,25.1        ,
29       ,21.9        ,22.4        ,29.7        ,
30       ,19.1        ,19.9        ,23.1        ,
31       ,19.0        ,20.3        ,23.2        ,
32       ,19.2        ,19.4        ,21.7        ,
33       ,17.8        ,18.2        ,20.8        ,
34       ,15.9        ,16.2        ,21.6        ,
35       ,15.6        ,17.2        ,22.4        ,
36       ,16.5        ,17.9        ,23.9        ,
37       ,17.5        ,19.0        ,20.6        ,
38       ,17.0        ,17.4        ,20.9        ,
