GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,58          ,58          ,61          ,
1        ,48          ,59          ,60          ,
2        ,47          ,50          ,60          ,
3        ,49          ,61          ,64          ,
4        ,55          ,63          ,63          ,
5        ,56          ,66          ,67          ,
6        ,61          ,73          ,73          ,
7        ,68          ,73          ,75          ,
8        ,66          ,73          ,76          ,
9        ,62          ,73          ,73          ,
10       ,65          ,75          ,75          ,
11       ,75          ,76          ,78          ,
12       ,64          ,65          ,76          ,
13       ,54          ,66          ,67          ,
14       ,55          ,66          ,68          ,
15       ,58          ,68          ,70          ,
16       ,66          ,73          ,74          ,
17       ,73          ,75          ,76          ,
18       ,74          ,74          ,76          ,
19       ,60          ,70          ,74          ,
20       ,55          ,72          ,72          ,
21       ,60          ,73          ,74          ,
22       ,57          ,74          ,74          ,
23       ,61          ,71          ,75          ,
24       ,71          ,77          ,78          ,
25       ,67          ,76          ,77          ,
26       ,69          ,77          ,77          ,
27       ,73          ,78          ,78          ,
28       ,77          ,79          ,80          ,
29       ,69          ,75          ,80          ,
30       ,70          ,70          ,76          ,
31       ,66          ,74          ,74          ,
32       ,72          ,77          ,77          ,
33       ,74          ,74          ,77          ,
34       ,59          ,73          ,76          ,
35       ,62          ,74          ,75          ,
36       ,69          ,77          ,77          ,
37       ,77          ,81          ,81          ,
38       ,77          ,78          ,81          ,
