GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,36          ,46          ,55          ,
-1       ,37          ,41          ,47          ,
0        ,37          ,42          ,42          ,
1        ,40          ,45          ,45          ,
2        ,45          ,48          ,48          ,
3        ,48          ,49          ,50          ,
4        ,48          ,50          ,50          ,
5        ,49          ,52          ,52          ,
6        ,51          ,53          ,53          ,
7        ,1           ,53          ,54          ,
8        ,53          ,53          ,54          ,
9        ,53          ,53          ,54          ,
10       ,53          ,54          ,54          ,
11       ,1           ,56          ,67          ,
12       ,55          ,62          ,74          ,
13       ,59          ,63          ,74          ,
14       ,56          ,62          ,72          ,
15       ,51          ,55          ,73          ,
16       ,51          ,58          ,68          ,
17       ,51          ,58          ,73          ,
18       ,49          ,56          ,72          ,
19       ,46          ,58          ,69          ,
20       ,54          ,65          ,75          ,
21       ,61          ,64          ,77          ,
22       ,60          ,63          ,76          ,
23       ,56          ,62          ,76          ,
24       ,54          ,64          ,79          ,
25       ,57          ,63          ,78          ,
26       ,52          ,65          ,79          ,
27       ,59          ,67          ,79          ,
28       ,58          ,63          ,79          ,
29       ,55          ,59          ,82          ,
30       ,51          ,66          ,79          ,
31       ,63          ,76          ,81          ,
32       ,60          ,64          ,82          ,
33       ,53          ,70          ,80          ,
34       ,61          ,70          ,80          ,
35       ,45          ,64          ,78          ,
36       ,35          ,58          ,73          ,
37       ,43          ,61          ,68          ,
38       ,34          ,61          ,74          ,
39       ,53          ,53          ,80          ,
