GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,11.7        ,28.4        ,29.2        ,
-1       ,26.8        ,31.6        ,33.0        ,
0        ,28.4        ,33.8        ,35.5        ,
1        ,32.8        ,33.0        ,34.5        ,
2        ,32.3        ,32.6        ,33.7        ,
3        ,31.4        ,31.4        ,33.1        ,
4        ,30.1        ,31.0        ,32.1        ,
5        ,29.4        ,30.2        ,31.5        ,
6        ,28.2        ,29.4        ,30.5        ,
7        ,25.9        ,29.2        ,30.2        ,
8        ,28.3        ,28.8        ,29.9        ,
9        ,27.6        ,28.0        ,29.6        ,
10       ,27.5        ,28.3        ,29.3        ,
11       ,27.2        ,28.2        ,28.8        ,
12       ,26.8        ,27.8        ,28.5        ,
13       ,26.3        ,27.3        ,28.3        ,
14       ,25.9        ,26.5        ,28.0        ,
15       ,25.1        ,26.1        ,27.5        ,
16       ,24.5        ,25.5        ,27.1        ,
17       ,24.3        ,24.8        ,27.0        ,
18       ,23.9        ,24.3        ,26.6        ,
19       ,23.7        ,23.9        ,27.2        ,
20       ,23.7        ,23.8        ,25.9        ,
21       ,23.3        ,23.3        ,26.0        ,
22       ,23.2        ,23.7        ,25.8        ,
23       ,22.2        ,22.6        ,25.7        ,
24       ,22.0        ,22.3        ,25.7        ,
25       ,21.6        ,22.3        ,25.0        ,
26       ,21.6        ,22.1        ,25.5        ,
27       ,21.1        ,22.0        ,24.1        ,
28       ,20.5        ,21.2        ,24.2        ,
29       ,20.4        ,21.5        ,24.2        ,
30       ,20.6        ,22.3        ,24.9        ,
31       ,20.9        ,23.1        ,23.9        ,
32       ,20.4        ,21.5        ,25.2        ,
33       ,19.0        ,20.8        ,23.9        ,
34       ,19.2        ,21.7        ,22.4        ,
35       ,18.9        ,20.3        ,24.2        ,
36       ,18.3        ,19.6        ,24.8        ,
37       ,6.4         ,6.6         ,21.1        ,
38       ,1.6         ,5.3         ,15.3        ,
39       ,1.7         ,12.5        ,12.6        ,
