GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,10.1        ,32.7        ,34.0        ,
0        ,25.7        ,33.0        ,34.9        ,
1        ,32.3        ,32.8        ,34.2        ,
2        ,31.6        ,32.4        ,34.1        ,
3        ,30.6        ,32.6        ,33.2        ,
4        ,30.2        ,31.8        ,32.8        ,
5        ,29.2        ,29.6        ,32.4        ,
6        ,28.3        ,30.7        ,31.8        ,
7        ,27.8        ,28.5        ,30.9        ,
8        ,27.6        ,29.8        ,30.5        ,
9        ,27.4        ,27.4        ,30.2        ,
10       ,27.3        ,28.6        ,30.0        ,
11       ,26.5        ,27.8        ,29.1        ,
12       ,25.9        ,26.6        ,28.4        ,
13       ,24.9        ,27.0        ,28.1        ,
14       ,24.8        ,26.1        ,28.1        ,
15       ,23.9        ,24.9        ,27.6        ,
16       ,24.2        ,24.9        ,27.3        ,
17       ,23.8        ,24.4        ,26.5        ,
18       ,23.6        ,25.7        ,26.8        ,
19       ,23.6        ,24.8        ,26.8        ,
20       ,23.3        ,24.6        ,27.0        ,
21       ,23.6        ,24.2        ,26.5        ,
22       ,22.6        ,23.6        ,26.5        ,
23       ,21.8        ,23.0        ,25.5        ,
24       ,22.1        ,23.2        ,25.0        ,
25       ,21.6        ,21.9        ,25.4        ,
26       ,21.5        ,22.4        ,26.8        ,
27       ,21.2        ,21.9        ,24.8        ,
28       ,20.9        ,21.8        ,26.0        ,
29       ,20.9        ,22.1        ,25.3        ,
30       ,20.9        ,22.3        ,24.3        ,
31       ,19.8        ,21.2        ,24.1        ,
32       ,20.3        ,21.7        ,24.8        ,
33       ,19.1        ,20.5        ,24.2        ,
34       ,18.8        ,20.7        ,26.8        ,
35       ,20.6        ,21.2        ,28.2        ,
36       ,21.2        ,23.4        ,27.3        ,
37       ,12.3        ,18.7        ,24.3        ,
