GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,65          ,66          ,100         ,
0        ,49          ,70          ,73          ,
1        ,68          ,77          ,81          ,
2        ,70          ,74          ,83          ,
3        ,67          ,76          ,81          ,
4        ,52          ,58          ,75          ,
5        ,49          ,56          ,65          ,
6        ,50          ,55          ,67          ,
7        ,52          ,65          ,71          ,
8        ,52          ,62          ,73          ,
9        ,53          ,59          ,75          ,
10       ,54          ,61          ,77          ,
11       ,57          ,62          ,81          ,
12       ,54          ,56          ,79          ,
13       ,50          ,63          ,76          ,
14       ,51          ,64          ,78          ,
15       ,48          ,55          ,76          ,
16       ,47          ,53          ,77          ,
17       ,46          ,51          ,73          ,
18       ,50          ,59          ,83          ,
19       ,52          ,67          ,81          ,
20       ,51          ,56          ,80          ,
21       ,54          ,62          ,81          ,
22       ,52          ,55          ,81          ,
23       ,49          ,57          ,84          ,
24       ,54          ,62          ,81          ,
25       ,46          ,60          ,80          ,
26       ,44          ,62          ,83          ,
27       ,53          ,67          ,84          ,
28       ,50          ,62          ,85          ,
29       ,55          ,68          ,86          ,
30       ,58          ,70          ,84          ,
31       ,58          ,74          ,84          ,
32       ,60          ,70          ,85          ,
33       ,64          ,69          ,87          ,
34       ,59          ,70          ,87          ,
35       ,57          ,68          ,83          ,
36       ,49          ,65          ,85          ,
37       ,49          ,59          ,83          ,
