GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,60          ,65          ,98          ,
0        ,58          ,61          ,99          ,
1        ,57          ,60          ,100         ,
2        ,60          ,61          ,100         ,
3        ,72          ,72          ,100         ,
4        ,57          ,58          ,100         ,
5        ,55          ,71          ,71          ,
6        ,54          ,66          ,72          ,
7        ,1           ,65          ,100         ,
8        ,53          ,57          ,100         ,
9        ,56          ,65          ,100         ,
10       ,53          ,54          ,100         ,
11       ,54          ,68          ,100         ,
12       ,52          ,71          ,73          ,
13       ,50          ,71          ,76          ,
14       ,51          ,72          ,100         ,
15       ,1           ,71          ,100         ,
16       ,52          ,64          ,100         ,
17       ,53          ,71          ,71          ,
18       ,65          ,74          ,74          ,
19       ,56          ,76          ,77          ,
20       ,53          ,74          ,79          ,
21       ,52          ,72          ,78          ,
22       ,53          ,69          ,74          ,
23       ,53          ,74          ,100         ,
24       ,52          ,70          ,77          ,
25       ,60          ,77          ,77          ,
26       ,54          ,77          ,78          ,
27       ,53          ,75          ,77          ,
28       ,53          ,68          ,76          ,
29       ,62          ,71          ,76          ,
30       ,54          ,81          ,81          ,
31       ,60          ,65          ,81          ,
32       ,2           ,65          ,100         ,
33       ,54          ,76          ,76          ,
34       ,72          ,79          ,80          ,
35       ,72          ,75          ,80          ,
36       ,72          ,74          ,80          ,
37       ,50          ,51          ,76          ,
38       ,77          ,100         ,100         ,
39       ,100         ,100         ,100         ,
40       ,不详          ,不详          ,不详          ,
