GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,63          ,70          ,70          ,
-1       ,58          ,61          ,78          ,
0        ,52          ,58          ,62          ,
1        ,41          ,43          ,58          ,
2        ,39          ,61          ,63          ,
3        ,49          ,64          ,66          ,
4        ,49          ,65          ,69          ,
5        ,55          ,75          ,77          ,
6        ,67          ,75          ,81          ,
7        ,61          ,75          ,81          ,
8        ,57          ,75          ,79          ,
9        ,61          ,78          ,80          ,
10       ,74          ,74          ,86          ,
11       ,58          ,61          ,77          ,
12       ,46          ,63          ,69          ,
13       ,49          ,66          ,72          ,
14       ,51          ,67          ,74          ,
15       ,63          ,73          ,78          ,
16       ,73          ,76          ,82          ,
17       ,70          ,72          ,81          ,
18       ,56          ,68          ,79          ,
19       ,50          ,71          ,77          ,
20       ,54          ,73          ,82          ,
21       ,50          ,78          ,82          ,
22       ,57          ,77          ,82          ,
23       ,75          ,82          ,89          ,
24       ,66          ,84          ,86          ,
25       ,69          ,86          ,88          ,
26       ,76          ,88          ,89          ,
27       ,83          ,91          ,92          ,
28       ,69          ,83          ,93          ,
29       ,71          ,72          ,86          ,
30       ,65          ,82          ,82          ,
31       ,74          ,86          ,87          ,
32       ,77          ,80          ,89          ,
33       ,56          ,82          ,86          ,
34       ,60          ,84          ,89          ,
35       ,70          ,88          ,89          ,
36       ,87          ,93          ,94          ,
37       ,81          ,89          ,94          ,
