GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,28.5        ,28.5        ,32.8        ,
-1       ,26.0        ,32.9        ,34.0        ,
0        ,32.4        ,34.3        ,35.6        ,
1        ,32.9        ,33.5        ,35.1        ,
2        ,31.9        ,32.4        ,34.0        ,
3        ,31.1        ,31.8        ,33.1        ,
4        ,30.4        ,31.0        ,32.7        ,
5        ,29.6        ,30.2        ,33.9        ,
6        ,29.1        ,29.7        ,30.9        ,
7        ,28.8        ,29.0        ,32.5        ,
8        ,28.3        ,29.5        ,32.5        ,
9        ,28.2        ,28.7        ,32.7        ,
10       ,27.8        ,28.5        ,30.2        ,
11       ,26.9        ,27.9        ,29.3        ,
12       ,25.7        ,27.4        ,28.7        ,
13       ,25.5        ,26.2        ,28.9        ,
14       ,25.4        ,25.5        ,29.2        ,
15       ,25.4        ,26.6        ,28.4        ,
16       ,25.5        ,26.0        ,27.5        ,
17       ,24.6        ,25.1        ,27.2        ,
18       ,24.2        ,24.6        ,27.5        ,
19       ,24.0        ,24.8        ,27.5        ,
20       ,23.8        ,23.9        ,27.7        ,
21       ,23.5        ,24.1        ,29.1        ,
22       ,23.5        ,24.2        ,28.4        ,
23       ,23.7        ,24.3        ,27.1        ,
24       ,23.0        ,23.3        ,27.8        ,
25       ,22.8        ,23.3        ,27.8        ,
26       ,23.0        ,23.6        ,26.8        ,
27       ,22.7        ,24.0        ,25.2        ,
28       ,22.1        ,22.1        ,29.3        ,
29       ,19.6        ,20.5        ,23.0        ,
30       ,19.5        ,20.4        ,23.3        ,
31       ,19.5        ,19.9        ,21.9        ,
32       ,17.9        ,18.0        ,20.8        ,
33       ,16.2        ,17.2        ,21.4        ,
34       ,16.5        ,17.8        ,22.0        ,
35       ,17.0        ,17.8        ,23.5        ,
36       ,17.3        ,18.8        ,20.4        ,
37       ,17.2        ,17.5        ,21.2        ,
