GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,42          ,54          ,74          ,
0        ,50          ,63          ,63          ,
1        ,62          ,78          ,79          ,
2        ,74          ,83          ,85          ,
3        ,77          ,83          ,86          ,
4        ,75          ,85          ,88          ,
5        ,58          ,86          ,87          ,
6        ,63          ,86          ,88          ,
7        ,60          ,88          ,89          ,
8        ,67          ,85          ,90          ,
9        ,83          ,88          ,92          ,
10       ,69          ,88          ,91          ,
11       ,72          ,86          ,91          ,
12       ,78          ,87          ,91          ,
13       ,85          ,90          ,91          ,
14       ,75          ,84          ,93          ,
15       ,74          ,77          ,89          ,
16       ,71          ,81          ,87          ,
17       ,77          ,84          ,88          ,
18       ,78          ,79          ,89          ,
19       ,62          ,79          ,89          ,
20       ,65          ,81          ,88          ,
21       ,70          ,82          ,88          ,
22       ,81          ,87          ,90          ,
23       ,81          ,83          ,90          ,
24       ,71          ,79          ,90          ,
25       ,59          ,71          ,86          ,
26       ,63          ,82          ,82          ,
27       ,69          ,81          ,87          ,
28       ,67          ,79          ,87          ,
29       ,58          ,77          ,83          ,
30       ,59          ,78          ,82          ,
31       ,57          ,72          ,83          ,
32       ,56          ,72          ,78          ,
33       ,53          ,77          ,85          ,
34       ,57          ,80          ,84          ,
35       ,65          ,85          ,88          ,
36       ,85          ,91          ,93          ,
37       ,80          ,94          ,99          ,
38       ,不详          ,不详          ,不详          ,
