GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,17.0        ,29.4        ,30.2        ,
-1       ,23.4        ,32.8        ,33.1        ,
0        ,23.9        ,34.2        ,36.3        ,
1        ,33.3        ,34.3        ,35.0        ,
2        ,33.0        ,33.3        ,34.8        ,
3        ,32.6        ,32.9        ,33.7        ,
4        ,31.5        ,31.7        ,33.1        ,
5        ,30.9        ,31.4        ,32.3        ,
6        ,30.5        ,30.9        ,32.0        ,
7        ,30.0        ,30.7        ,31.8        ,
8        ,29.6        ,29.9        ,31.0        ,
9        ,29.4        ,29.5        ,31.0        ,
10       ,29.0        ,29.0        ,30.4        ,
11       ,28.4        ,29.2        ,30.6        ,
12       ,28.2        ,29.4        ,30.5        ,
13       ,27.6        ,28.1        ,29.9        ,
14       ,27.4        ,27.8        ,29.2        ,
15       ,27.0        ,27.4        ,28.8        ,
16       ,26.0        ,27.3        ,29.0        ,
17       ,26.8        ,27.5        ,28.6        ,
18       ,26.6        ,27.2        ,28.8        ,
19       ,26.3        ,27.0        ,28.9        ,
20       ,25.8        ,27.0        ,27.9        ,
21       ,25.1        ,25.6        ,28.1        ,
22       ,24.8        ,26.2        ,27.7        ,
23       ,24.4        ,25.4        ,27.9        ,
24       ,23.9        ,25.0        ,27.0        ,
25       ,24.0        ,24.8        ,26.8        ,
26       ,24.0        ,25.1        ,27.7        ,
27       ,24.2        ,24.5        ,27.0        ,
28       ,23.8        ,24.3        ,27.3        ,
29       ,23.2        ,23.8        ,26.6        ,
30       ,23.1        ,24.4        ,26.3        ,
31       ,23.3        ,24.9        ,26.1        ,
32       ,23.4        ,23.6        ,26.3        ,
33       ,22.2        ,23.4        ,25.1        ,
34       ,22.1        ,23.2        ,25.1        ,
35       ,22.1        ,23.2        ,25.1        ,
36       ,22.3        ,22.8        ,25.5        ,
37       ,9.9         ,15.1        ,25.1        ,
38       ,14.9        ,22.7        ,23.4        ,
39       ,7.2         ,8.8         ,22.8        ,
40       ,5.8         ,9.0         ,9.6         ,
41       ,6.8         ,13.7        ,14.5        ,
42       ,10.5        ,12.7        ,14.3        ,
43       ,13.9        ,14.8        ,16.9        ,
44       ,13.5        ,17.1        ,20.4        ,
45       ,14.2        ,14.6        ,17.1        ,
