GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,不详          ,不详          ,不详          ,
-1       ,不详          ,不详          ,不详          ,
0        ,41          ,50          ,61          ,
1        ,45          ,55          ,58          ,
2        ,50          ,65          ,68          ,
3        ,63          ,72          ,75          ,
4        ,63          ,71          ,76          ,
5        ,67          ,73          ,78          ,
6        ,69          ,75          ,80          ,
7        ,62          ,75          ,81          ,
8        ,68          ,71          ,80          ,
9        ,66          ,71          ,82          ,
10       ,64          ,72          ,80          ,
11       ,69          ,78          ,88          ,
12       ,65          ,68          ,89          ,
13       ,62          ,68          ,83          ,
14       ,65          ,72          ,84          ,
15       ,69          ,74          ,87          ,
16       ,71          ,76          ,85          ,
17       ,74          ,77          ,87          ,
18       ,72          ,75          ,88          ,
19       ,72          ,75          ,85          ,
20       ,66          ,75          ,86          ,
21       ,68          ,73          ,85          ,
22       ,66          ,70          ,84          ,
23       ,65          ,76          ,83          ,
24       ,67          ,72          ,86          ,
25       ,67          ,71          ,84          ,
26       ,65          ,70          ,83          ,
27       ,66          ,72          ,84          ,
28       ,64          ,66          ,84          ,
29       ,63          ,68          ,81          ,
30       ,67          ,69          ,84          ,
31       ,55          ,67          ,82          ,
32       ,50          ,63          ,78          ,
33       ,61          ,66          ,78          ,
34       ,55          ,62          ,80          ,
35       ,61          ,71          ,81          ,
36       ,64          ,68          ,80          ,
37       ,55          ,73          ,84          ,
38       ,69          ,88          ,88          ,
39       ,68          ,90          ,90          ,
40       ,70          ,89          ,91          ,
41       ,53          ,58          ,91          ,
42       ,56          ,65          ,65          ,
43       ,89          ,92          ,100         ,
44       ,82          ,91          ,95          ,
45       ,90          ,91          ,92          ,
