GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,60          ,60          ,60          ,
0        ,不详          ,不详          ,不详          ,
1        ,5           ,75          ,75          ,
2        ,55          ,67          ,78          ,
3        ,51          ,65          ,73          ,
4        ,58          ,69          ,77          ,
5        ,64          ,79          ,79          ,
6        ,70          ,76          ,80          ,
7        ,55          ,75          ,80          ,
8        ,53          ,71          ,78          ,
9        ,41          ,63          ,73          ,
10       ,41          ,66          ,69          ,
11       ,49          ,76          ,77          ,
12       ,65          ,78          ,81          ,
13       ,61          ,80          ,82          ,
14       ,59          ,80          ,83          ,
15       ,58          ,80          ,82          ,
16       ,58          ,77          ,83          ,
17       ,67          ,83          ,85          ,
18       ,69          ,82          ,85          ,
19       ,72          ,83          ,84          ,
20       ,63          ,84          ,84          ,
21       ,69          ,82          ,86          ,
22       ,64          ,79          ,82          ,
23       ,59          ,83          ,85          ,
24       ,65          ,80          ,86          ,
25       ,74          ,84          ,84          ,
26       ,69          ,85          ,85          ,
27       ,68          ,84          ,86          ,
28       ,69          ,79          ,85          ,
29       ,75          ,81          ,85          ,
30       ,70          ,87          ,87          ,
31       ,75          ,78          ,87          ,
32       ,48          ,78          ,80          ,
33       ,71          ,85          ,85          ,
34       ,79          ,86          ,87          ,
35       ,82          ,84          ,87          ,
36       ,84          ,88          ,88          ,
37       ,82          ,88          ,89          ,
38       ,不详          ,不详          ,不详          ,
39       ,不详          ,不详          ,不详          ,
40       ,不详          ,不详          ,不详          ,
