GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.5        ,32.8        ,33.4        ,
0        ,32.4        ,33.1        ,34.1        ,
1        ,33.0        ,33.3        ,35.3        ,
2        ,32.8        ,32.8        ,36.9        ,
3        ,31.7        ,32.0        ,36.5        ,
4        ,30.9        ,31.1        ,34.7        ,
5        ,30.7        ,30.9        ,34.3        ,
6        ,30.1        ,30.3        ,33.1        ,
7        ,29.7        ,31.1        ,35.3        ,
8        ,30.0        ,31.2        ,35.7        ,
9        ,29.9        ,30.5        ,35.9        ,
10       ,29.5        ,30.3        ,35.5        ,
11       ,28.8        ,28.8        ,35.0        ,
12       ,28.7        ,29.0        ,31.6        ,
13       ,28.8        ,29.0        ,32.7        ,
14       ,28.8        ,29.3        ,33.0        ,
15       ,28.4        ,29.1        ,33.3        ,
16       ,28.4        ,29.1        ,33.3        ,
17       ,27.7        ,27.8        ,32.2        ,
18       ,27.4        ,28.5        ,31.4        ,
19       ,27.9        ,28.1        ,30.4        ,
20       ,27.3        ,29.0        ,33.1        ,
21       ,27.7        ,28.3        ,33.1        ,
22       ,28.1        ,30.2        ,33.1        ,
23       ,28.9        ,29.0        ,32.8        ,
24       ,27.9        ,30.2        ,32.9        ,
25       ,25.8        ,26.1        ,30.6        ,
26       ,25.8        ,27.9        ,31.3        ,
27       ,26.9        ,28.5        ,32.1        ,
28       ,27.3        ,29.4        ,32.1        ,
29       ,27.8        ,29.4        ,31.4        ,
30       ,27.3        ,30.0        ,31.5        ,
31       ,25.9        ,26.0        ,30.2        ,
32       ,24.8        ,26.1        ,30.3        ,
33       ,25.2        ,28.4        ,30.1        ,
34       ,27.2        ,28.6        ,30.0        ,
35       ,26.8        ,27.1        ,28.6        ,
36       ,26.1        ,27.5        ,28.9        ,
37       ,26.6        ,26.8        ,28.8        ,
38       ,25.6        ,37.1        ,37.1        ,
39       ,27.6        ,27.6        ,37.9        ,
40       ,26.0        ,26.6        ,27.6        ,
