GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,30.9        ,33.3        ,33.3        ,
0        ,32.4        ,33.4        ,33.5        ,
1        ,33.2        ,33.5        ,37.6        ,
2        ,32.6        ,32.7        ,37.4        ,
3        ,31.6        ,31.9        ,35.6        ,
4        ,31.5        ,31.6        ,35.1        ,
5        ,30.7        ,31.1        ,33.9        ,
6        ,30.4        ,31.3        ,36.0        ,
7        ,30.5        ,31.5        ,36.2        ,
8        ,30.3        ,30.7        ,36.1        ,
9        ,29.7        ,30.4        ,36.2        ,
10       ,29.2        ,29.5        ,35.7        ,
11       ,29.2        ,29.5        ,32.1        ,
12       ,29.1        ,29.5        ,33.5        ,
13       ,29.1        ,29.8        ,33.6        ,
14       ,28.9        ,29.9        ,34.3        ,
15       ,29.1        ,29.8        ,33.7        ,
16       ,28.3        ,28.4        ,32.6        ,
17       ,28.0        ,28.8        ,32.2        ,
18       ,28.1        ,28.2        ,30.9        ,
19       ,27.8        ,29.0        ,33.7        ,
20       ,27.9        ,28.1        ,33.4        ,
21       ,27.8        ,30.0        ,33.3        ,
22       ,28.8        ,29.2        ,32.9        ,
23       ,28.2        ,30.1        ,33.1        ,
24       ,25.8        ,26.3        ,30.5        ,
25       ,26.0        ,27.7        ,31.4        ,
26       ,27.2        ,28.3        ,32.0        ,
27       ,27.5        ,29.3        ,32.5        ,
28       ,27.6        ,29.4        ,31.9        ,
29       ,27.4        ,30.0        ,32.2        ,
30       ,26.3        ,26.4        ,30.0        ,
31       ,25.1        ,26.8        ,30.9        ,
32       ,25.3        ,28.5        ,30.4        ,
33       ,27.2        ,28.7        ,30.3        ,
34       ,26.9        ,27.0        ,29.1        ,
35       ,26.3        ,27.8        ,29.2        ,
36       ,26.7        ,27.2        ,28.8        ,
37       ,26.6        ,27.2        ,28.4        ,
38       ,25.8        ,29.6        ,33.1        ,
39       ,26.5        ,27.8        ,29.6        ,
