GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,76          ,76          ,84          ,
0        ,75          ,82          ,83          ,
1        ,61          ,72          ,82          ,
2        ,56          ,68          ,77          ,
3        ,63          ,73          ,81          ,
4        ,70          ,83          ,83          ,
5        ,75          ,80          ,84          ,
6        ,58          ,82          ,84          ,
7        ,58          ,77          ,85          ,
8        ,47          ,69          ,80          ,
9        ,46          ,73          ,76          ,
10       ,53          ,81          ,83          ,
11       ,70          ,84          ,85          ,
12       ,66          ,85          ,87          ,
13       ,64          ,85          ,87          ,
14       ,63          ,84          ,87          ,
15       ,64          ,83          ,87          ,
16       ,72          ,87          ,88          ,
17       ,75          ,88          ,89          ,
18       ,78          ,88          ,89          ,
19       ,69          ,88          ,89          ,
20       ,73          ,87          ,90          ,
21       ,68          ,85          ,89          ,
22       ,63          ,88          ,90          ,
23       ,70          ,86          ,90          ,
24       ,80          ,88          ,89          ,
25       ,74          ,90          ,90          ,
26       ,73          ,89          ,90          ,
27       ,72          ,84          ,89          ,
28       ,77          ,85          ,90          ,
29       ,74          ,90          ,92          ,
30       ,80          ,82          ,92          ,
31       ,54          ,81          ,83          ,
32       ,75          ,88          ,88          ,
33       ,83          ,90          ,92          ,
34       ,84          ,88          ,90          ,
35       ,88          ,91          ,93          ,
36       ,87          ,90          ,93          ,
37       ,90          ,92          ,94          ,
38       ,65          ,79          ,94          ,
39       ,79          ,87          ,92          ,
